,Genero,Tipo,Nombre,Año estreno,Mes estreno,Id
0,Drama,Movie,Lifebreath,1997,11.0,tt0102267
1,Drama,Movie,Strawberry Fields,1998,9.0,tt0108233
2,Drama,Movie,Annie's Garden,1997,10.0,tt0109136
3,Drama,Movie,Lethal Seduction,1997,8.0,tt0110331
4,Drama,Movie,This Is the Sea,1998,2.0,tt0111416
5,Drama,Movie,Alien Visitor,1997,1.0,tt0112974
6,Drama,Movie,Visidela,1997,11.0,tt0111632
7,Drama,Movie,Les deux orphelines vampires,1997,7.0,tt0112856
8,Drama,Movie,Opposite Corners,1997,2.0,tt0114050
9,Drama,Movie,Natsu jikan no otonatachi,1997,3.0,tt0113937
10,Drama,Movie,The Next Step,1997,6.0,tt0113968
11,Drama,Movie,Quiet Days in Hollywood,1997,7.0,tt0114216
12,Drama,Movie,Violet's Visit,1997,6.0,tt0114854
13,Drama,Movie,The Voyeur,1997,11.0,tt0114877
14,Drama,Movie,C'est la tangente que je préfère,1998,8.0,tt0115797
15,Drama,Movie,Actrius,1997,1.0,tt0115462
16,Drama,Movie,Changing Habits,1997,3.0,tt0115865
17,Drama,Movie,Illicit Dreams 2,1997,1.0,tt0116611
18,Drama,Movie,All's Fair in Love & War,1997,10.0,tt0115512
19,Drama,Movie,La grande quercia,1997,2.0,tt0116444
20,Drama,Movie,Loose Women,1997,7.0,tt0116914
21,Drama,Movie,En brazos de la mujer madura,1997,4.0,tt0116193
22,Drama,Movie,Last Chance Love,1997,11.0,tt0116826
23,Drama,Movie,Chapter Perfect,1998,4.0,tt0115866
24,Drama,Movie,Eye of God,1997,10.0,tt0116261
25,Drama,Movie,Magenta,1997,7.0,tt0116956
26,Drama,Movie,Bumerang,1997,1.0,tt0115784
27,Drama,Movie,Dream Land,1997,6.0,tt0116140
28,Drama,Movie,Marianna Ucrìa,1997,2.0,tt0116990
29,Drama,Movie,Commandments,1997,5.0,tt0115927
30,Drama,Movie,Dzien wielkiej ryby,1997,5.0,tt0116156
31,Drama,Movie,Für immer und immer,1997,1.0,tt0116383
32,Drama,Movie,Keys to Tulsa,1997,4.0,tt0116762
33,Drama,Movie,Man of Her Dreams,1997,11.0,tt0116976
