,Genero,Tipo,Nombre,Año estreno,Mes estreno,Id
0,Drama,Movie,El Tango del Viudo y Su Espejo Deformante,2020,2.0,tt0062336
1,Drama,Movie,Love & Orgasms,2004,7.0,tt0383477
2,Drama,Movie,Surviving in L.A.,2020,8.0,tt0446792
3,Drama,Movie,Duel of Legends,2020,8.0,tt0849437
4,Drama,Movie,Lost Girls and Love Hotels,2020,9.0,tt0920462
5,Drama,Movie,Jak najdalej stad,2021,8.0,tt10004368
6,Drama,Movie,Kala azar,2020,8.0,tt10006160
7,Drama,Movie,The Rental,2020,7.0,tt10003008
8,Drama,Movie,Villa Caprice,2021,6.0,tt10019108
9,Drama,Movie,Seeru,2020,2.0,tt10022990
10,Drama,Movie,Passion simple,2021,8.0,tt10023172
11,Drama,Movie,Sweet Face,2020,2.0,tt10022726
12,Drama,Movie,Clean,2022,1.0,tt10023022
13,Drama,Movie,Love Aaj Kal,2020,5.0,tt10023024
14,Drama,Movie,Ringolevio,2020,11.0,tt10027720
15,Drama,Movie,Asia,2021,6.0,tt10032266
16,Drama,Movie,Once a Year on Blackpool Sands,2020,4.0,tt10039338
17,Drama,Movie,El verano que vivimos,2020,12.0,tt10042590
18,Drama,Movie,El Suspiro del Silencio,2020,12.0,tt10043458
19,Drama,Movie,A Escritora,2020,7.0,tt10039584
20,Drama,Movie,Gonarezhou: The Movie,2020,2.0,tt10041978
21,Drama,Movie,Luxor,2020,11.0,tt10039524
22,Drama,Movie,They Who Surround Us,2021,8.0,tt10042622
23,Drama,Movie,Cortex,2020,10.0,tt10056224
24,Drama,Movie,Youngest,2020,,tt10055892
25,Drama,Movie,Girlfriend's reunited,2020,7.0,tt10054604
26,Drama,Movie,Lonesome Boy,2020,4.0,tt10058890
27,Drama,Movie,Guilty,2020,3.0,tt10062614
28,Drama,Movie,Antebellum,2020,9.0,tt10065694
29,Drama,Movie,Depois de Ser Cinza,2020,10.0,tt10066262
30,Drama,Movie,Made in Abyss: Fukaki Tamashî no Reimei,2020,1.0,tt10068916
31,Drama,Movie,Legjobb tudomásom szerint,2021,12.0,tt10073452
32,Drama,Movie,Classic Again,2020,2.0,tt10075442
33,Drama,Movie,Wild Grass,2020,8.0,tt10080092
34,Drama,Movie,Breaking Surface,2020,2.0,tt10081762
35,Drama,Movie,L'oiseau de paradis,2020,5.0,tt10081788
36,Drama,Movie,Range of Sniper,2020,6.0,tt10082520
37,Drama,Movie,Adbhoot - ek dhandal saira vaira,2020,5.0,tt10092464
38,Drama,Movie,La terre et le sang,2020,4.0,tt10092752
39,Drama,Movie,Pink Skies Ahead,2020,10.0,tt10095308
40,Drama,Movie,Lan Se Lie Che,2020,10.0,tt10097346
41,Drama,Movie,Manchurian Tiger,2020,,tt10097312
42,Drama,Movie,Sudba,2020,10.0,tt10097386
43,Drama,Movie,Guai wu xian sheng,2020,8.0,tt10097484
44,Drama,Movie,Lian Qu 1980,2020,10.0,tt10097470
45,Drama,Movie,L'autre,2020,1.0,tt10098442
46,Drama,Movie,Sunray,2020,7.0,tt10098042
47,Drama,Movie,You Mean Everything to Me,2020,,tt10100196
48,Drama,Movie,La dona il·legal,2021,5.0,tt10101806
49,Drama,Movie,Blindfire,2020,11.0,tt10103028
50,Drama,Movie,Berliner,2020,10.0,tt10102402
51,Drama,Movie,The Forgotten,2020,1.0,tt10102746
52,Drama,Movie,Mila,2022,,tt10110614
53,Drama,Movie,Conversaciones,2020,11.0,tt10106082
54,Drama,Movie,Kokon,2022,7.0,tt10107222
55,Drama,Movie,Askedager,2020,,tt10112032
56,Drama,Movie,Schwesterlein,2020,10.0,tt10117768
57,Drama,Movie,A Arte de Morrer Longe,2020,8.0,tt10121110
58,Drama,Movie,Mother's Child,2020,5.0,tt10123970
59,Drama,Movie,Gondi,2020,2.0,tt10122618
60,Drama,Movie,Miss,2021,10.0,tt10123698
61,Drama,Movie,Fishing and Fishermen's Conversations,2020,9.0,tt10127760
62,Drama,Movie,Bronx,2020,10.0,tt10127684
63,Drama,Movie,Maryjki,2021,8.0,tt10132068
64,Drama,Movie,Le sel des larmes,2020,7.0,tt10132976
65,Drama,Movie,Sakura,2020,11.0,tt10132488
66,Drama,Movie,Zieja,2020,8.0,tt10136434
67,Drama,Movie,Schmetterlinge,2020,7.0,tt10138068
68,Drama,Movie,Na ostrie,2020,11.0,tt10146208
69,Drama,Movie,Behind the Line: Escape to Dunkirk,2020,8.0,tt10148118
70,Drama,Movie,Cerro Torre,2020,5.0,tt10147590
71,Drama,Movie,The Maid,2020,7.0,tt10147910
72,Drama,Movie,Green Summer,2021,5.0,tt10150920
73,Drama,Movie,499,2021,11.0,tt10149938
74,Drama,Movie,Driftless,2020,9.0,tt10151048
75,Drama,Movie,Rajeeva,2020,1.0,tt10152582
76,Drama,Movie,The 11th Green,2020,1.0,tt10151656
77,Drama,Movie,Corazón ardiente,2020,2.0,tt10153510
78,Drama,Movie,"Wanda, mein Wunder",2021,10.0,tt10152722
79,Drama,Movie,Vnutrenniy ogon,2020,5.0,tt10156122
80,Drama,Movie,One Meal,2020,10.0,tt10155896
81,Drama,Movie,The Prom,2020,12.0,tt10161886
82,Drama,Movie,Konglish,2020,12.0,tt10163896
83,Drama,Movie,Fair Haven,2020,9.0,tt10166648
84,Drama,Movie,The Marked,2020,10.0,tt10167116
85,Drama,Movie,Kaze no denwa,2020,1.0,tt10167422
86,Drama,Movie,The Heights a Perfect Reunion,2020,2.0,tt10167850
87,Drama,Movie,Fille du vent,2020,1.0,tt10176944
88,Drama,Movie,No Man's Truth,2020,7.0,tt10178386
89,Drama,Movie,The Lady from the Sea,2020,7.0,tt10179362
90,Drama,Movie,Yaponskiy Bog,2020,7.0,tt10183870
91,Drama,Movie,Dangerous Lies,2020,4.0,tt10183816
92,Drama,Movie,Cordero de Dios,2020,1.0,tt10187378
93,Drama,Movie,Soorarai Pottru,2020,11.0,tt10189514
94,Drama,Movie,Alexander,2020,3.0,tt10195248
95,Drama,Movie,Adieu les cons,2021,7.0,tt10196398
96,Drama,Movie,The Tree Movie,2020,4.0,tt10197570
97,Drama,Movie,Mia's M.I.A,2020,,tt10198274
98,Drama,Movie,The Love Between Us,2020,4.0,tt10198064
99,Drama,Movie,The Boys in the Band,2020,9.0,tt10199914
100,Drama,Movie,Pareeksha,2020,8.0,tt10199974
101,Drama,Movie,Once Upon a Time in Indonesia,2020,11.0,tt10200522
102,Drama,Movie,Chaco,2020,11.0,tt10201328
103,Drama,Movie,La volta buona,2020,7.0,tt10204756
104,Drama,Movie,Stealing Chaplin,2020,11.0,tt10205046
105,Drama,Movie,The Method,2020,11.0,tt1020581
106,Drama,Movie,The Voice of Sin,2020,10.0,tt10206818
107,Drama,Movie,Malmkrog,2020,7.0,tt10213380
108,Drama,Movie,Luca,2021,5.0,tt10214754
109,Drama,Movie,Longe do Paraíso,2020,12.0,tt10217460
110,Drama,Movie,As I Am,2020,2.0,tt10218912
111,Drama,Movie,Haarucha,2020,10.0,tt10218878
112,Drama,Movie,"Omoi, Omoware, Furi, Furare",2020,8.0,tt10228546
113,Drama,Movie,Sparks,2020,4.0,tt10230010
114,Drama,Movie,Kom hier dat ik u kus,2020,12.0,tt10229932
115,Drama,Movie,"Run Wolf, Run",2020,1.0,tt10231822
116,Drama,Movie,My First Summer,2021,3.0,tt10229982
117,Drama,Movie,Mrs. Serial Killer,2020,5.0,tt10230426
118,Drama,Movie,Yeh Ballet,2020,2.0,tt10230436
119,Drama,Movie,Only Human,2020,9.0,tt10230576
120,Drama,Movie,Class of 83,2020,8.0,tt10230422
121,Drama,Movie,Serious Men,2020,10.0,tt10230414
122,Drama,Movie,Matares,2020,6.0,tt10230290
123,Drama,Movie,Little Orphans,2021,5.0,tt10234084
124,Drama,Movie,"Zai jian, shao nian",2021,4.0,tt10234650
125,Drama,Movie,Kaali Khuhi,2020,10.0,tt10235600
126,Drama,Movie,The Surrogate,2020,6.0,tt10239320
127,Drama,Movie,Tahmineh,2020,8.0,tt10240440
128,Drama,Movie,Ghost,2020,2.0,tt10244008
129,Drama,Movie,I'm Your Woman,2020,12.0,tt10243992
130,Drama,Movie,Re Tang,2020,10.0,tt10245928
131,Drama,Movie,The Perfect Mistress IV: Heartbreaker,2020,1.0,tt10247640
132,Drama,Movie,Palazzo di giustizia,2020,10.0,tt10247750
133,Drama,Movie,Iz zavyazanymy ochyma,2021,12.0,tt10244550
134,Drama,Movie,Stand Still,2020,7.0,tt10249292
135,Drama,Movie,Meeting Olive & Mitchell,2020,3.0,tt10253764
136,Drama,Movie,Red Yellow Pink,2020,10.0,tt10254662
137,Drama,Movie,Noni - Le fruit de l'espoir,2020,2.0,tt10257496
138,Drama,Movie,Smecka,2020,10.0,tt10262712
139,Drama,Movie,Way to Paris,2020,,tt10262390
140,Drama,Movie,Light from the Tower,2020,4.0,tt10264340
141,Drama,Movie,A Stormy Night,2021,5.0,tt10264878
142,Drama,Movie,East & West,2020,7.0,tt10261766
143,Drama,Movie,Sex Spirits,2020,9.0,tt10265766
144,Drama,Movie,Big Feat,2020,8.0,tt10268752
145,Drama,Movie,Minyan,2022,2.0,tt10268550
146,Drama,Movie,Tales from the Rabbit Hole: A Curious Kitsch Novel,2020,8.0,tt10268654
147,Drama,Movie,The Father,2021,8.0,tt10272386
148,Drama,Movie,Girl Lost: A Hollywood Story,2020,12.0,tt10274284
149,Drama,Movie,8th Floor Massacre,2020,11.0,tt10269680
150,Drama,Movie,Weekend,2020,11.0,tt10276160
151,Drama,Movie,Bizim Semtin Çocuklari,2020,10.0,tt10278294
152,Drama,Movie,French Exit,2021,2.0,tt10279362
153,Drama,Movie,L'incredibile storia dell'Isola delle Rose,2020,12.0,tt10287954
154,Drama,Movie,Druk,2021,8.0,tt10288566
155,Drama,Movie,Modelar,2020,2.0,tt10288320
156,Drama,Movie,Krajina ve stínu,2020,9.0,tt10295074
157,Drama,Movie,Magic Mountains,2020,2.0,tt10295936
158,Drama,Movie,Walled Citizen,2020,7.0,tt10296414
159,Drama,Movie,Sightless,2021,1.0,tt10303430
160,Drama,Movie,Survive the Night,2020,5.0,tt10303324
161,Drama,Movie,Des hommes,2021,6.0,tt10307922
162,Drama,Movie,Force of Nature,2020,7.0,tt10308928
163,Drama,Movie,Fragile,2020,11.0,tt10308998
164,Drama,Movie,Helen,2020,9.0,tt10308528
165,Drama,Movie,The Subject,2020,6.0,tt10314344
166,Drama,Movie,Becky,2020,6.0,tt10314450
167,Drama,Movie,La leyenda negra,2020,12.0,tt10313748
168,Drama,Movie,Nothing More Perfect,2020,6.0,tt10324444
169,Drama,Movie,Le Cineaste - A Director's Journey,2020,11.0,tt10322544
170,Drama,Movie,Café Mirage,2020,10.0,tt10326882
171,Drama,Movie,Ke zai ni xindi de mingzi,2020,9.0,tt10329134
172,Drama,Movie,Gulabo Sitabo,2020,6.0,tt10333912
173,Drama,Movie,Nazarband,2020,10.0,tt10330110
174,Drama,Movie,Le bonheur des uns...,2020,9.0,tt10334410
175,Drama,Movie,An Unquiet Grave,2021,6.0,tt10332690
176,Drama,Movie,Los Angeless,2020,,tt10333778
177,Drama,Movie,Under My Skin,2020,10.0,tt10332272
178,Drama,Movie,Efunsetan Aniwura,2020,1.0,tt10337506
179,Drama,Movie,A Mulher sem Corpo,2020,,tt10338290
180,Drama,Movie,A Shadow in the Dark,2020,11.0,tt10339850
181,Drama,Movie,Hazy Little Thing,2020,6.0,tt10343642
182,Drama,Movie,Comment je suis devenu super-héros,2020,11.0,tt10345590
183,Drama,Movie,Four Good Days,2021,9.0,tt10344522
184,Drama,Movie,Boszorkányház,2020,3.0,tt10345858
185,Drama,Movie,Gunjan Saxena: The Kargil Girl,2020,8.0,tt10350626
186,Drama,Movie,Home,2021,7.0,tt10353704
187,Drama,Movie,The Man Who Sold His Skin,2021,10.0,tt10360862
188,Drama,Movie,After We Collided,2020,10.0,tt10362466
189,Drama,Movie,Im toten Winkel,2020,3.0,tt10366464
190,Drama,Movie,Paper Tiger,2021,8.0,tt10365730
191,Drama,Movie,Victim(s),2020,6.0,tt10366902
192,Drama,Movie,Eyimofe,2022,4.0,tt10365870
193,Drama,Movie,The Windermere Children,2020,4.0,tt10370380
194,Drama,Movie,Thin Skin,2022,,tt10374618
195,Drama,Movie,Vores mand i Amerika,2020,8.0,tt10375972
196,Drama,Movie,Aviva,2021,4.0,tt10373830
197,Drama,Movie,Go back,2020,7.0,tt10376384
198,Drama,Movie,Cold Feet,2020,7.0,tt10377314
199,Drama,Movie,Aloha Surf Hotel,2020,11.0,tt10380744
200,Drama,Movie,Donna,2020,2.0,tt10383290
201,Drama,Movie,Lassie - Eine abenteuerliche Reise,2020,7.0,tt10384944
202,Drama,Movie,Livet efter döden,2020,3.0,tt10385556
203,Drama,Movie,Ar Condicionado,2020,1.0,tt10389922
204,Drama,Movie,Tu zi bao li,2021,8.0,tt10393440
205,Drama,Movie,Pool Party '15,2020,5.0,tt10388676
206,Drama,Movie,Medida Provisória,2022,,tt10395866
207,Drama,Movie,La vida era eso,2021,12.0,tt10395398
208,Drama,Movie,The Sound of The Wind,2020,5.0,tt10400198
209,Drama,Movie,Erotica 2022,2020,11.0,tt10399674
