0,1,2,3,4
Zuzana Mauréry,1968,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Teuta Ajdini,No data,"['Vera Dreams of the Sea', 'I Fshehuri', 'Hidden', 'Reparto']",['Reparto'],Sin oscar
Sandesh Kulkarni,No data,[''],"['Producción', 'Reparto', 'Guion']",Más en IMDbPro
Brett Bower,marzo,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Sammi Rotibi,No data,No data,No data,Sin oscar
Ariadne Freya,No data,[''],['Reparto'],Más en IMDbPro
Amos Zaharia,1987,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Steve N. Bradford,No data,[''],"['Reparto', 'Dirección', 'Producción']",Más en IMDbPro
Hiroya Shimizu,1999,"['The Outsider', 'Tokyo Revengers', 'El mundo de Kanako', 'Chihayafuru Part I']",['Reparto'],Sin oscar
Antonio López Vallejo,No data,['El universo de Óliver'],['Reparto'],Sin oscar
Murugadass,No data,[''],['Reparto'],Más en IMDbPro
James Boss,No data,[''],"['Reparto', 'Producción', 'Dirección']",Más en IMDbPro
Grégori Derangère,1971,[''],['Reparto'],Sin Oscar
Anggika Bolsterli,1995,"['Belok Kanan Barcelona', 'Yowis Ben: The Series', '2020 • 9 episodios', '2021', '2021']",['Reparto'],Sin Oscar
Nikolai Kinski,1976,[''],['Reparto'],Sin Oscar
Giovanni De Giorgi,No data,"['The Silver Rope', '2006', '2009', '2011', '2007']",['Reparto'],Más en IMDbPro
Serena Kamlani,No data,"['Follower', 'Them', 'Corto', 'Corto']","['Reparto', 'Guion']",Sin oscar
Elise Alexandra,No data,[''],['Reparto'],Más en IMDbPro
David Stoker,No data,"['Star Trek Minute', 'Star Trek Minute']","['Edición', 'Producción']",Sin oscar
Rosita Amores,No data,"['Un negro con un saxo', 'El robo más grande jamás contado', 'Con el culo al aire', 'Lo que sabemos']",['Reparto'],Sin oscar
Sarah May Sommers,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Chirag Modi,No data,"['Manto', 'Canvas, Rang Jindagi Na', 'Mohan']",['Reparto'],Sin oscar
Hassan Sanati,No data,[''],"['Reparto', 'Cámara y electricidad', 'Producción']",Más en IMDbPro
Mariya Leonova,1974,"['Gerda', 'Moya bolshaya tayna', '2021–2022 • 4 episodios', '2007']",['Reparto'],Sin oscar
Sal Rinella,No data,"['Good Friday', 'Austin Pacino', '2023']","['Reparto', 'Producción', 'Dirección']",Sin oscar
George Stumpf,No data,"['¡Ave, César!', 'Shadows', '8,7', 'The Victims']","['Reparto', 'Equipos adicionales']",Sin oscar
Hayley McFarland,1991,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Vince Stefani,No data,"['Sleeping with the Fishes', 'The Philly Mob', '5,4', '9,2']",['Reparto'],Sin oscar
Ramesh Thilak,1985,[''],"['Guion', 'Reparto']",Sin oscar
Maksym Samchyk,1996,[''],['Reparto'],Sin oscar
Görel Ahlnäs,No data,['Den svavelgula himlen'],['Reparto'],Sin oscar
Vijayalakshmi,1976,[''],"['Reparto', 'Producción']",Sin Oscar
Amrutha Abishek,No data,['Kabadadaari'],['Reparto'],Sin oscar
Muhammad Lutfi,No data,[''],['Reparto'],Más en IMDbPro
Nacho Picasso,No data,"['La Flamme Rouge', 'The Cyanide Syndicate: Blueprint', 'The Nachomentary']",['Reparto'],Sin oscar
Tatiana Torres,No data,[''],['Reparto'],Más en IMDbPro
Mascha Paul,No data,"['En el lugar del crimen', '2020 • 1 episodio', '2022', '2021', 'Amina Mutlu']",['Reparto'],Sin oscar
Slaven Doslo,1991,[''],['Reparto'],Sin oscar
Logan Elizabeth Giesing,No data,"['Below the Fold', 'Final Caller']",['Reparto'],Sin oscar
Aline Küppenheim,1969,[''],['Reparto'],Sin Oscar
Leonardo Sbaraglia,1970,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Lollu Sabha Seshu,No data,"['Kannitheevu', 'Velayudham', 'Single Shankarum Smartphone Simranum', 'Bestie']",['Reparto'],Sin oscar
Francisca Walker,No data,[''],['Reparto'],Más en IMDbPro
Ashish Warang,No data,"['Drishyam', 'Sooryavanshi', 'Ek Villain Returns', 'Mardaani']",['Reparto'],Más en IMDbPro
Katrina Bowden,1988,[''],['Reparto'],Sin Oscar
Avinash Londhe,No data,['Three Legged Horse'],['Reparto'],Sin oscar
Pedro Correa,No data,[''],"['Reparto', 'Guion', 'Dirección']",Más en IMDbPro
Iliana Lazarova,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Ceria Hade,No data,['Terima Kasih Emak Terima Kasih Abah'],['Reparto'],Sin oscar
Bailey Maughan,No data,"['Outlander', 'Splinters', 'Summerhood', 'Mr. D', '2012–2013 • 5 episodios']",['Reparto'],Sin Oscar
Bong-sik Hyun,1984,"['Mauseu', '2021 • 16 episodios', '2018', ""Lee Ji Ham's assistant"", 'Detective Park Yun-cheol']",['Reparto'],Sin oscar
Victoria Leigh,2001,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Isaac Basulto,No data,[''],"['Producción', 'Guion', 'Efectos visuales']",Más en IMDbPro
Scott Crain,No data,"['The Iceman (El hombre de hielo)', 'Race with the Devil', 'Guion', 'Guion']","['Cámara y electricidad', 'Dirección de fotografía y cámara', 'Guion']",Sin oscar
Gürkan Küçüksentürk,1979,"['Nordil, tú qué haces para que no te duela', 'Fashion Planet', '2014 • 8 episodios', 'Fuat Cetin Taruk Tanriverdi', 'Serie de TV']",['Reparto'],Sin Oscar
Ashok,1989,[''],"['Reparto', 'Producción']",Sin Oscar
Rita Ora,1990,[''],"['Music Artist', 'Reparto', 'Composición']",Sin Oscar
Tom Knight,No data,[''],"['Guion', 'Producción']",Más en IMDbPro
Agata Buzek,1976,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Hart Denton,1993,[''],['Reparto'],Sin Oscar
Aurélien Recoing,1958,[''],"['Reparto', 'Dirección', 'Sonido']",Sin Oscar
Sergey Kolesov,1973,[''],"['Reparto', 'Animación', 'Dirección de arte']",Sin oscar
Christopher Corbin,1982,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Dillon Douglasson,No data,"['Welcome to the Show', 'Tales from Faire Crossing', '2022–2023 • 2 episodios']","['Sonido', 'Reparto', 'Composición']",Sin oscar
Patrick Ferguson,No data,['Assassinators: Into the Night'],['Dirección de fotografía y cámara'],Sin oscar
Adam Arkin,1956,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 3 premios Primetime Emmy
Priya Bhavani Shankar,1989,[''],['Reparto'],Sin Oscar
Sacha Stevenson,No data,"['Si Jago Merah 2: Air & Api', 'Tersanjung: The Movie', 'Comic 8: Casino Kings Part 1', 'Raksasa Dari Jogja']",['Reparto'],Sin oscar
Helen Klasman,No data,"['Sleep Well', 'Sandra saab tööd', 'Bitch & Thief', 'Klassikokkutulek 3: Ristiisad']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Anirudh Pavithran,No data,"['Satyabhama', '7,2', 'Abbo Naa Pellanta', '5,8']",['Reparto'],Sin oscar
Modou Blackson Beye,No data,['10 Songs for Charity'],['Reparto'],Sin oscar
Josh Fox,No data,[''],"['Dirección', 'Guion', 'Producción']",Más en IMDbPro
Paulina Dávila,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Eric Cordes,No data,"['Gewalten', ""Rock 'N' Roll Ringo"", 'Serie de TV', '8,0']",['Reparto'],Sin oscar
Jack McGee,1949,[''],['Reparto'],Sin Oscar
Martin Owen,No data,[''],"['Guion', 'Dirección', 'Producción']",Más en IMDbPro
Robin Wright,1966,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 8 premios Primetime Emmy
Vittorio Magazzù Tamburello,No data,"['Headshot', '6,8', '6,6', 'El chico malo', '2022 • 4 episodios']",['Reparto'],Más en IMDbPro
Michelle Rodriguez,1978,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Mara Stefan,No data,['The Final Code'],['Reparto'],Sin Oscar
Aparshakti Khurana,1987,[''],"['Reparto', 'Música']",Sin Oscar
Shoukat Chengezi,No data,['Gritt'],['Reparto'],Sin oscar
Marte Wexelsen Goksøyr,No data,"['Gritt', 'Retract', '2017', '2007 • 1 episodio']","['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Nareth Seng,No data,['Bodeng sar'],['Reparto'],Sin oscar
Jess Varley,1990,[''],"['Dirección', 'Guion', 'Reparto']",Sin oscar
Rié Yoshida,No data,[''],['Reparto'],Más en IMDbPro
Heidi Danae Crane,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Reza Diako,No data,[''],['Reparto'],Más en IMDbPro
Toby Jones,1966,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Primetime Emmy
Robyne Parrish,diciembre,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Lavanya Tripathi,1990,[''],['Reparto'],Sin Oscar
Chaitanya Deshpande,No data,['The Truck of Dreams'],['Reparto'],Sin oscar
Didier Pupin,No data,['En un muelle de Normandía'],['Reparto'],Sin oscar
Matt Helm,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Rayana Daulet,No data,['The Crying Steppe'],['Reparto'],Sin oscar
Cal Jennings Laxton,No data,[''],['Reparto'],Más en IMDbPro
James Purefoy,1964,[''],"['Reparto', 'Producción']",Sin Oscar
Suzan Norton,No data,[''],"['Reparto', 'Dirección de fotografía y cámara', 'Dirección de la segunda unidad o asistencia a dirección']",Más en IMDbPro
Sarah Stiles,1979,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Dexter Demme,No data,"['Licorice Pizza', 'La bala de Dios']","['Reparto', 'Equipos adicionales']",Sin oscar
Lee Seung-joon,1974,"['El bueno, el malo y el raro', 'Tae-yang-eui hoo-ye', '2016 • 15 episodios', '7,1']","['Reparto', 'Dirección']",Sin Oscar
Kimberly Wall,1969,[''],['Reparto'],Sin oscar
Rajatabha Dutta,1967,[''],"['Reparto', 'Música']",Sin Oscar
Ahmad El-Fishawi,1980,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Gavin Rossdale,1965,[''],"['Reparto', 'Composición', 'Guion']",Sin oscar
Dushara Vijayan,1997,[''],['Reparto'],Sin Oscar
Rupinder Rupi,No data,"['Mera Pind: My Home', 'Rupinder Gandhi 2: The Robin Hood', 'Mannat', 'Kudiye Lahore Diye']",['Reparto'],Sin oscar
Ivan Ojeda,No data,"['La Sombra', 'Makoki: Un Amor de Muerte', 'Pairs', '2022', '2020']",['Reparto'],Sin oscar
Charlotte Beckett,1985,[''],['Reparto'],Sin Oscar
Pankaj Tripathi,1976,[''],['Reparto'],Sin Oscar
Viviana Altieri,1986,"['Violeta como el mar', '2022 • 1 episodio', '2021', '2009', '2014']",['Reparto'],Sin oscar
Lorenzo Marangon,No data,['Monsieur'],['Reparto'],Sin oscar
Madeleine Arthur,1997,[''],['Reparto'],Sin Oscar
Maxime Dumontier,1988,"['Nos étés', '2005 • 4 episodios', '2016', '2015', '2012']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad']",Sin oscar
Leah Jenea,No data,"['Love You Right', 'Leah Jenea: Balance', 'The Four: Battle for Stardom', '2018 • 3 episodios', 'Self']","['Reparto', 'Guion']",Sin oscar
Cici Lau,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Stéphanie Cléau,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Satoru Hamaguchi,No data,"['Higan no futari', 'Kyodai', '8,6', 'Torinaoshi']",['Reparto'],Sin oscar
Adria Arjona,1992,[''],"['Reparto', 'Producción']",Sin Oscar
Özay Fecht,1953,"['40 Quadratmeter Deutschland', 'Girl with No Mouth', 'El peral salvaje', 'Kafes']",['Reparto'],Sin Oscar
Ray Long,No data,"['Esmeralda, la zíngara', 'College Holiday']",['Reparto'],Sin oscar
Eileen Walsh,1977,[''],['Reparto'],Sin Oscar
Piyush Ranade,No data,[''],"['Reparto', 'Dirección']",Sin oscar
Valerie Limbrunner-Bartlett,No data,['Sing to Me Sylvie'],['Reparto'],Sin oscar
Sophy Fakhry,No data,['C Section'],['Reparto'],Sin oscar
Plaxico,1977,"['The NFL on CBS', '2000–2011 • 30 episodios', 'Self - Pittsburgh Steelers Wide ReceiverSelf - New York Giants Wide Receiver', 'Serie de TV', '7,6']",No data,Sin oscar
Jeremy Gardner,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Chelsea Reader,No data,"['Swindon Massive', 'Mugsey Grant Revelations', 'Mugsey Bus Riding', 'Mugsey Grant Manicure']","['Reparto', 'Dirección']",Sin oscar
Ramontay McConnell,No data,[''],['Reparto'],Más en IMDbPro
Karen Røise Kielland,No data,['La peor persona del mundo'],['Reparto'],Sin oscar
Paran Banerjee,1940,[''],"['Reparto', 'Música']",Sin Oscar
Ana Maria Guran,1995,[''],['Reparto'],Sin Oscar
Sarah Eddy,No data,[''],['Reparto'],Más en IMDbPro
Jim Stark,No data,"['Mystery Train', 'El triángulo de la tristeza', 'Noche de fuego', 'Bajo el peso de la ley']","['Producción', 'Reparto', 'Guion']",Sin Oscar
Alexandre Gavras,1969,[''],"['Producción', 'Reparto', 'Dirección']",Nominado para 1 premio Óscar
Hideo Nakano,1964,[''],['Reparto'],Sin oscar
Maria Cristina Heller,No data,[''],['Reparto'],Más en IMDbPro
Nobunaga Shimazaki,No data,"['Your Name.', 'Fruits Basket', '2019–2021 • 59 episodios', 'Ritsuka Fujimaru(voz)', 'Miniserie de TV']","['Reparto', 'Música', 'Banda sonora']",Más en IMDbPro
Rafaella Biscayn,1990,[''],"['Reparto', 'Producción']",Sin oscar
Ninja,1974,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Sin Oscar
Bailey Heesch,No data,"['The Donation', 'The Astronauts Wife', '2017']","['Reparto', 'Guion', 'Casting']",Sin Oscar
Xavier Dolan,1989,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Pedro Hernández,No data,"['Terminator: Destino oscuro', 'Sinvivir', 'La deuda', 'Serie de TV']","['Reparto', 'Producción', 'Dirección']",Sin Oscar
Anita Tóth,1972,"['Csinibaba', ""Jupiter's Moon"", 'Taxidermia', 'The Exam']",['Reparto'],Sin oscar
Siobhan Fallon Hogan,1961,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Andrey Zavodyuk,1964,"['Doktor', 'Privorot. Chernoe venchanie', 'Telokhranitel', '2007', '2005']",['Reparto'],Sin oscar
Sindura Rout,2000,"['Naakidhe First Time', 'Gitika', 'Dimpy']",['Reparto'],Sin oscar
Annabelle Mandeng,1971,[''],['Reparto'],Sin oscar
Ramya Krishnan,1970,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Susy Arnáez,No data,"['En un instante', 'La Pensión', '2020–2021 • 5 episodios']",['Reparto'],Sin oscar
Tianlong Shi,No data,[''],"['Reparto', 'Especialistas']",Más en IMDbPro
Bhoomika Chawla,1978,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Matias Quiroga,1989,"['A Faraway House', 'Clase Ciega', 'Corto', 'Corto']",['Reparto'],Sin oscar
Konstantin Ilin,No data,['Kelti'],['Reparto'],Sin oscar
Brady Amaya,No data,[''],['Reparto'],Más en IMDbPro
Enrique Salas,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Raai Laxmi,1989,[''],['Reparto'],Sin Oscar
Laura Galt,No data,[''],"['Reparto', 'Producción', 'Dirección']",Más en IMDbPro
Dodi de Miquel,No data,"['AI Her', 'AI Her', '5,4', '7,5']",['Reparto'],Sin oscar
Sarah Dolan,No data,[''],"['Reparto', 'Producción', 'Dirección']",Más en IMDbPro
Kaniha,1982,[''],"['Reparto', 'Producción']",Sin Oscar
Jeni Ross,No data,[''],"['Reparto', 'Banda sonora']",Más en IMDbPro
Vanina Kondova,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Iyana Halley,1993,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin oscar
Arturo Hidalgo,No data,"['Lachine', 'Equipos adicionales', '2021']","['Sonido', 'Reparto', 'Composición']",Sin oscar
Caroline Amiguet,1977,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Sin Oscar
Isabella Margara,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Steve Iwamoto,No data,"['I Was a Simple Man', 'Waikiki', 'Last Hawaiian Sugar']",['Reparto'],Sin oscar
Aya Cash,1982,[''],"['Reparto', 'Producción']",Sin Oscar
Mari Nagy,1961,"['A ház emlékei', 'Látom, amit látsz', 'El asesino silencioso', 'A részleg']",['Reparto'],Sin Oscar
Jan Strejcovský,1991,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Azaan,No data,"['Bankster', '6,2', '5,2', '6,6']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Paul Hilton,1970,[''],['Reparto'],Sin oscar
Asim Farha,No data,['Tunnel To The Inferno'],['Reparto'],Sin oscar
Dalton McWain,No data,"['Black & White Christmas Movie', '6,2']","['Reparto', 'Cámara y electricidad', 'Sonido']",Sin oscar
Laila Zaid,No data,"['Ackley Bridge', '2022 • 10 episodios', 'Samika Ramaswamy', 'Serie de TV', '8,0']",['Reparto'],Más en IMDbPro
Ali Reza,1989,[''],"['Reparto', 'Guion']",Sin oscar
Glajimmy Chery,No data,"['Sarah 2 (Le Pêché de la mère)', '6,6', 'Jean-Baptiste', '2005']",['Reparto'],Sin oscar
Uday Chandra,No data,"['1942: A Love Story', 'Kaun Kare Kurbanie', 'Misión en Cachemira', 'Gumrah']",['Reparto'],Más en IMDbPro
Connor Lyons,No data,"['Arrow', '2019 • 2 episodios', 'Sonido', 'Serie de TV', '7,4']",['Sonido'],Sin oscar
Amr Waked,1973,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Michael Parr,1986,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
