Frank Hoyt Taylor,1945,[''],['Reparto'],Sin oscar
Ipek Bilgin,1956,"['Hokkabaz', 'Bir Ask Iki Hayat', 'Karnaval', 'Kelebegin Rüyasi']",['Reparto'],Sin Oscar
Nihat Odabasi,1968,"[""Demet Akalin: N'apiyorsan Yap"", 'Gülsen: Sözde Ayrilik', '2011', 'Dirección', 'Dirección']","['Dirección', 'Reparto', 'Cámara y electricidad']",Sin Oscar
Caleigh White,1985,"['Believers Among Us', 'Crashing', 'Keeping America Strong', '2001']","['Reparto', 'Producción']",Sin oscar
DJ Perry,1970,[''],"['Producción', 'Reparto', 'Guion']",Sin Oscar
Janet McTeer,1961,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 2 premios Óscar
Jennifer Grant,1966,[''],"['Reparto', 'Producción']",Sin oscar
Nicholle Tom,marzo,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Derek Lebrero,1971,"['Thousands of Miles', 'Corto', '6,9', 'Far Cry 3', '2012']","['Reparto', 'Equipos adicionales', 'Dirección']",Sin oscar
Faith Jefferies,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Noah Wyle,1971,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 5 premios Primetime Emmy
Rebecca Pidgeon,1965,[''],"['Reparto', 'Composición', 'Guion']",Sin Oscar
Juci Balog,No data,['A porcelánbaba'],['Reparto'],Sin oscar
Nitin Ganatra,1968,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Joanna Lumley,1946,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 4 premios BAFTA
Sean Gullette,1968,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Wendy Benson-Landes,1971,[''],['Reparto'],Sin oscar
Ethan Suplee,1976,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Jeanne Moreau,1928,[''],"['Reparto', 'Dirección', 'Guion']",Ganó 2 premios BAFTA
Vann Gravage,No data,[''],['Reparto'],Sin oscar
Art Bonilla,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Michael Biehn,1956,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Manuel Morón,1956,"['Celda 211', 'La noche de los girasoles', 'Todo sobre mi madre', 'Smoking Room']","['Reparto', 'Banda sonora']",Sin Oscar
John Kapelos,1956,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Nathalie Boutefeu,1968,"[""Comme c'était bien"", 'Irma Vep', 'Apesanteurs', 'Mes insomnies', '2002']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Jesse Rinsma,No data,[''],['Reparto'],Sin oscar
Joe Morton,1947,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Primetime Emmy
Somayajulu,1928,"['Thyagayya', 'Sankarabharanam', 'Aditya 369', 'Mannava']",['Reparto'],Sin oscar
Luis Guzmán,1956,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Dick Cavett,1936,[''],"['Reparto', 'Guion', 'Producción']",Ganó 2 premios Primetime Emmy
Mel Rodriguez,junio,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Marc Citti,1966,"['Braquo', '2011 • 5 episodios', 'Pascal Pamart', 'Pierre', 'Crussol']","['Reparto', 'Composición']",Sin oscar
Robert X. Golphin,1982,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Pepo Oliva,No data,[''],['Reparto'],Más en IMDbPro
David Ellison,1983,[''],"['Producción', 'Reparto', 'Equipo ejecutivo']",Nominado para 1 premio Óscar
Fyr Thorvald Strömberg,1966,[''],"['Reparto', 'Producción']",Sin oscar
Doria Achour,1991,"['Guépardes', '2018 • 105 episodios', 'Guion', 'Elyssa', '2013']","['Guion', 'Dirección', 'Reparto']",Sin Oscar
Jesus A. Del Rosario Jr.,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Alexander Blaise,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Chazz Palminteri,1952,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Óscar
Paul Sonkkila,2016,[''],['Reparto'],Sin oscar
Allan Louis,No data,[''],"['Reparto', 'Diseño de vestuario', 'Equipos adicionales']",Más en IMDbPro
Ricardo Merkin,No data,"['Moebius', 'Jungle Pilot', '2019 • 4 episodios', '2000', 'Reparto']",['Reparto'],Más en IMDbPro
Brittany Murphy,1977,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Domenico Fiore,No data,"['La prueba', 'El mundo según Barney', 'Juego mortal', 'Cazatesoros', '2000 • 1 episodio']","['Reparto', 'Equipos adicionales']",Sin oscar
Andy Serkis,1964,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Primetime Emmy
Zlatko Buric,1953,[''],['Reparto'],Sin Oscar
Micky Skeel Hansen,1988,[''],['Reparto'],Sin oscar
Chuck Zito,1953,[''],"['Reparto', 'Especialistas', 'Equipos adicionales']",Sin Oscar
Milan Kalinic,1972,"['Strsljen', 'Pevaj, brate!', '2011–2013 • 23 episodios', '2009', '2005']",['Reparto'],Sin oscar
Natalia Abascal,No data,"['Vida y color', 'Hospital Central', '2011 • 1 episodio', 'Mamen Gabarrón', 'Reparto']",['Reparto'],Sin Oscar
Ian G Lockhart,No data,"['Etheria', '2020 • 1 episodio', '2005', 'Marshall', 'Brock Bledsoe']",['Reparto'],Sin oscar
Ghadah Adel,No data,[''],['Reparto'],Sin oscar
Heinz Hoenig,1951,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Miodrag Krivokapic,1949,"['Ranjenik', '1989 • 2 episodios', 'Profesor Vilotic', 'Serie de TV', '7,1']",['Reparto'],Sin oscar
Claire Danes,1979,[''],"['Reparto', 'Producción', 'Banda sonora']",Ganó 3 premios Primetime Emmy
Clare Higgins,1955,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Jorge Clésio,No data,"['Cine, aspirinas y buitres']",['Reparto'],Sin oscar
Ricardo Díaz Mourelle,No data,"['Nueve reinas', 'Diarios de motocicleta', 'Padre Coraje', '2004 • 11 episodios', '1996']",['Reparto'],Sin oscar
January Jones,1978,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Daniel Brühl,1978,[''],"['Reparto', 'Producción', 'Dirección']",Nominado a 1 premio BAFTA
Icíar Bollaín,1967,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Michael Shamus Wiles,1955,[''],['Reparto'],Sin oscar
Luca Magri,1977,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Robia Scott,1970,[''],['Reparto'],Sin Oscar
Vicky Hernández,No data,No data,No data,Sin oscar
Layne Black,No data,"['La clave Da Vinci', '2001–2004 • 3 episodios', '2001', 'Betty the Tow Truck Driver', 'Officer Wright']",['Reparto'],Sin oscar
Jarry Fall,No data,['Flores rotas'],['Reparto'],Sin oscar
James Intveld,No data,[''],"['Reparto', 'Composición', 'Música']",Más en IMDbPro
Charlotte Gainsbourg,1971,[''],"['Reparto', 'Guion', 'Composición']",Sin Oscar
Eamon Morrissey,1943,[''],"['Reparto', 'Guion']",Sin oscar
Raphael Sbarge,febrero,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Christoph Baumann,No data,"['Tödlicher Zweifel', 'Adam Meets Eve', '6,5', 'Die Lagerhalle']","['Reparto', 'Producción', 'Dirección']",Sin Oscar
Beth Broderick,1959,[''],"['Reparto', 'Dirección', 'Banda sonora']",Sin Oscar
Nicky Rebelo,No data,[''],"['Reparto', 'Guion']",Más en IMDbPro
Usher,1978,[''],"['Music Artist', 'Reparto', 'Composición']",Sin Oscar
Hannes Lensing,No data,['Der grosse Schlaf'],['Reparto'],Sin oscar
John Colton,No data,[''],['Reparto'],Más en IMDbPro
Paul Green,1974,[''],"['Reparto', 'Banda sonora', 'Dirección']",Sin Oscar
Pape Sidy Niang,No data,[''],['Reparto'],Más en IMDbPro
Arbaaz Khan,1967,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Luis Saguar,1956,[''],['Reparto'],Sin oscar
Gang Wu,1962,"['Po bing xing dong', '2019 • 48 episodios', '2017', '2009', '2020']",['Reparto'],Sin Oscar
Katie Chonacas,1980,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Dallas Roberts,1970,[''],['Reparto'],Sin Oscar
Roy Rivera,No data,['Three'],['Reparto'],Sin oscar
Paulette Dubost,1910,[''],"['Reparto', 'Banda sonora']",Sin oscar
Donatella Furino,No data,"['Tre giorni di anarchia', 'Tú ries', 'Una sola debole voce']",['Reparto'],Sin oscar
Kristin Adams,1982,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Eva Green,1980,[''],"['Reparto', 'Producción', 'Banda sonora']",Ganó 1 premio BAFTA
Elena Climent,No data,[''],['Reparto'],Más en IMDbPro
Sharat Saxena,1950,[''],['Reparto'],Sin Oscar
Silvana Giustincich,No data,['El jardín de las hespérides'],['Reparto'],Sin oscar
John Cantwell,1967,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Leslie Burns,1946,"['Love Child (Una historia de adicción)', '2014 • 1 episodio', '1986', 'Banda sonora(""My Wife, the Dancer"", ""I Knew Jesus (Before He Was a Star)"", ""Band on the Run"", ""Hooked on a Feeling"", ""Prophet"", ""Suspicious Minds"", ""Honky Tonk Women"")', 'Serie de TV']","['Reparto', 'Banda sonora']",Sin oscar
Kristina Sanchez,No data,['Lustre'],['Reparto'],Sin oscar
Isabel Santos,No data,"['Clandestinos', 'Vestido de novia', 'Ya no es antes', 'La pared de las palabras']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Yoe Hassadeevichit,No data,"['El guerrero', 'Love Asia', '2006']",['Reparto'],Sin oscar
Mihai Calin,1968,[''],"['Reparto', 'Sonido', 'Equipos adicionales']",Sin Oscar
Signe Vaupel,1976,"['Nordkraft', 'Råzone', 'Allegro', 'Those Who Kill', '2011 • 1 episodio']","['Reparto', 'Guion']",Sin Oscar
Kris Kristofferson,1936,[''],"['Music Artist', 'Reparto', 'Composición']",Nominado para 1 premio Óscar
Lulu Grimm,1990,"['Krimi.de', '2005–2007 • 5 episodios', 'Judith Huth', 'Simone', 'Mädchen in Kirche(as Luizza Grimm)']",['Reparto'],Sin oscar
Kathy Shao-Lin Lee,No data,[''],['Reparto'],Más en IMDbPro
Mahmoud Behraznia,No data,"['Shah-zadeh', 'Dirección', 'Dirección']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Tyler Hilton,1983,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Kerry Condon,1983,[''],['Reparto'],Nominado para 1 premio Óscar
Ivan Trojan,1964,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Roya Teymourian,1959,[''],['Reparto'],Sin Oscar
David Lawrence Simmons,No data,"['Belleza y poder', '2002 • 1 episodio', '2005', '2006', 'Self - Threatened by a Six-Year-Old with a Knife']",['Reparto'],Sin oscar
Gladys Aristimuño,No data,"['El jardín de las hespérides', '6,1']",['Reparto'],Sin oscar
Joan Lunden,1950,[''],"['Reparto', 'Guion']",Sin Oscar
Andrés Gavaida,No data,['El aura'],['Reparto'],Sin oscar
Gwendolyn Edwards,No data,[''],"['Reparto', 'Música', 'Guion']",Más en IMDbPro
Danny Huston,1962,[''],"['Reparto', 'Dirección', 'Cámara y electricidad']",Sin Oscar
