0,1,2,3,4
Gina Haller,No data,"['Iris', 'En el lugar del crimen', '2022 • 1 episodio', 'No tendréis mi odio']",['Reparto'],Sin oscar
Karthik Ramakrishnan,No data,[''],['Reparto'],Sin oscar
Stuart Selesnick,No data,"['Opt-in', 'The Last Session']","['Reparto', 'Guion']",Sin oscar
Mei-Ho Wu,No data,"['Synapses', 'Zuo gong de ren dian ying ban', 'He feng cun']",['Reparto'],Sin Oscar
Harishankar,No data,"['RDX: Robert Dony Xavier', 'Thozhar Venkatesan', 'Kerala Crime Files', '2023 • 6 episodios']",['Reparto'],Sin oscar
Rafa Núñez,No data,"['El Ministerio del Tiempo', '2020 • 1 episodio', '2012', 'Enrique Manzano', 'Reparto']",['Reparto'],Sin oscar
Larissa Bracher,1976,"['Os Filhos de Nelson', '2000', 'Cora Amarante Rocha (2000)', '2005', '1999']",['Reparto'],Sin Oscar
Donny Damara,No data,"['Lovely Man', 'Rentang Kisah', '2014', 'Pintu Harmonika']",['Reparto'],Sin Oscar
Rosa Peixoto,No data,"['A Febre', 'Ciudad invisible', '2023 • 5 episodios', '2023']","['Equipos adicionales', 'Reparto']",Sin Oscar
Hong Yuan,1982,[''],"['Reparto', 'Producción']",Sin Oscar
Orly Tobaly,No data,"['La burbuja', 'Lady Amar', '7,8', 'Tami(as Orly Tovali)']",['Reparto'],Sin oscar
Joanna Cretella,No data,[''],"['Reparto', 'Dirección', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Atilio Veronelli,No data,"['90-60-90 modelos', '1996 • 276 episodios', '2006 • 19 episodios', '1998 • 19 episodios', 'Masitelli']","['Guion', 'Reparto', 'Equipos adicionales']",Sin oscar
Akshitha Srinivas,No data,"['Sekharam Gari Abbayi', 'Special', 'Nanbargal Narpani Mandram', 'Reparto']","['Reparto', 'Dirección']",Sin oscar
Jeremías Barroso,No data,['La vida en común'],['Reparto'],Sin oscar
Bethan Medi,No data,"['Anhedonia', 'Far Away Man', 'The Dreamers']",['Reparto'],Sin oscar
Lukasz Simlat,1977,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Víctor del Rosario,No data,"['Blade Boxer', '1997']",['Especialistas'],Sin oscar
Mariya Karpenko,No data,"['Beshoot', 'Cowboys on wheels']",['Reparto'],Sin oscar
Thi Kieu Trinh Nguyen,No data,"['Survive (Ta Nang - Phan Dung)', 'Thua me con di', 'Ngoc Vien Dong', 'Song lang']",['Reparto'],Sin oscar
Adabala Durgaji,No data,"['Drushyam 2', 'Rajdooth']",['Reparto'],Sin oscar
Anuradha Mukherjee,1994,"['Sweater', 'Halahal', 'Niharika (In the Mist)', 'Nosto Purush']",['Reparto'],Sin Oscar
Chinnu Chandni Nair,No data,[''],['Reparto'],Sin oscar
Kateryna Kachan,No data,"['Kazka pro hroshi', 'Violonchel', '2014', '2019']",['Reparto'],Sin oscar
David Phillip Fishman,No data,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Michaël Assié,No data,"['El acontecimiento', 'Revanche', 'Rupture', '5,5']",['Reparto'],Sin oscar
Delano Daniel,No data,"['Three Little Pigs Sing a Gig', '1994']",['Reparto'],Sin oscar
Yi-Ping Lan,No data,No data,No data,Sin oscar
Paeng Sudayan,No data,[''],"['Reparto', 'Banda sonora']",Sin oscar
Malwina Laska,1996,"['Fanfic', 'Komisarz Alex', '2021 • 1 episodio', '2019', 'Reparto(voz)']","['Reparto', 'Música']",Sin oscar
Chia-Kuei Chen,No data,[''],['Reparto'],Sin Oscar
Hiroya Shimizu,1999,"['The Outsider', 'Tokyo Revengers', 'El mundo de Kanako', 'Chihayafuru Part I']",['Reparto'],Sin oscar
Lu Huang,1983,[''],"['Reparto', 'Producción']",Sin Oscar
Rebecca Marder,1995,[''],['Reparto'],Sin Oscar
Labina Mitevska,1975,[''],"['Reparto', 'Producción']",Sin Oscar
Yusuke Takeda,No data,"[""Vivy: Fluorite Eye's Song"", '2021 • 13 episodios', 'Dirección de arte(as Yusuke Takeda)', 'Serie de TV', '7,9']","['Dirección de arte', 'Animación', 'Arte']",Sin Oscar
Goli Chandu,No data,['99'],['Reparto'],Sin oscar
Mesut Akusta,1964,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Banda sonora']",Sin oscar
Anggika Bolsterli,1995,"['Belok Kanan Barcelona', 'Yowis Ben: The Series', '2020 • 9 episodios', '2021', '2021']",['Reparto'],Sin Oscar
Ganindra Bimo,No data,"[""Moammar Emka's Jakarta Undercover"", 'Headshot', 'Midnight Show', 'Guardian']",['Reparto'],Sin Oscar
Sasha Higgins,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Brittany Mirabile,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Julia Korolko,No data,[''],No data,Sin oscar
Vivien Andrée,No data,"['Nina Fussball Girl', 'Corto', 'Corto', '6,8']",['Reparto'],Sin oscar
João Malaquias,No data,"['Cortejar a Ilha', 'Reparto', 'Vamberto Pinhal', 'Reparto']",['Reparto'],Sin oscar
Miyu Tsuji,No data,[''],['Reparto'],Sin oscar
Ilavarasu,No data,[''],"['Reparto', 'Dirección de fotografía y cámara']",Sin Oscar
Inchara,No data,['Gahana'],['Reparto'],Sin oscar
Ramesh Thilak,1985,[''],"['Guion', 'Reparto']",Sin oscar
Tom Lass,1983,"['Blind & Hässlich', 'Kaptn Oskar', 'Ich bin Sophie Scholl', '2021', 'Dirección']","['Reparto', 'Dirección', 'Producción']",Sin Oscar
Erin R. Ryan,No data,[''],"['Reparto', 'Maquillaje', 'Guion y continuidad']",Sin oscar
Paul Carganilla,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Fang-Fang Fong,No data,"['Shen jian dong shan he', 'Zhua gui te gong dui', 'Furia mortal', 'Reparto']",['Reparto'],Sin oscar
Mark Sehlbach,No data,"['Ecco', 'Deadliest Catch: Dungeon Cove', '2016 • 5 episodios', 'Self - Deckhand & Engineer: Cornelia Marie(as Marc Sehlbach)', 'Serie de TV']",['Reparto'],Sin oscar
Vishnu,No data,['Mad'],['Reparto'],Sin oscar
Jeremy Holm,1968,[''],['Reparto'],Sin Oscar
Will Holman,1975,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Jon Lawlor,No data,[''],['Reparto'],Sin oscar
Ashish Warang,No data,"['Drishyam', 'Sooryavanshi', 'Ek Villain Returns', 'Mardaani']",['Reparto'],Sin oscar
José Salof,mayo,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Tomas Johansson,No data,[''],"['Reparto', 'Equipos adicionales', 'Cámara y electricidad']",Sin Oscar
Bin Yu,No data,"['Chen qing ling', '2019 • 27 episodios', '2019', 'Retourner le monde à toi', '2019']",['Reparto'],Sin oscar
Elly Chatfield,No data,['Smoke Between Trees'],['Reparto'],Sin oscar
Maho Ukai,No data,"['Koisuru otoko', '5,0', '6,4', 'Sukai hai', '2003 • 1 episodio']",['Reparto'],Sin oscar
Kim Hee-won,No data,[''],"['Reparto', 'Dirección']",Sin Oscar
Marco Gumabao,No data,[''],['Reparto'],Sin Oscar
Sylvie Verheyde,No data,[''],"['Guion', 'Dirección', 'Reparto']",Sin Oscar
Varun Sharma,1990,[''],['Reparto'],Sin Oscar
Karol Nowinski,No data,"['Bóg internetów', 'Nic nie ginie', 'Receptura', '2021 • 1 episodio', 'Young Jew']",['Reparto'],Sin oscar
Daniel Nocke,1968,"['Der moderne Zyklop', '2002', 'Guion', 'Serie de TV', '7,8']","['Guion', 'Reparto', 'Dirección']",Sin Oscar
Eri Kamataki,No data,"['Ai-naki mori de sakebe', 'Ryu ga gotoku 7: Hikari to yami no yukue', '2020', ""Tokyo Men's Guidebook""]",['Reparto'],Sin oscar
Yoshiyuki Morishita,1962,[''],['Reparto'],Sin oscar
Yuvaraj,1987,"['Potta Potti', 'Irugapatru', 'Eli', 'Tenaliraman']","['Dirección', 'Guion']",Sin oscar
Kirill Safonov,1973,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Rauis Zagitov,No data,"['Sestrenka, mi hermana pequeña']",['Reparto'],Sin oscar
Ege Berkay Dakak,No data,"['Hayat Nedir?', '8,7', 'Bekçi']",['Reparto'],Sin oscar
Simon Abkarian,1962,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Hazel Orencio,1986,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección de producción']",Sin Oscar
Prasad Oak,1975,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Ismail Can Metin,No data,['Al-Shafaq - When Heaven Divides'],['Reparto'],Sin oscar
Chiaki Mayumura,1996,"['Mayumura Chiaki no subete (kari)', 'Aoi Mikami', 'Bizîfô woman', 'Self']","['Reparto', 'Composición', 'Producción']",Sin oscar
Sreya Bhattacharya,No data,"['Ulot Puran', '2022 • 5 episodios', '2023', 'Moni (2022)', '2022']",['Reparto'],Sin oscar
Rodolfo Laganà,1957,"['Tómame y llévame lejos', 'Boom', 'Righetto', 'Serie de TV']","['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Hyun Joong Oh,No data,"['Uisa Yohan', '2019 • 18 episodios', '2019', 'No Jae Min', 'Miniserie de TV']",['Reparto'],Sin oscar
Wilson Hsu,No data,[''],['Reparto'],Sin Oscar
Bradley Whitford,1959,[''],"['Reparto', 'Producción', 'Guion']",Ganó 3 premios Primetime Emmy
Ke Ma,1990,"['Hua qian gu', '2015 • 28 episodios', 'Wo kou de zong ji', 'Ling hun bai du', '2014 • 20 episodios']","['Reparto', 'Banda sonora']",Sin Oscar
Zhangjian Sun,No data,['Chun jiang shui nuan'],['Reparto'],Sin Oscar
Adriana Mangano,No data,['Solo no'],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Heo Sung-tae,1977,[''],['Reparto'],Sin Oscar
Ray Adeka,No data,"['Truly Deeply Madly', 'Peter', 'Martins', '2019']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Sibel Kekilli,1980,[''],['Reparto'],Sin Oscar
Betty Villalta,No data,['Lina from Lima'],['Reparto'],Sin oscar
Yuriy Bykov,1981,"['El tonto', 'The Mayor', 'Zavod', 'Zhit']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Tang Joon-sang,2003,[''],['Reparto'],Sin Oscar
Vasconcelos Neto,1926,[''],"['Reparto', 'Guion']",Sin oscar
Ganesh Mayekar,No data,"['Ek Chalis Ki Last Local', 'Mumbai Diaries 26/11', '2023 • 8 episodios', 'Dombivli Fast']",['Reparto'],Sin oscar
Beverly Naya,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Tsutomu Uchigasaki,No data,"['Alice in Borderland', '2020–2022 • 16 episodios', '2017', '2018', '2021']","['Especialistas', 'Reparto', 'Equipos adicionales']",Sin oscar
Katharina Leonore Goebel,No data,"['Tres horas', 'Trans Bavaria', 'Frau Stern', 'Der Zürich-Krimi', '2019 • 1 episodio']",['Reparto'],Sin oscar
Samiksha,1988,[''],"['Reparto', 'Música']",Sin oscar
Cristina Domínguez,No data,"['Brigada de fenómenos', 'Mi gran noche', 'Por un puñado de besos', 'Una vez más']","['Reparto', 'Equipos adicionales']",Sin Oscar
Nelson Baskeville,No data,"['O Rei do Gado', '1996–1997 • 208 episodios', 'O Idiota', 'Cardoso']","['Reparto', 'Guion']",Sin oscar
Bob Buchholz,1957,[''],"['Equipos adicionales', 'Reparto', 'Guion y continuidad']",Sin Oscar
Xiaofeng Li,No data,[''],"['Dirección', 'Guion', 'Producción']",Sin Oscar
Manav Soneji,No data,[''],['Reparto'],Sin oscar
Gareth Owen,1973,"['Connemara Days', 'Rock Rose', 'Producción']","['Agente de talentos', 'Producción', 'Guion']",Sin oscar
Ji-ahn Han,No data,"['Geuraeseo Naneun Antipaengwa Gyeolhonhaetda', '2021 • 15 episodios', '2018', 'El sospechoso número 12']",['Reparto'],Sin oscar
Michel Schopfer,No data,"['El centro del mundo', ""L'inconnu de Shandigor"", 'Le silence de la peur', 'La salamandra']","['Dirección de la segunda unidad o asistencia a dirección', 'Producción', 'Reparto']",Sin oscar
William Lebghil,1990,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mishmee Das,No data,"['Buro Sadhu', 'Oddbhuturey', '2019 • 2 episodios', 'Tanya', 'Reparto']",['Reparto'],Sin oscar
Sattyakee Dcom Bhuyan,No data,"['Mission China', 'Aamis']",['Reparto'],Sin oscar
Anastasiya Ukolova,1994,"['La fuga del capitán Volkonogov', 'Gromkaya svyaz', 'Khochu zamuzh', 'Guests']",['Reparto'],Sin oscar
Sarah Bollenberg,No data,[''],['Reparto'],Sin oscar
Ben Mahmoud Mbow,No data,['Baamum Nafi'],['Reparto'],Sin oscar
Kazuya Kojima,No data,"['Tokyo Sonata', 'Kamen Rider Zero-One', '2019–2020 • 25 episodios', '2020', 'Reparto']",['Reparto'],Sin oscar
Ahmad El-Fishawi,1980,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Robert Dobson,No data,[''],"['Reparto', 'Guion', 'Casting']",Sin Oscar
Yifu Ma,No data,['Yu Le Yuan'],['Reparto'],Sin oscar
Anagha,1992,[''],['Reparto'],Sin oscar
Ishaa Saha,1985,[''],['Reparto'],Sin Oscar
Gareth R.T. Owen,No data,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Rupinder Rupi,No data,"['Mera Pind: My Home', 'Rupinder Gandhi 2: The Robin Hood', 'Mannat', 'Kudiye Lahore Diye']",['Reparto'],Sin oscar
Boguang Li,No data,['Yu Le Yuan'],['Reparto'],Sin oscar
Che-Hao Chang,1986,"['Transferencia de almas', 'Báng-kah', 'Ci wei nan hai', '2013 • 18 episodios', '2010']",['Reparto'],Sin oscar
Thanh Loc,1961,"['Había una vez', '2000–2019 • 32 episodios', '2019', '2017', '2009']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Vardhan Puri,1990,"['Yeh Saali Aashiqui', 'Ishaqzaade', 'Daawat-e-Ishq', 'Shuddh Desi Romance']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Guion']",Sin Oscar
Danni Zhong,No data,"['Mu hou zhi wang', '2019 • 4 episodios', 'Ma Shan Shan', 'Reparto', '2013']",['Reparto'],Sin Oscar
Maxime Dumontier,1988,"['Nos étés', '2005 • 4 episodios', '2016', '2015', '2012']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad']",Sin oscar
Mareena,No data,[''],['Reparto'],Sin oscar
Soo-Yeon Park,No data,"['Anna', '2022 • 6 episodios']",['Reparto'],Sin oscar
Mohamed Nasser Hamza,1999,"['Baghdad Thief', 'Lailat Hana wa Suroor', 'El-Khaliyyah', 'Deedo']","['Reparto', 'Guion', 'Dirección']",Sin oscar
Alisa Khazanova,1974,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Cici Lau,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Burton Kennedy,No data,"['Dead Hand', 'Reparto']",['Reparto'],Sin oscar
Reema Petrusev,No data,"['Smoke Between Trees', 'Gone Bush- Blue Mountains', '8,3']",['Reparto'],Sin oscar
Vanessa Bell Calloway,1957,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Virginia Locke,No data,['El Autobus del Terror'],['Reparto'],Sin oscar
Himaja,No data,"['Dheera', '7,1', '3,3', '5,3']",['Reparto'],Sin oscar
Faustyna Kazimierska,No data,"['Listy do M. 5', 'Bring Back Alice', '2023 • 1 episodio', '2019', '2022']",['Reparto'],Sin oscar
Nikolay Todorov,1952,"['Koshmarat', 'Den kato gluharche', '1981', '1979', '1978']","['Dirección', 'Cámara y electricidad', 'Dirección de arte']",Sin Oscar
Ricky Harris,1962,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Catalina Perez,1968,[''],['Reparto'],Sin Oscar
Onur Dikmen,1981,"['Uzun Zaman Önce', 'Secretos de amor', '2019 • 25 episodios', '2007', '2009']",['Reparto'],Sin Oscar
Lauren Esposito,1997,[''],"['Reparto', 'Producción']",Sin oscar
Aminah Cendrakasih,1938,"['Si Doel: The Movie', 'Ken Arok - Ken Dedes', 'Cinta kembar', 'Reparto']",['Reparto'],Sin Oscar
Raashul Tandon,No data,"['Pink', 'Aladdin - Naam Toh Suna Hoga', '2018–2021 • 221 episodios', '2019', '2014']",['Reparto'],Sin Oscar
Mariana Abreu,No data,"['El Rey de todo el mundo', 'Si me matan']","['Cámara y electricidad', 'Equipos adicionales']",Sin oscar
Israel Ogunleye,No data,"['DNA', 'Drug Guy', 'Rooftop Pool Party Goer']",['Reparto'],Sin oscar
Mikolaj Roznerski,1983,"['Life feels good', 'Supermarket', 'Fighter', 'Diablo']","['Reparto', 'Banda sonora']",Sin oscar
Jack Campbell,1970,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Sheela,1942,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Brian Chou,No data,"['Mao xian wang', 'The X-Dormitory', '2014 • 1 episodio', 'Chin Ting-Kai', '2010']",['Reparto'],Sin Oscar
Karina Sarkissova,No data,"['Der Gast', '4,3', 'Kottan ermittelt: Rien ne va plus', 'Carmen', '2010']","['Reparto', 'Equipos adicionales']",Sin oscar
Gal Gozlan,No data,['Bagrut'],['Reparto'],Sin oscar
Iszur Muchtar,No data,"['Susi Susanti: Love All', 'Mika', 'Rumah Gurita', 'Meet Me After Sunset']",['Reparto'],Sin Oscar
B. Harikrishnan,No data,"['Kitaab', '2019']","['Reparto', 'Sonido']",Sin oscar
Shirin Aghakashi,No data,"['El viajante', 'The Opposition', '6,6', '6,9']",['Reparto'],Sin oscar
Rohana Beddage,No data,"['Uthuru Sulanga', 'Vaishnavee', 'Uppalawanna', 'Nirwana Island']",['Reparto'],Sin oscar
Christin Jugsch,No data,"['Nina Fussball Girl', '7,4']",['Reparto'],Sin oscar
Pauline Long,No data,"['Enemigos del crimen', '1969 • 1 episodio']",['Reparto'],Sin oscar
Glen Bowser,No data,"['En el camino', 'El caso Fischer', 'Pearl Harbor: The Accused', 'Categoría 8', '2013 • 1 episodio']","['Reparto', 'Especialistas']",Sin oscar
Karim Abdel Aziz,1975,[''],['Reparto'],Sin Oscar
Lior Alexander,No data,['Paper Boats'],['Reparto'],Sin oscar
Rukman Rosadi,No data,[''],"['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Priya Dutta,No data,"['Dakbaksho', 'Biporjoy', 'Barof 2019', 'Dhimaner Dinkaal', '2017 • 1 episodio']",['Reparto'],Sin oscar
Siqin Gaowa,1949,[''],['Reparto'],Sin Oscar
Addison Brown,No data,[''],"['Reparto', 'Guion y continuidad']",Sin Oscar
Sergey Romanovich,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Pavel Kríz,1961,[''],"['Reparto', 'Banda sonora']",Sin oscar
Jenny Chang,No data,"['Karma', 'May', 'Sri Asih', 'Satria Dewa: Gatotkaca']",['Reparto'],Sin Oscar
Türker Yilmaz,No data,"['Karadayi', '2014 • 1 episodio', 'Reparto', 'Serie de TV', '5,6']",['Reparto'],Sin oscar
Alejandra Ceballos,No data,[''],['Reparto'],Sin oscar
Rubén Martínez,1976,"['Élite', '2018–2020 • 17 episodios', 'Reparto', 'Serie de TV', '8,1']","['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin oscar
Ankita Singh,No data,[''],"['Reparto', 'Guion']",Sin oscar
Masato Wada,1979,"['Hikônin Sentai Akibarenjâ', '2012–2013 • 26 episodios', '2019', 'Sound man', '2012']","['Reparto', 'Banda sonora']",Sin oscar
Tran Phong,1995,"['Passage', 'Corto', 'Dirección de fotografía y cámara', 'Producción']","['Dirección de fotografía y cámara', 'Producción']",Sin oscar
