0,1,2,3,4
Sufi Sayyad,No data,"['Lacchimdeviki O Lekkundi', 'Le Gaya Saddam', 'Rifle Ganj', 'Simran the Lost Soul', '2020']",['Reparto'],Sin oscar
Andrew Harwood Mills,1980,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Christopher Mele,No data,[''],['Reparto'],Más en IMDbPro
Jon Erik Castro,No data,[''],"['Reparto', 'Cámara y electricidad', 'Especialistas']",Más en IMDbPro
Angus Macfadyen,1963,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Alicia Silverstone,1976,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Adrien Brody,1973,[''],"['Reparto', 'Producción', 'Composición']",Ganó 1 premio Óscar
Mohan Juneja,2021,[''],"['Reparto', 'Guion']",Sin oscar
Betsy Baker,1955,[''],"['Reparto', 'Equipos adicionales', 'Producción']",Sin oscar
Paloma Guzmán,1984,[''],['Reparto'],Sin oscar
Mohamed Jarboui,No data,"['Khoussouf', 'Chobik Lobik']",['Reparto'],Sin oscar
Derek Michalak,No data,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Más en IMDbPro
Min-ji Lee,1988,"['Jimseung ui kkut', 'Jane', 'Gongjo 2: Inteonaesyeonal', 'Zombie Crush in Heyri']","['Reparto', 'Equipos adicionales']",Sin Oscar
Rose Williams,1994,[''],"['Reparto', 'Vestuario']",Sin oscar
Artur Barcis,1956,[''],"['Reparto', 'Dirección']",Sin oscar
Leah Rees,No data,['Cruel Summer'],['Reparto'],Sin oscar
Michael Massee,1952,[''],['Reparto'],Sin oscar
Gulina Mubarakshina,No data,['A Heart of Mother'],['Reparto'],Sin oscar
Doug Jenzen,No data,"['The Lost City of Cecil B. DeMille', 'Wild Travels', '2018 • 1 episodio', 'Self - Historian']",No data,Sin oscar
Charlotta Zielinska,1987,"['M jak milosc', '2009 • 3 episodios', 'Na dobre i na zle', '2016 • 1 episodio', '2020 • 4 episodios']",['Reparto'],Sin oscar
Prakash Raj,1965,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
John O'Hurley,1954,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Henry Goodman,1950,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Julie Lynn Mortensen,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Lulu Braha,No data,"['Un momento en el tiempo - Waves', 'The Killing of a Japanese Bookie', 'Sam and Me', 'Ghosts of War']","['Reparto', 'Maquillaje']",Sin oscar
Omar Robau,No data,[''],"['Reparto', 'Edición', 'Dirección']",Más en IMDbPro
Raj Aryan,No data,['Red'],['Reparto'],Sin oscar
Julian Sergi,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Yi Shuai,No data,"['A Round Trip to Love', 'A Round Trip to Love 2', 'Sword Chaos']",['Reparto'],Sin oscar
Iman Sedaghat,No data,['Faces and Mirrors'],['Reparto'],Sin oscar
Paul Dean,1951,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Darrin Dewitt Henson,1972,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Ken Meeson,No data,['Code 0044'],['Reparto'],Sin oscar
Natalie Lander,marzo,[''],"['Reparto', 'Guion']",Sin Oscar
Graciela Dadi,No data,['Leviatan'],['Reparto'],Sin oscar
Esther Liew,No data,['Taiping Adagio'],['Reparto'],Sin oscar
Michael Leydon Campbell,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Russell Durham Comegys,1972,[''],"['Reparto', 'Especialistas', 'Guion']",Sin Oscar
Justin Rosniak,1977,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Amelia Ampuero,No data,[''],['Reparto'],Sin oscar
Gakuto Tanaka,No data,"['Shonen Mon, Hontono Namaewa Shiranai']",['Reparto'],Sin oscar
Philip Labes,No data,[''],"['Reparto', 'Sonido', 'Guion']",Más en IMDbPro
Tracy Campbell,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Allen Ault,No data,"['There Will Be No Stay', 'Death Row: The Final 24 Hours', '2012']",No data,Sin oscar
Chase Bolnick,2002,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Lily Andrews,No data,['Tales of Albion'],['Reparto'],Sin oscar
Roberto Sempértegui,No data,['Chuquiragua'],['Reparto'],Sin oscar
Veronika Dash,No data,[''],"['Reparto', 'Producción', 'Banda sonora']",Más en IMDbPro
Martin Binks,No data,['The Student Body'],No data,Sin oscar
Jake Lacy,1986,[''],['Reparto'],Nominado para 1 premio Primetime Emmy
Luciana Carro,1981,[''],['Reparto'],Sin oscar
Hashika Dutt,No data,"['Kizhakku Chandu Kadhavu En 108', 'Reparto', '2014']",['Reparto'],Sin oscar
Thomas Eickhoff,1969,"['En el lugar del crimen', '2015–2022 • 3 episodios', '2016', '2016', '2013']",['Reparto'],Sin oscar
Charlie Hofheimer,1981,[''],"['Reparto', 'Producción', 'Edición']",Sin oscar
Theresa Carissimi,No data,['Sam and Me'],['Reparto'],Sin oscar
Subburaj V.M.,No data,"['Enna Pidichirukka', '4,5', '7,1', '4,3']","['Reparto', 'Dirección']",Sin oscar
Carsten Faseler,No data,"['NinetyTwo', 'Ein Abend Ewigkeit', 'Parasozial - Fiktive Detektive', 'Mit und ohne Ton']",['Reparto'],Sin oscar
Ashish Warang,No data,"['Drishyam', 'Sooryavanshi', 'Ek Villain Returns', 'Mardaani']",['Reparto'],Más en IMDbPro
Hugh Dillon,1963,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Kalpana,1943,[''],['Reparto'],Sin Oscar
Florence Bell,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Dustin Ingram,1990,[''],"['Reparto', 'Edición', 'Producción']",Sin Oscar
Indra Bekti,1977,"['Bad Wolves', 'Galih dan Ratna', 'This Is Cinta', '6,3']",['Reparto'],Sin oscar
Kaddi Vishwa,No data,"['Gulama', 'Birugaali', 'Charminar', 'Auto Raja']",['Reparto'],Sin oscar
Subhash Chandra,1985,"['Vilayath Budha', 'Shafi(as Raghu Subhash)', 'Vimal Kumar(as Raghu Subhash)', 'Advocate(as Raghu Subhash)']","['Reparto', 'Equipos adicionales', 'Producción']",Sin oscar
Mike Doyle,septiembre,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
K.S. Smruthi Gowda,No data,['Lehya Ajji Lehya'],['Reparto'],Sin oscar
John Goodman,1952,[''],"['Reparto', 'Producción', 'Banda sonora']",Ganó 1 premio Primetime Emmy
Accalia Quintana,No data,[''],['Reparto'],Más en IMDbPro
Michael Yavnielli,1974,"['No es tan fácil', 'Nancy', '2019', '2011', 'C.I.A. TechieC.I.A. Techie #2Driver']","['Reparto', 'Dirección', 'Producción']",Sin Oscar
Nate Vail,No data,['Jason Voorhees: Every Life I Take... (Every Breath You Take Parody)'],['Reparto'],Sin oscar
Landysh Hakimova,No data,['A Heart of Mother'],"['Reparto', 'Guion', 'Edición']",Sin oscar
Nastassia Haroshka,No data,"['Setesh', 'Daisy(as Nastassia Nikolaevna Haroshka)', 'Katherine Anderson(as Nastassia Nikolaevna Haroshka)', 'Felicia(as Nastassia Nikolaevna Haroshka)']","['Reparto', 'Música']",Sin oscar
Nick Frost,1972,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Angelo Campolo,No data,"['No matarás', '2015 • 1 episodio', '2016', 'Palmiro Bellantone', '2018']",['Reparto'],Sin oscar
Kristiina Karhu,No data,"['Kaukopartio', 'Juhannustyttö', '5,9']",['Reparto'],Sin oscar
Sergei Kovinchenko,No data,['The Land of the Enlightened'],No data,Sin oscar
Brady McInnes,No data,[''],['Reparto'],Más en IMDbPro
Pim Bubear,No data,"['Asia Connection', 'Ninja 2', 'Strike Back', '2015 • 1 episodio', 'Lamai']",['Reparto'],Sin oscar
John Schaefers,No data,"['True Trainwreck', '????', 'Car Lot Customer', 'Truck Driver #1']","['Reparto', 'Cámara y electricidad', 'Sonido']",Sin oscar
Mandya Jayaram,No data,"['Katheyondu Shuruvagide', 'Iniya', 'Reparto', '2018']",['Reparto'],Sin oscar
Brant Daugherty,1985,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin oscar
Rashmi Rustagi,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Claudio Botosso,1958,"['El capo de Corleone', '2007 • 5 episodios', '1997', '2016', '1987']",['Reparto'],Sin Oscar
Caitlyn Fletcher,No data,[''],"['Reparto', 'Vestuario', 'Producción']",Más en IMDbPro
Stephen Pepperdine,No data,['My Feral Heart'],['Reparto'],Sin oscar
Akshara Singh,1993,"['Pawan Raja', 'Diler', 'Reparto']","['Reparto', 'Música']",Sin Oscar
Selena Tibert,No data,['The Other Side of the Mirror'],['Reparto'],Sin oscar
Walter Moeremans,1940,[''],"['Reparto', 'Dirección']",Sin oscar
Patrick Davis Alarcón,No data,"['El secreto de una obsesión', 'Victor', 'Shameless', '2018–2019 • 6 episodios', 'Rafa InfanteRafa(as Patrick Davis)']",['Reparto'],Más en IMDbPro
Angela Sarafyan,1983,[''],"['Reparto', 'Producción']",Sin Oscar
Amanda Larson,No data,"['King Georges', 'City of Joel', ""We're Not Blood""]","['Edición', 'Edición', 'Producción']",Sin oscar
Wangdol Tso,No data,"['Meido', 'Wind', 'Bai mao niu', 'Reparto(as Zhuocuo Wang)']",['Reparto'],Sin Oscar
Barbara Adams,No data,"['Trekkies', 'Trekkies 2']",No data,Sin oscar
Amanda Lisman,No data,[''],"['Reparto', 'Banda sonora']",Más en IMDbPro
Stephen McKinley Henderson,1949,[''],['Reparto'],Sin Oscar
Cameran Surles,enero,[''],"['Producción', 'Guion', 'Reparto']",Sin oscar
Ricky Wang,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Bhavya,No data,"['Girls Will Be Girls', 'Serie de TV', '6,6', 'Scenes from a Pandemic']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Mark Vernon Freestone,No data,"['Lawrence: After Arabia', 'Sir Lanval', 'Corto', '7,0']",['Reparto'],Más en IMDbPro
Bullet Prakash,2020,"['Bachchan', 'Bhajarangi', 'Brahma', 'Octopus']",['Reparto'],Sin Oscar
Jessica Hecker,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Matteo Goglini,No data,['La notte delle verità'],['Reparto'],Sin oscar
Mikael Sladden,No data,"['Bürøkracy', 'Hunted', 'Welcome Home', ""Le miroir d'Artaud""]","['Reparto', 'Dirección', 'Producción']",Sin oscar
Judy Jerome,No data,[''],"['Reparto', 'Guion', 'Producción']",Más en IMDbPro
Hasim P. Kasim,No data,['Women of the Weeping River'],['Reparto'],Sin oscar
Noël Desvignes,No data,['Une saison pour Maurice Pons'],['Reparto'],Sin oscar
Emmanuelle Devos,1964,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Isabella Rossellini,1952,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 1 premio Primetime Emmy
Pavle Eric,No data,"['Diario de un maquinista', 'Dnevnik masinovodje', '2016 • 1 episodio']",['Reparto'],Sin oscar
Stefano Romani,No data,['Il meglio di me'],['Edición'],Sin oscar
Sue Rock,No data,[''],"['Reparto', 'Producción', 'Guion']",Más en IMDbPro
Octavia Spencer,1970,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 1 premio Óscar
Valentijn Dhaenens,1976,[''],"['Reparto', 'Guion']",Sin Oscar
Eden Epstein,No data,[''],['Reparto'],Más en IMDbPro
Gonzalo Urtizberéa,No data,"['Elsa & Fred', 'Un hijo genial', 'Blindado', 'El cruce de la pampa']","['Reparto', 'Producción']",Sin oscar
Stephanie Fitzpatrick,No data,"['Ida Corr vs. Fedde le Grand: Let Me Think About It', '2007', 'Dancer', '2009', 'Self']",['Reparto'],Sin oscar
Mateo Arias,1995,[''],"['Reparto', 'Composición', 'Arte']",Sin Oscar
Joel Murray,1963,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Thabo Rametsi,No data,"['The Giver', 'La bestia', 'El asedio de Silverton', 'Kalushi: The Story of Solomon Mahlangu']","['Reparto', 'Producción', 'Dirección']",Sin Oscar
Bam Hall,No data,[''],['Reparto'],Más en IMDbPro
John Malkovich,1953,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 2 premios Óscar
Ty Gulliver,No data,['Code 0044'],['Reparto'],Sin oscar
Chugozie Nwoye,No data,"['Echoes of Love', 'Ikem', '2014']",['Reparto'],Sin oscar
Heather McComb,marzo,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Sin Oscar
Shruthi,No data,"['Anjali', 'Pyar Hua Chori Chori', 'Vidhi 370']",['Reparto'],Sin Oscar
Tim Joyce,No data,"['Freddy el colgao', 'El invasor', 'El pecado', '1997', 'Edición']","['Dirección de arte', 'Edición', 'Edición']",Sin oscar
Pedro Perez,No data,"['Victorinos', '2009 • 11 episodios']",['Reparto'],Sin oscar
Tetyana Retivova,1929,['Moya babusya Fani Kaplan'],No data,Sin oscar
John Sessions,1953,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Everett Anderson,No data,"['Coming to Africa', ""Moma's Spirit"", 'Hongo', 'The Stix', '2018–2019 • 7 episodios']","['Reparto', 'Cámara y electricidad', 'Producción']",Sin oscar
Tyrone Neal,No data,"['Bolden', 'My House', 'The Game', '2015 • 1 episodio', '2022']","['Reparto', 'Equipos adicionales']",Sin oscar
Danielle Replogle,No data,[''],['Reparto'],Sin oscar
Isabella Rjeille,No data,['O caso Dora'],['Reparto'],Sin oscar
Kévin Azaïs,1992,[''],['Reparto'],Sin Oscar
Kristen Dalton,1973,[''],"['Reparto', 'Producción']",Sin oscar
Drew Moore,No data,[''],"['Reparto', 'Dirección', 'Producción']",Más en IMDbPro
Juan Vera,No data,"['El amor menos pensado', '2 + 2', 'Poliladron', '1994–1996 • 112 episodios', 'Producción']","['Producción', 'Equipos adicionales', 'Guion']",Sin Oscar
Aldo Acosta,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Lucrezia Paulis,No data,['La notte è piccola per noi'],['Reparto'],Sin oscar
Gary Bosek,No data,"['Harmless Thoughts', 'Dilly Loves Kitty', 'The Other Universe', ""It's a Life Worth Living""]","['Reparto', 'Dirección', 'Producción']",Sin Oscar
Aman Grewal,No data,"['Romeo Ranjha', 'Thale Bachkolli Powder Hakkolli', '7,2']",['Reparto'],Sin oscar
Pantea Keyghobadi,No data,"['Istadeh Dar Ghobar', 'I Am Worker', 'Safar-e Safar Ali', 'Reparto']",['Reparto'],Sin oscar
Kostas Dimitriou,No data,"['The Road to Ithaca', 'Hasaboulia tis Kyprou', 'The Aphrodite Inheritance', '1979 • 2 episodios']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Adam Cagley,1991,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Nick Cardiff,1986,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Jack Quaid,1992,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Ron Jeremy,No data,['Drop Back Ten'],['Cámara y electricidad'],Sin oscar
Sanchari Raj Suryan,No data,['Akshathe'],['Reparto'],Sin oscar
Richard Forsgren,No data,"['Innan vi dör', '2017–2019 • 15 episodios', '2023', 'Gabriel Sebastiansson', 'Miniserie de TV']",['Reparto'],Sin oscar
Anna Kalaitzidou,No data,[''],['Reparto'],Más en IMDbPro
Branko Djuric,1962,[''],"['Dirección', 'Reparto', 'Guion']",Sin Oscar
Charlton Barton,No data,"['Angelics: Ascension - Promo', 'A.R.C. Angel: Kalina', 'The Holy Man', 'She']","['Reparto', 'Especialistas', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Yuliya Silaeva,1964,[''],['Reparto'],Sin oscar
Patricia Valle,No data,"['Chicas paranoicas', 'Cuerpo de élite', 'Estoy vivo', '2017–2018 • 21 episodios']",['Reparto'],Sin oscar
Jack Russell,1960,"['Dos colgaos muy fumaos: Fuga de Guantánamo', 'Hollywood Vice Squad', 'Su excelencia, la criada', 'El rey de la colina', '1997 • 1 episodio']","['Reparto', 'Composición', 'Banda sonora']",Sin oscar
Sharon Omi,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Rael Michael Clark,No data,['A Portrait Asunder'],['Reparto'],Sin oscar
Ammar Tafti Dehghan,No data,"['Mard-e barani', 'Bazgasht', 'Ilia, naghash-e javan', '4,9']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Más en IMDbPro
Marina Azze,No data,"['Legítima Defesa', '2020', 'Maria', 'Lia', 'Laura']","['Reparto', 'Casting', 'Producción']",Sin Oscar
Mohammad Reza Hedayati,No data,[''],['Reparto'],Más en IMDbPro
Jeff Bosley,No data,[''],"['Reparto', 'Producción', 'Dirección']",Más en IMDbPro
Matty Daniell,No data,"['Mayo', '2006 • 1 episodio', '2010', '2010']",['Reparto'],Sin oscar
Dusán Vitanovics,1964,"['La familia Monster', 'Matones sobre ruedas', 'Rengeteg', 'Dealer']","['Reparto', 'Equipos adicionales']",Sin oscar
Giulio Baraldi,1971,"['Reise nach Jerusalem', 'Suddenly Komir', 'Corto', 'Corto']","['Producción', 'Reparto', 'Guion']",Sin oscar
Virginia M. Salamanca,No data,['Morería 17'],['Reparto'],Sin oscar
Pradeep Pandey,1992,"['Chhora Ganga Kinare Wala', 'Chudail Story', 'Jeena Teri Gali Mein', 'Reparto']","['Reparto', 'Maquillaje', 'Música']",Sin oscar
Rowiena Umboh,No data,"['Satria Dewa: Gatotkaca', 'Revan & Reina', 'Bestie', '2022', '2017']",['Reparto'],Sin oscar
Shirley Henderson,1965,[''],"['Reparto', 'Banda sonora']",Nominado a 1 premio BAFTA
Shaghayegh Farahani,1972,"['Butterfly in the Wind', 'The Sinners', 'Chatri baray-eh do nafar', 'Shabhaye Tehran']",['Reparto'],Sin Oscar
Miranda Abdelnour,No data,"['Devuélveme La Vida', 'El silencio de Verónica', 'The Cure', 'Reflection']",['Reparto'],Sin oscar
Alison Brooks,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Daniela Galli,1974,[''],['Reparto'],Sin Oscar
Juan del Mar,No data,"['Piloto', 'Las noches de Luciana', '2004 • 141 episodios', 'Diosdao', 'Producción']","['Reparto', 'Producción']",Sin oscar
Oto Brezina,No data,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Chris Mullins,No data,"['Lentil Soup', 'Corto']","['Reparto', 'Equipos adicionales']",Sin oscar
Julius Caba,No data,[''],['Reparto'],Más en IMDbPro
Anastasia Varda,No data,"['Esclave et courtisane', '5,1', 'Corto']",['Reparto'],Sin oscar
Jim Storm,1943,[''],['Reparto'],Sin oscar
Rémi Lucas,No data,"['Le sang de la haine', 'Dans la tête des gens']",['Reparto'],Sin oscar
Trevor Jamieson,1975,[''],"['Reparto', 'Guion y continuidad', 'Equipos adicionales']",Sin Oscar
Lollu Sabha Manohar,No data,"['Maanja Velu', 'Melnaattu Marumagan', 'Reparto', 'Legiyam Seller']",['Reparto'],Sin oscar
Joy Osmanski,octubre,[''],['Reparto'],Sin oscar
Mo'Nique,1967,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio Óscar
Christopher Gehrman,No data,[''],"['Reparto', 'Dirección']",Más en IMDbPro
Jonathan Hough,No data,"['Jail: Las Vegas', '2015 • 1 episodio']",No data,Sin oscar
Leonor Martín,1989,"['Madrid, Above the Moon', 'Los Protegidos: A.D.N', '2022 • 1 episodio', '2013', '2014']",['Reparto'],Sin oscar
Enikö Börcsök,1968,"['Paszport', 'A három növér', 'A hentes, a kurva és a félszemü', 'Nemsenkilény']","['Reparto', 'Dirección', 'Banda sonora']",Sin Oscar
James Kyson,diciembre,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Makrand Deshpande,1966,[''],"['Reparto', 'Guion y continuidad', 'Guion']",Sin Oscar
Kartick Sitaraman,No data,"['Mere Dad Ki Dulhan', '2019–2020 • 106 episodios', '2013', '2014', 'Guion']","['Guion', 'Equipos adicionales', 'Reparto']",Más en IMDbPro
Aneta Blazejewska,No data,['The Cold Winter'],['Reparto'],Sin oscar
Robert Purdy,No data,[''],['Reparto'],Más en IMDbPro
John Mackay,No data,[''],['Reparto'],Más en IMDbPro
Esther Monisola Haastrup,No data,"[""'76""]",['Reparto'],Sin oscar
Honey Makwakwa,No data,"['Into Infinity', 'Braam', 'New Queer Visions: Lust in Translation', 'Lost in the World']","['Diseño de producción', 'Reparto', 'Diseño de vestuario']",Sin Oscar
Radivoje Bukvic,1979,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Mia Kirshner,1975,[''],['Reparto'],Sin Oscar
Dorsey Levens,1970,"['Tres para jugar', 'Bell Rung', ""Tyler Perry's: Madea on the Run""]","['Reparto', 'Producción']",Sin oscar
Colin Jost,1982,[''],"['Guion', 'Reparto', 'Equipos adicionales']",Nominado para 14 premios Primetime Emmy
Srikanth Hebukar,No data,"['Gara', 'Reparto']",['Reparto'],Sin oscar
José Manuel Salguero,No data,['Alalá'],No data,Sin oscar
Naomi Beth Miller,No data,['Fighting Heart'],['Reparto'],Sin oscar
