0,1,2,3,4
Marina Prados,No data,"['Ladybitch', 'Beware of Dog']","['Dirección', 'Reparto', 'Guion']",Sin oscar
Heather Siess,No data,[''],['Reparto'],Más en IMDbPro
Augie,1986,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Karoline Hamm,1999,"['Far til fire - Onkel Sofus vender tilbage', 'Amor para adultos', 'Madklubben', 'Equinox', '2020 • 6 episodios']",['Reparto'],Sin oscar
Christian Magby,No data,[''],"['Reparto', 'Música', 'Composición']",Más en IMDbPro
Danielle Kay,1994,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
E.P. Macalma,No data,[''],"['Producción', 'Reparto', 'Guion']",Más en IMDbPro
Jaise Jose,1977,[''],['Reparto'],Sin oscar
Gérard Depardieu,1948,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Óscar
Saba Goodarzi,No data,['Tahmineh'],['Reparto'],Sin oscar
Patrick Lucas,No data,"[""Merci pour l'info"", ""L'invité"", '2010 • 1 episodio']",No data,Sin oscar
Emma Lou Cunningham,No data,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección de fotografía y cámara']",Más en IMDbPro
Wine Dierickx,No data,"['Loft', 'De Dag', '2018 • 8 episodios', '2007', 'Kathleen Ongena']",['Reparto'],Sin oscar
Guillermo Pfening,1978,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Adon,1972,[''],"['Reparto', 'Dirección']",Sin Oscar
Maria Bonnevie,1973,[''],['Reparto'],Sin Oscar
DeAundre Addison,No data,[''],"['Reparto', 'Guion', 'Producción']",Más en IMDbPro
Rajnandini Paul,1999,[''],['Reparto'],Sin oscar
Jae-rok Kim,No data,"['Train to Busan', 'Pieta', '18: Woo-ri-deul-eui seong-jang neu-wa-reu', 'The bad guys']",['Reparto'],Más en IMDbPro
Andrianna Adebiyi,No data,"['Sweet Face', 'Truth']",['Reparto'],Sin oscar
Jonathan Da Rosa,No data,"['Historia del miedo', 'Arpón', 'Santa', 'La dosis']",['Reparto'],Sin Oscar
Shakira Jasmine,No data,"['Guru-Guru Gokil', 'Twisted 2', '2021 • 1 episodio', 'Nanda', 'Vini']",['Reparto'],Sin Oscar
Molly Shannon,1964,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 3 premios Primetime Emmy
Ben Niu,1935,[''],['Reparto'],Sin Oscar
Vinicius Faria Zinn,agosto,[''],"['Reparto', 'Equipos adicionales', 'Guion']",Sin oscar
Fabio Aste,No data,"['Vereda tropical', 'El Clan', 'El camino', 'Amanda O', '2008 • 78 episodios']",['Reparto'],Sin Oscar
Aaron Groben,abril,[''],"['Reparto', 'Guion', 'Especialistas']",Sin Oscar
Nanihi Bambridge,No data,"[""L'oiseau de paradis""]",['Reparto'],Sin oscar
Sheela Rajkumar,1992,[''],['Reparto'],Sin Oscar
Vigil Varghese,No data,"['Mission Raniganj', 'Cochin Shadhi at Chennai 03', 'Vanmurai']",['Reparto'],Sin oscar
Sayali Bhagat,1984,[''],['Reparto'],Sin Oscar
Maria Baloutsou,No data,"['Prostimo', 'Se eida...', '2008 • 1 episodio', 'Reparto', 'Corto']",['Reparto'],Sin oscar
Motta Rajendran,1957,[''],['Reparto'],Sin Oscar
Darina Al Joundi,No data,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Más en IMDbPro
Vennela Kishore,1980,[''],"['Reparto', 'Dirección']",Sin Oscar
Arfah Abdulrasool,No data,"['Between Two Seas', 'The Game', '2020–2022 • 90 episodios', '2022', '2018']",['Reparto'],Sin Oscar
Linda Kennedy,No data,[''],['Reparto'],Sin oscar
Dylan Sprouse,1992,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Giuseppe Capozzi,No data,"['Ultras', 'Vivi e lascia vivere', '2020 • 1 episodio']",['Reparto'],Sin oscar
Andi Vasluianu,1974,[''],['Reparto'],Sin Oscar
Harold W. Griffin,No data,"['Acosado', 'The Inconsiderables: Last Exit Out of Hollywood', 'Pepper Black in Black Pepper']","['Reparto', 'Equipos adicionales']",Sin oscar
Ram Prasad,No data,"['Akhanda', 'Malini & Co.', 'Bhagavanth Kesari', 'Aadi']","['Dirección de fotografía y cámara', 'Cámara y electricidad']",Sin Oscar
Fadwa Abed,No data,"['About Her', '19B', 'Yom wa Lailah', 'Face and Back', '2022 • 10 episodios']",['Reparto'],Más en IMDbPro
Patricia Tamayo,No data,"['El olvido que seremos', 'Amalia the Secretary', 'Pueblo de Cenizas', 'El Buen Verdugo']",['Reparto'],Sin Oscar
Fang Yin,1986,"['Better Days', 'Lu guo wei lai', 'Wen rou ke', 'Hong hai xing dong']",['Reparto'],Sin Oscar
Caroline Ducey,1976,[''],['Reparto'],Sin Oscar
Fernando de Paula,No data,"[""A Singer's Opportunity""]","['Sonido', 'Composición']",Sin oscar
Christian Josue Gonzalez,1992,"['El rumor de las piedras', 'Escisión', 'Opposite Direction', 'Magica']","['Reparto', 'Producción']",Sin Oscar
Travis Bryant,1997,"['Alex Strangelove', 'Las aventuras de Kid Danger', '2018 • 6 episodios', 'Carson', 'Serie de TV']","['Reparto', 'Equipos adicionales']",Sin oscar
Divya Uruduga,No data,"['Girki', 'Joru', 'Reparto', '2020']",['Reparto'],Sin oscar
Emily Bridger,No data,"['Waste It', 'Epilogue', 'Brad', 'In So Many Words']","['Guion', 'Reparto', 'Guion y continuidad']",Sin Oscar
Christopher A. Brawner,No data,['The Feather: The Agatha Tiegel Hanson Story'],['Reparto'],Sin oscar
Sean Zerbe,No data,[''],"['Reparto', 'Dirección', 'Producción']",Más en IMDbPro
Star Orjaliza,No data,[''],['Reparto'],Más en IMDbPro
Chadwick Boseman,1976,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 1 premio Óscar
Martin Pechlát,1974,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Nigel O'Neill,No data,[''],['Reparto'],Más en IMDbPro
Tilman Strauss,1982,"['Limbo', 'Wir waren Könige', 'After-work beer', 'Dead']",['Reparto'],Sin oscar
Bahman Farmanara,1941,[''],"['Dirección', 'Producción', 'Guion']",Sin Oscar
Tim Christian,No data,[''],"['Reparto', 'Guion', 'Producción']",Más en IMDbPro
Ginger Gilmartin,No data,[''],['Reparto'],Sin Oscar
Jeryl Prescott,1965,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Devin Liljenquist,No data,[''],['Reparto'],Más en IMDbPro
Reagan Kacmar,No data,[''],['Reparto'],Sin oscar
Soo-young Ryu,No data,[''],['Reparto'],Más en IMDbPro
Igor Chernevich,1966,[''],['Reparto'],Sin Oscar
Yordan Danchev,No data,"['El otro guardaespaldas', 'Pistolet, Kufar i 3 smurdyashti varela', 'Pod prikritie', '2011 • 1 episodio', '2014']",['Reparto'],Más en IMDbPro
John Charles,1923,[''],"['Reparto', 'Dirección', 'Guion']",Ganó 1 premio Óscar
Jannis Niewöhner,1992,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Hunter Canning,No data,[''],['Reparto'],Más en IMDbPro
Emy Mena,No data,[''],"['Reparto', 'Dirección', 'Producción']",Más en IMDbPro
Lauren Shaw,No data,[''],"['Especialistas', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Más en IMDbPro
Auðunn Blöndal,No data,"['Cop Secret', 'Svínasúpan', '2004 • 2 episodios', '2020', 'Danni']","['Reparto', 'Guion']",Más en IMDbPro
Dev Gill,1977,[''],"['Reparto', 'Producción']",Sin oscar
Duncan Talhouet,No data,"[""The Deadman's Bride"", 'Corto', 'Corto', '5,1']","['Reparto', 'Guion']",Sin Oscar
Yun-ho Park,No data,"['#Vivo', 'Goo-reu-meul beo-eo-nan dal-cheo-reom', 'Donghaemulgwa baekdusan']",['Reparto'],Sin oscar
Salih Inci,No data,"['No lo uses', '2022–2023 • 14 episodios', 'Salih', 'Salih', 'Serie de TV']","['Reparto', 'Banda sonora']",Sin oscar
Morissa Henn,No data,['Wake Up: Stories from the Frontlines of Suicide Prevention'],No data,Sin oscar
Geneviève Lemon,abril,"['El poder del perro', 'El piano', 'Suburban Mayhem', 'Top of the Lake', '2013 • 7 episodios']","['Reparto', 'Banda sonora']",Sin Oscar
Marwan El Massih,No data,['TV Society'],['Reparto'],Sin oscar
Lucas Lockwood,No data,[''],"['Reparto', 'Especialistas', 'Producción']",Más en IMDbPro
Daneka Etchells,No data,"['Supernova', 'Soldiers of damned']","['Reparto', 'Arte']",Sin oscar
Ye Htut,No data,"['Nya', 'Letter to President', 'Vídeo']",['Reparto'],Sin oscar
Ram Mittakanti,No data,"['2020 Golmaal', 'Amrutha Ramam', 'Epc']",['Reparto'],Sin oscar
