0,1,2,3,4
Chloe Pelletier,No data,"['Attack of the Giant Blurry Finger', ""Oscar's"", 'Fast Shark II: Faster Shark', 'Feel and Stay']","['Producción', 'Reparto', 'Cámara y electricidad']",Sin Oscar
Bartosz Bielenia,1992,[''],['Reparto'],Sin Oscar
Yvonne Okpala,No data,"['Hot Mess', 'Lara', '2023']",['Reparto'],Sin oscar
Todd Jackson Jr.,No data,"['SoulHood Saga II: The Finale', 'TJ(as Todd Jackson)', '2022']",['Reparto'],Sin oscar
Josie Timmerman,No data,[''],"['Reparto', 'Producción']",Sin oscar
Dmitriy Chebotarev,1986,"['Igor Grom contra el Doctor Peste', 'Proyekt «Prometey»', 'Vampiry sredney polosy', '2021–2023 • 16 episodios', '2014']",['Reparto'],Sin oscar
Othman Hafsham,No data,"['Rahsia', 'Adik Manja', 'Mekanik', 'Soal Hati']","['Dirección', 'Reparto', 'Guion']",Sin Oscar
Oleg Kamenshchikov,1976,[''],['Reparto'],Sin oscar
Pavels Griskovs,1986,"['Sarkanais Mezs', '2019 • 10 episodios', '2011', 'The Shift']",['Reparto'],Sin oscar
Duke Emmanuel,No data,"['Merciful Heart', 'Gunman', '2014']","['Reparto', 'Dirección de producción']",Sin oscar
My Duyen,No data,"['Había una vez', '2003–2019 • 22 episodios', '2023', '2009', 'The FairyThe GirlThe Straw Girl']","['Reparto', 'Banda sonora']",Sin oscar
Emeka Duru,No data,['Crude Impact'],No data,Sin oscar
Li Xuan Siow,No data,"['Mrs K', 'Ma, I Love You', 'Uplift']",['Reparto'],Sin oscar
Abhinay Berde,1997,"['Close to You', 'Mann Kasturi Re', 'Ti Saddhya Kay Karte', 'Ashi Hi Aashiqui']","['Reparto', 'Dirección']",Sin oscar
Thierry Obadia,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Colby Ashenfelter,No data,['Wisher Maddox'],"['Reparto', 'Producción']",Sin oscar
Imran Zahid,No data,"['Ab Dilli Dur Nahin', 'Jism 2', 'Marksheet', 'Angrezi Mein Kehte Hain']",['Reparto'],Sin oscar
Ernest Obi,No data,"['Poka Messiah', 'The Seed 2', 'Idemili', 'Dirección']","['Dirección', 'Reparto', 'Guion']",Sin oscar
Aleksandra Bortich,1994,[''],"['Reparto', 'Producción']",Sin Oscar
Andrey Kurilov,No data,"['The Blackout: La invasión', 'Mech 2', '2015 • 3 episodios', '2023', '2023']",['Reparto'],Sin oscar
Connor Meagher,No data,['Love of Money'],['Reparto'],Sin oscar
Hanh Thuy Ngo Pham,No data,"['Vong Nhi', 'Tro tàn ruc ro', 'Nhà Khong Bán', 'Trai Hoa Do', '2022']",['Reparto'],Sin oscar
Becky Thorpe,No data,['The Thorn'],['Reparto'],Sin oscar
Noah Rafuse,No data,"['Devil Kid', '6,7', 'Miniserie de TV', '7,0']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Suzanne Reuter,1952,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Lisa Marie Brevogel,No data,[''],['Reparto'],Sin oscar
Kem Ajieh-Ikechukwu,No data,"['Schooled', 'Dark October', 'Shuga', '2023 • 4 episodios']",['Reparto'],Sin oscar
Brendan Cowell,1976,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Marushka Jury,No data,"['Matronas', 'Es su vida']",['Reparto'],Sin oscar
Azamat Ataev,No data,['Pryamoy efir'],['Reparto'],Sin oscar
Samsher Singh Sam,No data,"['Samara', 'Soulmate', 'Gulabo Sitabo', 'Sadak 2']","['Dirección de casting', 'Casting', 'Reparto']",Sin oscar
Minoo Sharifi,No data,"['Walnut Tree', 'Khosoof', '2021–2022 • 21 episodios', '2023']",['Reparto'],Sin Oscar
Geraldine Neary,No data,[''],['Reparto'],Sin oscar
Grace Ng,No data,"['Old Skin', 'Yellowjackets', '2021 • 6 episodios', 'Diseño de vestuario', 'Corto']","['Vestuario', 'Dirección', 'Guion']",Sin Oscar
Dmitriy Nagiev,1967,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Catalin Jugravu,No data,"['De azi inainte', '2012', '2015', '2014', '2014']","['Reparto', 'Producción']",Sin Oscar
Lutz Wessel,No data,"['Der Zeuge', ""Geld her oder Autsch'n!"", 'Das Geständnis']",['Reparto'],Sin oscar
Athena Strates,1996,[''],['Reparto'],Sin oscar
Elizaveta Chaban,No data,"['Do Rassveta', 'Tsarevny i Tainstvennaya gostya', 'Little Tiaras', '2022 • 1 episodio', 'Reparto(voz)']",['Reparto'],Sin oscar
Rolando Inocencio,No data,[''],"['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Ernest Malazogu,1976,"['Adnan Kafazi', 'Martesa', 'Familja Moderne', '2001 • 1 episodio', 'Kondukter Bajrami']",['Reparto'],Sin oscar
Thure Lindhardt,1974,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Raveender Kaur,No data,['Yaaran Da Rutbaa'],['Reparto'],Sin oscar
Isis Bell,No data,"['Watching Amber', 'Reparto']",['Reparto'],Sin oscar
Ali Choudri,No data,"['Flus', '2022 • 7 episodios', '2023', '2018']",['Reparto'],Sin oscar
Sonal Dudhrejiya,No data,['Bewafa Tari Preet'],['Reparto'],Sin oscar
Sophia Van-Desberg,No data,['Forget You'],['Reparto'],Sin oscar
Nirmiti Sawant,No data,[''],['Reparto'],Sin oscar
Anatoliy Popov,No data,['El duelo del siglo'],['Reparto'],Sin oscar
Jaafar Brigui,No data,['Indivision'],['Reparto'],Sin oscar
Jonas von Lingen,1979,"['Sphinx - Geheimnisse der Geschichte', '2009 • 1 episodio', '2005', '2010', '2009']","['Reparto', 'Dirección de fotografía y cámara', 'Dirección de producción']",Sin oscar
Lathosha Clark,No data,[''],"['Reparto', 'Maquillaje', 'Vestuario']",Sin oscar
Janaki Devi,No data,"['Swapnasundari', 'Poka']",['Reparto'],Sin oscar
Nadine Alexandra,1991,"['Pasutri Gaje', 'Ganjil Genap', 'Djoerig Salawe']",['Reparto'],Sin oscar
Alejandro Oliva,No data,[''],['Reparto'],Sin oscar
Shao-wei Wang,1976,[''],"['Reparto', 'Banda sonora']",Sin oscar
Hammou Graïa,No data,"['Personal Shopper', 'Krim', 'Cruzando el límite', 'El tren infernal']",['Reparto'],Sin oscar
Alina Zasobina,No data,[''],['Reparto'],Sin oscar
Manu Rishi Chadha,1971,[''],"['Reparto', 'Guion', 'Música']",Sin Oscar
Birane Ba,No data,"['Atenea', 'Las dos caras de la justicia', 'Un hombre fiel', 'El creyente']",['Reparto'],Sin oscar
Noor G,No data,[''],['Reparto'],Sin oscar
Paul Gray,1972,[''],"['Reparto', 'Guion', 'Composición']",Sin oscar
Pierre-Yves Touzot,No data,"['Last Remains', 'Overnight Rebirth', '967 et les anges', '1995', '1998']","['Dirección', 'Edición', 'Guion']",Sin oscar
Ilya Sobolev,No data,"['Fort Ross', 'Volshebnyy uchastok', '2023', 'Reparto', 'Serie de TV']",['Reparto'],Sin oscar
Darlington Emmanuel,No data,"['Colours of Love', 'Cámara y electricidad', '2022']","['Reparto', 'Equipos adicionales', 'Cámara y electricidad']",Sin oscar
Laurent Borel,No data,"['Pobres criaturas', 'Tous les dieux du ciel', 'Frantz', 'Indésirables']","['Reparto', 'Composición']",Sin oscar
Ekaterina Guseva,1976,[''],['Reparto'],Sin Oscar
Mehool Desai,No data,"['Hutututu: Aavi Ramat Ni Rutu', 'Haunted Hunt', 'Tu Chhe Ne']",['Reparto'],Sin oscar
Swati Ghatkar,No data,['Dhishkyaoon'],['Reparto'],Sin oscar
Jamison Bright,No data,"['Statica', 'Bench', '2017 • 3 episodios', '2011', 'Dirección(as Xavier Vanegas)']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Roberto Gonçalves,No data,"['Em Uma Noite Qualquer', 'Corto']",['Reparto'],Sin oscar
Nicolas Carré,No data,['El ladrón de niños'],['Reparto'],Sin oscar
Serena Grewal,No data,['The Sonneteer'],['Reparto'],Sin oscar
Ali Al Sharif,No data,"['Bashar Shorts', '2022 • 1 episodio', '2023', 'Khaled', 'Serie de TV']",['Reparto'],Sin oscar
Chevi Carter,No data,"['Human', 'Vault of Terrors', 'Beauty & the Beholder', 'Human']","['Reparto', 'Equipos adicionales', 'Producción']",Sin oscar
Nikolas Lazos,No data,['Stargazer'],['Reparto'],Sin oscar
Robert Bettini,No data,"['Mantra', 'Lace Miller', 'Tony Martone']",['Reparto'],Sin oscar
Laura Tonke,1974,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Aditi Sharma,No data,[''],['Reparto'],Sin oscar
Mohammad Valizadegan,No data,"[""And Me, I'm Dancing Too"", '2023', '2020', '2021']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Aleksandr Mizev,1991,[''],['Reparto'],Sin oscar
Manoj Ahuja,No data,"['Daasi', 'Birthday Gift', '2021', '2023']","['Reparto', 'Producción']",Sin oscar
Leigha Natasha,No data,"['Line of Heart', 'Vestuario', '2023', '2021']","['Vestuario', 'Reparto']",Sin oscar
Bronsonn Taylor,No data,[''],"['Reparto', 'Producción', 'Especialistas']",Sin oscar
Jeanette Branch,abril,[''],"['Reparto', 'Guion', 'Especialistas']",Sin Oscar
Christy Ukata,No data,"['Getting Married', 'Reparto', '2016']",['Reparto'],Sin oscar
Juan Maria Almonte,No data,"['Lilís', 'La fiesta del Chivo', 'Auf Wiedersehen, Pet', '2004 • 3 episodios', '2022']",['Reparto'],Sin oscar
Nicole Manukyun,No data,[''],['Reparto'],Sin oscar
Abhilasha Poul,No data,"['Gangubai Kathiawadi', 'Runway 34', 'Sarla Ek Koti', 'Bidi Bakda']","['Reparto', 'Edición']",Sin oscar
Nony Geffen,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Tamekia Armstrong,No data,['Homeboy'],['Reparto'],Sin oscar
Jessica Morgan,junio,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Véronique Thusky,No data,"[""Jules au pays d'Asha""]",['Reparto'],Sin oscar
Joseph Zuchowski,No data,"['Hello, Dispatch?', 'Rocket Hunter: Rise of the Nazi Komet', 'Cabaret Diabolique', 'Arte Factum']","['Reparto', 'Guion', 'Arte']",Sin oscar
Anthony Samarany,No data,['Une Lettre Pour Liban'],No data,Sin oscar
Ichrak Jennane,No data,['Spider-Man: Blue'],"['Reparto', 'Producción']",Sin oscar
Nandini Nataraj,No data,['Smarami'],['Reparto'],Sin oscar
Asami Seto,1993,"['Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai', '2018 • 13 episodios', '2015', 'Lan(voz)', 'Serie de TV']","['Reparto', 'Música', 'Banda sonora']",Sin Oscar
Pablo Rodriguez,No data,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Paul Adkins,No data,[''],['Reparto'],Sin oscar
Adiya Rentsenkhorloo,No data,"['Ergej irekhgüi namar', 'Herd']","['Reparto', 'Dirección de producción']",Sin oscar
Vidhi Chitalia,No data,"['One Friday Night', 'Leila', '2019 • 3 episodios', 'Shruti', 'Serie de TV']",['Reparto'],Sin oscar
Nitin Rao,No data,"['Prithviraj', 'Bajao', '2023 • 7 episodios', '2018', 'Chaman']",['Reparto'],Sin oscar
Lauren Noble,No data,[''],['Reparto'],Sin oscar
Zoltán Schmied,1975,"['Tüzvonalban', '2007–2010 • 58 episodios', '2017', '2005', ""MarciDr. Márton 'Marci' Solti""]","['Reparto', 'Producción']",Sin oscar
Ryan Cason,No data,"[""Bennet's Cow-Eyed Girl"", 'Corto', 'Corto', 'Corto']","['Reparto', 'Equipos adicionales']",Sin oscar
Olaye Benjamin,No data,"['Son of Mercy', '5,8', '6,5', 'Reparto']","['Reparto', 'Especialistas']",Sin oscar
Gaurav Kamble,No data,"[""No Man's Truth"", 'Who Am I', 'Johnny Jumper', 'Chotu (Ranbir house help)']",['Reparto'],Sin oscar
Eddy Walker,No data,['Bee'],['Reparto'],Sin oscar
Alexander Nevsky,1971,[''],"['Producción', 'Reparto', 'Guion']",Sin oscar
Geovonna Casanova,No data,"['Emanuelle in Sin City', '5,2', 'Serie de TV', 'Captain Astrid Vega']","['Reparto', 'Equipos adicionales', 'Guion y continuidad']",Sin oscar
Tarik Frimpong,No data,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Attila Mokos,1964,[''],"['Reparto', 'Cámara y electricidad']",Sin Oscar
Tony Goldwyn,1960,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Chanya McClory,No data,"['The One Hundred', 'La chica nueva', '2021 • 6 episodios', '2023', 'Aris']",['Reparto'],Sin oscar
Rajpal Naurang Yadav,1971,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Geoff Browne,1972,[''],"['Dirección de fotografía y cámara', 'Reparto', 'Dirección']",Sin Oscar
Sanjay Mishra,1963,[''],"['Reparto', 'Cámara y electricidad', 'Composición']",Sin Oscar
Nayana Sharath,No data,"['Dwimukha', 'Kranti', 'Dhamaka', 'RC Brothers']",['Reparto'],Sin oscar
Ji-il Park,1960,"['Dong-chang-saeng', 'Narara Gaecheonyong', '2020–2021 • 19 episodios', '2017', '2017']",['Reparto'],Sin oscar
Sneha Biswas,No data,"['Decay', '8,6', 'Rani', '2022']","['Reparto', 'Producción', 'Diseño de producción']",Sin oscar
Will Morris,No data,"['Cool in Your Code', '2004–2007 • 26 episodios']","['Dirección', 'Guion', 'Producción']",Sin oscar
Pawat Chittsawangdee,2000,[''],['Reparto'],Sin oscar
Kurt Hsiao,No data,"['Un hombre enamorado', 'El asesino mediático', '2023 • 1 episodio', '2023', '2015 • 3 episodios']",['Reparto'],Sin oscar
Niken Anjani,No data,"['13 Bom di Jakarta', '7,5', '6,4', '7,9']",['Reparto'],Sin oscar
Neelima Esai,No data,"['Rudhran', 'Karuppankaatu Valasu']",['Reparto'],Sin oscar
Bold-Erdene Sugar,No data,"['Reparation', 'Guardians', '6,8', '9,1']",['Reparto'],Sin oscar
Patricia Burgos,No data,[''],['Reparto'],Sin oscar
Szilágyi Ferenc,No data,[''],['Reparto'],Sin oscar
Okechukwu Chima,No data,"['Sin of a Woman 2', 'Reparto', '2013', '2013']",['Reparto'],Sin oscar
Celine Tshika,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Denys Hryshchuk,No data,['La Plage'],['Reparto'],Sin oscar
Lovely Ahmed,No data,"['Mor Yaar Superstar', 'Item Song Dancer']",['Reparto'],Sin oscar
Kuranosuke Sasaki,1968,"['Chô kôsoku! Sankin kôtai', 'Godzilla Minus One', '20th century boys: Cap. 1 El principio del fin', 'Kubo Ibuki']",['Reparto'],Sin Oscar
Elisabeth Margoni,1945,"['Love Actually', '¿Cómo ligarse a una marquesa sin ser rico?', 'El profesional', 'Les Borgia ou le sang doré', '1977']",['Reparto'],Sin oscar
Burcu Binici,1986,[''],['Reparto'],Sin oscar
Pepa Aniorte,1973,"['Volver', 'Lo que escondían sus ojos', '2016 • 4 episodios', '2015', 'Cata']","['Reparto', 'Banda sonora']",Sin oscar
Brittany Chriswell,No data,"['Homeboy', '5,7', 'Extra', '2022']",['Reparto'],Sin oscar
Guilherme Lobo,No data,"['Fragmentados', 'Corto', '5,2', 'Corto']","['Reparto', 'Producción', 'Equipos adicionales']",Sin oscar
Saada Sanfo,No data,"['La visite de trop', '7,1', '6,7']",['Reparto'],Sin oscar
Tôru Tezuka,1962,"['Shin Godzilla', 'Ichi the Killer', 'Shin Kamen Raidâ', 'Kamen raidâ x Kamen raidâ W & Dikeido Movie taisen 2010']",['Reparto'],Sin oscar
Abubakar Rokon,No data,['Bithir Banan Vul Chilo'],['Reparto'],Sin oscar
Tolulope Odewunmi,No data,"[""Obara'M"", 'Sugar Rush', 'A Mile from Home', 'Jessica']",['Reparto'],Sin oscar
Beatrice Mukandayishimiye,No data,['The Bride'],['Reparto'],Sin oscar
Filiberto González,No data,['Criminal Xing'],['Reparto'],Sin oscar
Ohiolei Mabel,No data,"['Usifo', 'Reparto', '2023']",['Reparto'],Sin oscar
Wasim Ranchvi,No data,['Salam-e-Madrasa'],['Reparto'],Sin oscar
Mario Compagnone,No data,"['4 Teen', 'Miniserie de TV']","['Producción', 'Reparto']",Sin oscar
Priya Prakash Varrier,1999,[''],"['Reparto', 'Música']",Sin oscar
Boglarka Csösz,1984,[''],"['Reparto', 'Producción']",Sin oscar
Lutesha,No data,"['The Big 4', 'My Generation', 'La fotocopiadora', '13 Bom di Jakarta']","['Reparto', 'Banda sonora']",Sin Oscar
Yesse Rodriguez,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Vladimir Lukyanchikov,No data,"['Hardcore Henry', 'Guardians', 'Elena', 'Rikoshet', '2020 • 1 episodio']","['Reparto', 'Especialistas']",Sin oscar
Kabir Bedi,1946,[''],"['Reparto', 'Guion']",Sin Oscar
Jwan Alqatami,No data,['Exodus'],['Reparto'],Sin Oscar
Miya Golden,No data,[''],['Reparto'],Sin oscar
Sergey Makovetskiy,1958,[''],['Reparto'],Sin Oscar
Aarumugam,No data,"['Jai Bhim', 'Karparaa', 'Reparto']",['Reparto'],Sin oscar
Jennifer Figuereo,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Mürvet Saziye Kalkan,No data,"['Mühr-ü Musallat 2: Yasak Dügün', 'Stiletto Vendetta', '2018 • 3 episodios', 'Reparto(as Mürüvet Saziye Kalkan)', 'Serie de TV']",['Reparto'],Sin oscar
Michal Yannai,1972,[''],"['Reparto', 'Producción']",Sin oscar
Ogbolo Benstowe,No data,"['The Wig', 'Ripple', 'Reparto', '2022']",['Reparto'],Sin oscar
Dmitriy Vlaskin,1989,"['Elastiko: Dvenadtsatyy igrok', 'YA nichego ne pomnyu', 'Corto', '4,0']","['Reparto', 'Dirección', 'Producción']",Sin oscar
Seda Emilova,No data,['Karanliktaki Kadin'],['Reparto'],Sin oscar
Fernando Abadie,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Vince Juhász,No data,No data,No data,Sin oscar
Moc Madu,No data,"['Brotherhood', 'The Wanted Girl', 'Reparto', '2018']",['Reparto'],Sin oscar
Seydou Diallo,No data,"['Épines du Sahel', 'Serie de TV']",['Reparto'],Sin oscar
Sergey Dreyden,1941,[''],['Reparto'],Sin Oscar
Johan Yanuar,No data,"['Marriage with Benefits', '2023 • 7 episodios', '2023', '2019', '2018']",['Reparto'],Sin oscar
Dennis Jay Maldonado,No data,"['SoulHood Saga II: The Finale', 'Luke Hills Sr.', '2022']",['Reparto'],Sin oscar
Bobby Gerrits,No data,[''],"['Reparto', 'Especialistas', 'Cámara y electricidad']",Sin oscar
Sezai Yesilyurt,No data,"['Kollama', '2008', 'Güller', 'Farkli Desenler', '2010']","['Reparto', 'Cámara y electricidad']",Sin oscar
Joanna Liszowska,1978,[''],"['Reparto', 'Banda sonora']",Sin oscar
Taqim Zaki,No data,"['Motif', 'Keluarga Baha Don', '2019–2021 • 30 episodios', 'Inggong(as Mustaqim Mohamed)', 'Serie de TV']","['Dirección de casting', 'Reparto', 'Guion']",Sin Oscar
Parishia Henderson,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Chimwemwe Miller,No data,[''],['Reparto'],Sin Oscar
Daniel Balaji,No data,[''],['Reparto'],Sin Oscar
Ashraf Barhom,1979,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Abhishek Banerjee,1988,[''],"['Dirección de casting', 'Reparto', 'Casting']",Sin Oscar
Shrikant Rathod,No data,['Fear of God'],['Reparto'],Sin oscar
Keiko Toda,1957,"['Final fantasy: La fuerza interior', 'Nicky, la aprendiz de bruja', 'Shomuni', '1998–2013 • 37 episodios', '1985']","['Reparto', 'Banda sonora']",Sin Oscar
Jesse Metcalfe,1978,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Jessica Greco,1980,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Rebecka Thorsén,No data,['Barfota Rop'],['Reparto'],Sin oscar
Chloe Xiang,No data,[''],['Reparto'],Sin oscar
Ashmitha Sing,No data,['Jambu Maharishi'],['Reparto'],Sin oscar
Bruce Lalande,No data,"['Blondie Maxwell Never Loses', ""L'anniversaire de Flora Key"", 'Ultimate Chabite', 'Corto']","['Producción', 'Reparto', 'Localización']",Sin Oscar
Kailash Pal,No data,"['Bypass Road', 'Gin Ke Dus', 'Asur: Welcome to Your Dark Side', '2020 • 1 episodio']",['Reparto'],Sin oscar
Bui Anh Tu,No data,"['Chia Khoa Tram Ty', 'Siêu lua gap siêu lay']",['Reparto'],Sin oscar
Ilya Borisov,1985,"['Sansara', '2023 • 8 episodios', '5,2', '5,4']",['Reparto'],Sin oscar
Carmen Flores,No data,"['Madres paralelas', 'Mi querida cofradía', 'La promesa', '2022–2023 • 217 episodios', 'Charo']",['Reparto'],Sin Oscar
David Fane,1966,[''],"['Reparto', 'Guion']",Sin Oscar
Marsai Martin,2004,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Sin Oscar
Serkan Aslan,No data,"['Karanliktaki Kadin', '3,6']",['Reparto'],Sin oscar
Catriona MacColl,1954,[''],"['Reparto', 'Dirección de casting', 'Producción']",Sin Oscar
Darcy Stinnette,No data,[''],['Reparto'],Sin oscar
Anjelica Jayes,No data,[''],['Reparto'],Sin Oscar
Moni Shankar,No data,"['SK Sir Ki Class', '2023 • 2 episodios', ""Annirudh's neighbour"", 'Akarsh', 'Serie de TV']",['Reparto'],Sin oscar
Danielle Bompartito,No data,['Stick Up Boy'],['Reparto'],Sin oscar
Aman Kamble,No data,['Tendlya'],['Reparto'],Sin oscar
Ramya Nambeeshan,1986,[''],"['Reparto', 'Música', 'Banda sonora']",Sin Oscar
Redi Zyka,No data,[''],['Reparto'],Sin oscar
Joseph Uhunmwiagho,No data,"['Esohe', 'Olokun', 'Reparto(as Joseph Uhunmwangho)', '2023']",['Reparto'],Sin oscar
Sandesh Shetty Ajri,No data,"['Kathale kone', '9,5']","['Guion', 'Dirección', 'Reparto']",Sin oscar
Baran Deniz,No data,['The House of God'],['Reparto'],Sin oscar
Augustin Guibert,No data,"['French film', '2023', '2021', 'Sexy Frenchman(as Augustine Guibert)']",['Reparto'],Sin oscar
Sun-Bin Lee,1994,"['Seukechi', '2018 • 16 episodios', 'Jo Mi-joo', 'Yoo Da-hee', 'Deok Hee, archer']","['Reparto', 'Banda sonora']",Sin Oscar
Valentina Hilani,No data,['Exodus'],['Reparto'],Sin oscar
Mária Záujecová,No data,['Moc'],['Reparto'],Sin oscar
Wilma-Emilia Kuosa,No data,"['Kielletty hedelmä', 'Berlin Cake', '3,8', 'Aallonmurtaja', '2017 • 1 episodio']",['Reparto'],Sin oscar
Miko Nakagawa,No data,"['Smoky&Bitter', 'Mariko', '2023']",['Reparto'],Sin oscar
Nicolas Umbdenstock,No data,"['Sage-homme', 'Un autre soir', 'And the Winner Is', 'Mon chat et moi, la grande aventure de Rroû']",['Reparto'],Sin oscar
