0,1,2,3,4
James Rich,1992,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Beth Hopper,No data,"['Satánica, todo el mal en ella']",['Sonido'],Sin oscar
Kenneth Royce Barrett,No data,"['Acid Test', ""Meggan's Journey"", 'Next Exit', 'Frankie Manning: Ambassador of the Lindy Hop']","['Reparto', 'Cámara y electricidad', 'Sonido']",Sin oscar
Mayank Singh Jaira,No data,['Fire in the Mountains'],['Reparto'],Sin oscar
Sheela Rajkumar,1992,[''],['Reparto'],Sin Oscar
Cale Holland,No data,"['In Light of the Teacher', '2023', '2017']","['Reparto', 'Guion', 'Producción']",Sin oscar
Motta Rajendran,1957,[''],['Reparto'],Sin Oscar
Chhavi Gupta,No data,"['Koko', 'Grey Room: The Saga', 'Boomerang']","['Reparto', 'Producción']",Sin oscar
Darina Al Joundi,No data,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Meher Mistry,No data,"[""Scavenger's Daughter"", '7,0', '8,2', 'Bansuri: The Flute']",['Reparto'],Sin oscar
Joseph T. Hypes,No data,[''],"['Reparto', 'Producción', 'Casting']",Sin Oscar
Singamuthu,No data,"['Mazhai', 'Vanthaan Vendraan', 'Velayudham', 'Adhibar']",['Reparto'],Sin oscar
Milind Shinde,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Vennela Kishore,1980,[''],"['Reparto', 'Dirección']",Sin Oscar
Tom Bloom,1944,"['Sin límites', 'El secreto de Thomas Crown', 'El hijo del mal', ""The Emperor's Club (El club de los emperadores)""]","['Reparto', 'Cámara y electricidad']",Sin oscar
Emery McGaha,No data,"['Cypress Tree', 'Apocalypse A-Go-Go', 'Without', '2014', 'Arte']","['Dirección', 'Reparto', 'Guion']",Sin oscar
Edmund Kwan,No data,[''],"['Reparto', 'Cámara y electricidad', 'Dirección']",Sin Oscar
Arfah Abdulrasool,No data,"['Between Two Seas', 'The Game', '2020–2022 • 90 episodios', '2022', '2018']",['Reparto'],Sin Oscar
Carol Mansell,No data,[''],['Reparto'],Sin oscar
Thomas Hanzon,1962,"['Carambole', 'Häxdansen', '2008 • 5 episodios', 'Hamlet', 'Vídeo']","['Reparto', 'Banda sonora']",Sin oscar
Meredith Garretson,No data,[''],['Reparto'],Sin oscar
Corey Hawkins,1988,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Libby Mintz,1983,"['Una novata en un cuento de hadas', 'Guerra de cheerleaders', 'Habit', 'Modern Family', '2010 • 1 episodio']","['Reparto', 'Guion', 'Producción']",Sin oscar
Niels Anders Manley,No data,"['Tusind timer', 'Lev stærkt', 'Kidnapping', '2019 • 1 episodio', 'Uffe']",['Reparto'],Sin oscar
Koo Ja-Keon,No data,"['Mount Jiri', '2021 • 2 episodios', '2022', 'Masked man', 'Serie de TV']",['Reparto'],Sin oscar
Sampada Joglekar Kulkarni,No data,"['Sharyat', 'Brahm', 'Reparto(as Sampada Jogalikar-Kulkarni)', ""Prajakta's Aunt(as Sampada Joglekar)""]","['Guion', 'Reparto']",Sin oscar
Ajay Nayyar,1982,[''],"['Reparto', 'Producción', 'Dirección de casting']",Sin Oscar
Battumur Dorj,No data,"['Trio', 'The Woman']","['Reparto', 'Dirección']",Sin Oscar
Luisa Huertas,No data,[''],['Reparto'],Sin Oscar
Melany Smith,No data,[''],"['Reparto', 'Cámara y electricidad', 'Producción']",Sin Oscar
Kalpana Gagdekar,No data,"['Dramebaaj', 'Divaswapna', 'Mrugtrushna', 'Union Leader']",['Reparto'],Sin oscar
Eric Dane,1972,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Zachary Fancey,No data,['Gun and a Hotel Bible'],['Reparto'],Sin oscar
Akash Beri,No data,"['British Made', 'Acrylic', 'HER', 'Showcase Cinemas XPLUS']","['Edición', 'Equipos adicionales']",Sin oscar
Margarida Serrano,No data,"['A Teia', '2018–2019 • 175 episodios', 'Rita Trindade', 'Serie de TV', '4,9']",['Reparto'],Sin Oscar
Frank McCusker,1967,[''],['Reparto'],Sin oscar
Luissa Cara Hansen,No data,[''],['Reparto'],Sin oscar
Cherami Leigh,1988,[''],"['Reparto', 'Sonido', 'Producción']",Nominado a 1 premio BAFTA
Tamara Hickey,No data,[''],['Reparto'],Sin Oscar
Junko Minagawa,1975,"['Code Geass: Lelouch of the Rebellion', '2006–2012 • 32 episodios', 'Ada Wong(voz)', 'Serie de TV', '7,1']","['Reparto', 'Banda sonora']",Sin oscar
Dev Gill,1977,[''],"['Reparto', 'Producción']",Sin oscar
Evi Meinardus,No data,[''],['Reparto'],Sin oscar
Philip Le Maistre,No data,"['The Jackal (Chacal)', 'Ojos que te acechan', 'La desaparición de Embry', 'Justicia en la carretera']",['Reparto'],Sin oscar
Luca Reichardt Ben Coker,2008,"['Krummerne: Alt på spil', 'Huset', '2023 • 5 episodios', '2022', '2022']",['Reparto'],Sin oscar
Joy Mathew,1961,[''],"['Reparto', 'Guion', 'Música']",Sin Oscar
Valentino Fortuzzi,1997,"['Tod im Internat', '2017 • 2 episodios', '2021', 'Lucignolo', 'Serie de TV']",['Reparto'],Sin oscar
Linnae Dosumu-Johnson,No data,[''],['Reparto'],Sin oscar
Johnny Kahn,No data,"['Call of the Warrior', 'Johnny', '2020', '2020']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Kangana Ranaut,1987,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Geneviève Lemon,abril,"['El poder del perro', 'El piano', 'Suburban Mayhem', 'Top of the Lake', '2013 • 7 episodios']","['Reparto', 'Banda sonora']",Sin Oscar
Naiwen Li,1984,"['Lian ai xian sheng', '2018 • 45 episodios', '2022', '2010', 'Reparto']",['Reparto'],Sin Oscar
Ravi Atluri,No data,['Ee Kathalo Paathralu Kalpitam'],['Reparto'],Sin oscar
Amelia Gilmour,No data,['Dead in October'],['Reparto'],Sin oscar
Erica Muscat,No data,[''],"['Reparto', 'Música']",Sin oscar
Mayank Bhatter,1987,[''],"['Reparto', 'Casting', 'Dirección de casting']",Sin Oscar
Ben Graney,julio,[''],['Reparto'],Sin oscar
Miranda Cosgrove,1993,[''],"['Reparto', 'Producción', 'Música']",Sin Oscar
Anita Krausová,1985,[''],['Reparto'],Sin oscar
Janice Blue,No data,[''],['Reparto'],Sin oscar
Kamil Khardin,No data,"['Moloko ptitsy', 'Dva bileta domoy', 'Nevskiy', '2017 • 1 episodio']",['Reparto'],Sin oscar
Sirajudheen,No data,"['Charminar', 'Erida', 'Vaanku']","['Reparto', 'Producción']",Sin oscar
Nathaniel Horne,No data,['The Pilgrim'],['Reparto'],Sin oscar
Gina Rodriguez,1984,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Vijay Sethupathi,1978,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Kunchacko Boban,1976,[''],"['Reparto', 'Producción']",Sin Oscar
Ludovica Mancini,No data,"['The Grand Bolero', 'The Painting', 'Annavespa']",['Reparto'],Sin oscar
Jesmark Scicluna,No data,[''],['Reparto'],Sin Oscar
Edith Poor,No data,[''],"['Reparto', 'Guion']",Sin oscar
Aleksandra Poplawska,1976,[''],"['Reparto', 'Dirección', 'Música']",Sin oscar
Lou Llobell,1995,[''],['Reparto'],Sin oscar
Antonella Zuñiga,No data,['En un instante'],['Reparto'],Sin oscar
Miroslava Gogovska,No data,"['Strah', 'Love Off', 'Reparto', 'Tanichka']","['Reparto', 'Vestuario']",Sin oscar
Anthony Lanier,No data,"['Abuelo malo', 'Banger', 'A State of Mind']",['Reparto'],Sin oscar
Molly Webster,No data,[''],['Reparto'],Sin oscar
JoJoe Earley,No data,"['Army of None', 'Flesh and Spirit', 'Somebody', 'But the Flesh is Weak.']","['Producción', 'Reparto', 'Dirección']",Sin oscar
Eric Robert Dickey,No data,"[""He Didn't Even Leave a Note"", 'Six Unkind Silences', 'Dirección']","['Composición', 'Dirección', 'Producción']",Sin oscar
Inès Melab,1993,[''],['Reparto'],Sin oscar
Seema Kaushal,1965,[''],['Reparto'],Sin oscar
Lexie Bean,No data,[''],"['Reparto', 'Guion', 'Dirección']",Sin oscar
Siddhant Kapoor,1984,"['Ugly', 'Coke', 'Joe', 'Little Rangeela']",['Reparto'],Sin oscar
Maya Bejanska,No data,"['La caza del tiburón', 'Descenso a las tinieblas', 'Golata istina za grupa Zhiguli', 'Sinbad: La Gran Batalla']","['Dirección de casting', 'Reparto', 'Casting']",Sin oscar
Georgie Storm Waite,No data,[''],"['Equipos adicionales', 'Reparto', 'Guion']",Sin Oscar
Mack Heath,No data,[''],"['Reparto', 'Guion']",Sin oscar
Jaren Mitchell,No data,[''],['Reparto'],Sin oscar
Katharina Rose,No data,[''],No data,Sin oscar
Camillo Acanfora,No data,"['La tierra de los hijos', 'Gli attassati', 'La tristezza ha il sonno leggero', 'Qualcosa di noi']",['Reparto'],Sin oscar
Randall P. McDonald,No data,['Hands Up'],['Reparto'],Sin oscar
David Harbour,1975,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 2 premios Primetime Emmy
Michael Moreland,No data,[''],['Reparto'],Sin oscar
Benedict Cumberbatch,1976,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Nominado para 2 premios Óscar
Jessica Pastor,No data,[''],"['Reparto', 'Cámara y electricidad', 'Maquillaje']",Sin Oscar
Serkan Sancak,No data,['Animals'],['Reparto'],Sin oscar
Ryan Larsen,No data,"['Almost', 'History for Kids']","['Reparto', 'Producción']",Sin oscar
Vincent Fiore,No data,"['Love and Love Not', 'Monkey Bars', 'Frankie', 'Producción']","['Producción', 'Equipos adicionales', 'Reparto']",Sin oscar
Arshad Warsi,1968,[''],"['Reparto', 'Guion', 'Dirección de la segunda unidad o asistencia a dirección']",Sin Oscar
Emily Coatman,No data,[''],"['Reparto', 'Maquillaje', 'Guion']",Sin oscar
Vamsee Chaganti,No data,[''],['Reparto'],Sin oscar
Manolo Caro,1984,[''],"['Guion', 'Dirección', 'Producción']",Sin Oscar
Daniele Pilli,No data,"['La gran belleza', 'En la misma onda', 'El cazador', '2021 • 2 episodios', 'Ciccio']",['Reparto'],Sin oscar
Oscar Calixto,1979,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Parvathy Nena Mouli,No data,[''],['Reparto'],Sin oscar
José Mata,1986,[''],['Reparto'],Sin Oscar
Miya Muqi,1987,[''],['Reparto'],Sin oscar
Rohit Pathak,1972,"['Theeran Adhigaaram Ondru', 'Once Upon a Time in Mumbaai', 'Bheeshmaparvam', 'Fear of God']","['Reparto', 'Guion']",Sin oscar
Aleksandar Bercek,1950,"['Línea no regular', 'Uvod u drugi zivot', 'El polvorín', 'Juzni vetar']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Bai-Ke,No data,"['An Le Zhuan', '2023', 'Reparto']",['Reparto'],Sin oscar
Brendan Gleeson,1955,[''],"['Reparto', 'Dirección', 'Producción']",Nominado para 1 premio Óscar
Jesse Plemons,1988,[''],"['Reparto', 'Música', 'Producción']",Nominado para 1 premio Óscar
Bishwanath Bera,No data,['Abalamban'],['Reparto'],Sin oscar
Dana Abed,No data,"['Mosul', 'Aswar el-Qamar', 'Lobo', 'El insulto']",['Reparto'],Sin oscar
Tom Coyne,No data,['Un juego de caballeros'],['Guion'],Sin Oscar
Rafferty Law,1996,[''],"['Reparto', 'Producción']",Sin Oscar
