Fares Tabet,No data,['Un Arabe ouvert'],['Reparto'],Sin oscar
Tae-jun Kang,No data,['Samyangdong jeongyukjeom'],['Reparto'],Sin oscar
Ben Drake,No data,No data,No data,Sin oscar
Graig Guggenheim,1969,"[""Rock 'n' Roll Frankenstein"", 'White Girl', 'Billions', '2016 • 1 episodio', 'Arte']","['Reparto', 'Arte']",Sin oscar
Frank Adamson,No data,[''],"['Reparto', 'Dirección']",Más en IMDbPro
Aila Marie,No data,"['Sonny Segovia: Lumakad ka sa apoy', 'Lydia', 'Celine']",['Reparto'],Sin oscar
Tat-Ming Cheung,1964,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Tony Cruz,No data,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Patrick Catalifo,No data,"['Les bleus: premiers pas dans la police', '2006–2010 • 14 episodios', 'Henri FrenayHenri FresnayFrenay', 'Pèret', 'Commissaire Max Brauner']","['Reparto', 'Dirección']",Sin oscar
Christopher Heyerdahl,1963,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Chôei Takahashi,1944,"['Tampopo', 'Shinjuku sodachi', '6,1', 'Shigeo Saeki']",['Reparto'],Sin oscar
Kirsi Kolehmainen,No data,"['Pirunpelto', '2009–2013 • 14 episodios', 'Äiti Ivanov', 'Maid']",['Reparto'],Sin oscar
Ananda Everingham,1982,"['Shutter: El fotógrafo', 'Red Eagle', 'Chua fah din salai', 'Happy Birthday']","['Reparto', 'Producción']",Sin Oscar
Scott Campbell,1961,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Shekhar,1945,[''],"['Dirección', 'Reparto', 'Producción']",Nominado a 1 premio BAFTA
Ambarish,1951,"['Bul Bul', 'Veera Parampare', 'Chakravyuha', 'Antha']",['Reparto'],Sin Oscar
Gary Bachlund,No data,"['La fuerza del amor', 'The Annihilation of Fish']",['Reparto'],Sin oscar
Dennis Rodman,1961,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Xu Zhu,No data,"['Blue Mermaid(China)', 'Sitar and Ganges RIver', 'Time passes like flowing water', 'Three days to see']","['Dirección', 'Guion', 'Dirección de fotografía y cámara']",Sin Oscar
Manokar Lal,No data,['Naukar Ki Kameez'],['Reparto'],Sin oscar
Henryk Talar,1945,"['Marszalek Pilsudski', '2001 • 7 episodios', '2000', '1991']",['Reparto'],Sin oscar
