Angie Everhart,1969,[''],"['Reparto', 'Producción']",Sin oscar
Ashley Wanninger,No data,"['La vida en rosa: Edith Piaf', 'Sex Is Comedy', 'Romance X', 'Héroes del cielo']","['Reparto', 'Arte']",Más en IMDbPro
Steffen Scheumann,1961,[''],['Reparto'],Sin oscar
Jean-Pierre Bacri,1951,[''],"['Reparto', 'Guion']",Sin Oscar
Ana Claudia Talancón,1980,[''],"['Reparto', 'Producción']",Sin Oscar
Jason Goldstein,No data,"['La LEGO película', 'Popstar', ""The Lonely Island: Natalie's Rap 2.0"", '2018', '2020']","['Sonido', 'Música', 'Banda sonora']",Sin oscar
Deepti Naval,1952,[''],"['Reparto', 'Dirección', 'Música']",Sin Oscar
Kate Holliday,1980,"['Hard Candy', 'Soap Girl', 'The Message', 'The Uncivil War - America Divided']","['Reparto', 'Maquillaje', 'Decoración']",Sin oscar
Dario Bandiera,1970,"['Italians', ""Manuale d'amore 2 (Corregido y aumentado)"", 'Albakiara', 'Manual de amor']","['Reparto', 'Equipos adicionales']",Sin Oscar
Shadi Heydari,No data,['Bemani'],['Reparto'],Sin oscar
Roy Dupuis,1963,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Adria Dawn,mayo,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Brooke Theiss,1969,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Alexandru Bindea,1957,[''],['Reparto'],Sin oscar
Nelu Dinu,No data,[''],['Reparto'],Sin oscar
Nobuyuki Katsube,1938,"['Urutora Q', '1966 • 1 episodio', '2002', 'Shintaro MizukoshiZenchii (The Cook)', 'Serie de TV']",['Reparto'],Sin oscar
Ann Hu,1968,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Sofia Boutella,1982,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Jayanto Chattopadhyay,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Tiina Pirhonen,1960,"['Vapaa pudotus', '2001–2002 • 8 episodios', '2004', 'Sinikka', 'Äiti Virtanen']","['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Reed R. McCants,1954,[''],"['Reparto', 'Música', 'Producción']",Sin oscar
Tom Sherman,No data,[''],No data,Sin oscar
Azzedine Bougherra,No data,['Rachida'],['Reparto'],Sin oscar
Dustin Hoffman,1937,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 2 premios Óscar
Anna Lise Phillips,No data,[''],['Reparto'],Más en IMDbPro
Joe Dempsie,1987,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Lauren Holly,1963,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Barbara Fixx,febrero,"['Sexual Boundaries', 'Beauty Betrayed', 'Stargate SG-1', '2001 • 1 episodio', 'Guion']","['Guion', 'Reparto', 'Producción']",Sin oscar
Fairuza Balk,1974,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Tom Ward,1971,[''],['Reparto'],Sin oscar
Giorgi Gurgulia,No data,[''],['Reparto'],Sin oscar
Kim Chang Zung,No data,['La entrega'],['Reparto'],Sin oscar
Chris Howell,No data,[''],"['Especialistas', 'Dirección de la segunda unidad o asistencia a dirección', 'Reparto']",Sin Oscar
Ben Mendelsohn,1969,[''],"['Reparto', 'Producción', 'Guion y continuidad']",Ganó 1 premio Primetime Emmy
D.J. Mendel,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Gérald Laroche,1964,"['Dante 01', 'Capone', '2004', 'Louis Douillard', 'Abel Vargas']","['Reparto', 'Composición']",Sin Oscar
Ricky Tomlinson,1939,[''],"['Reparto', 'Guion', 'Composición']",Nominado a 1 premio BAFTA
Kenneth McGregor,No data,[''],"['Reparto', 'Dirección', 'Cámara y electricidad']",Sin Oscar
Arjun Rampal,1972,[''],"['Reparto', 'Guion', 'Animación']",Sin Oscar
Woong-ki Min,No data,"['H', 'Monos enamorados', 'Nonfat', 'Happily Ever After: Fairy Tales for Every Child', '1995 • 1 episodio']",['Reparto'],Sin oscar
Branimir Brstina,1960,"['Vratice se rode', '2007–2008 • 19 episodios', 'Prota Mateja Nenadovic', 'Bogdan', 'Serie de TV']","['Reparto', 'Guion']",Sin oscar
Marklen Kennedy,1967,[''],"['Producción', 'Reparto', 'Dirección']",Sin oscar
Apurva Agnihotri,1972,[''],['Reparto'],Sin Oscar
Gogó Andreu,1919,[''],"['Reparto', 'Composición']",Sin oscar
Iva Janzurová,1941,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Saturnino García,1935,"['Justino, un asesino de la tercera edad', 'Tierra de nuestras madres', 'El día de la bestia', 'Sólo se muere dos veces']",['Reparto'],Sin Oscar
Mike McNamara,No data,[''],"['Reparto', 'Producción', 'Casting']",Más en IMDbPro
Louis Ferreira,1966,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Rona Hartner,1973,[''],"['Reparto', 'Composición', 'Guion']",Sin Oscar
Yvette Duncan,No data,"['Change of Heart', 'La ley de la bahía', '2001 • 1 episodio', '2002', '1998']",['Reparto'],Sin oscar
Zara McDowell,No data,"['Ken Park', 'La porte du coeur', 'The desert of death', 'The crazy forest']","['Reparto', 'Producción', 'Dirección de producción']",Sin oscar
Anthony Turk,1967,[''],"['Publicista', 'Reparto', 'Equipos adicionales']",Sin oscar
Khylan Jones,No data,"['Crazy as hell', 'Urgencias', '2007 • 1 episodio', 'MarciMimiPeeky', 'Película de TV']",['Reparto'],Sin oscar
Marita Zouravlioff,No data,['Mi gran boda griega'],['Reparto'],Sin oscar
Molly Blixt Egelind,1987,[''],['Reparto'],Sin Oscar
Sean Nepita,No data,"['Elizabethtown', 'Titanic', 'El embrión', 'The Lucky Girl']","['Reparto', 'Producción']",Sin oscar
Karisma Kapoor,1974,[''],"['Reparto', 'Música']",Sin Oscar
Sagar Thawani,No data,"['Kaminey', 'Pitaah', 'Hathyar: Face to Face with Reality']",['Reparto'],Sin oscar
Josie Galvez,No data,"['Takot ako, eh!', 'Bakit may kahapon pa?', 'Balahibong pusa', 'Keka']","['Sonido', 'Reparto', 'Equipos adicionales']",Sin oscar
Satish Kaushik,1956,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Tarance Edwards,No data,"['Super ligón', 'The Singles Ward', 'Charly', 'Tocados por un ángel', '2001 • 1 episodio']",['Reparto'],Sin oscar
Ronny Cox,1938,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Robert Knott,No data,[''],"['Reparto', 'Guion', 'Producción']",Más en IMDbPro
Christian Campbell,1972,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Hardy Krüger Jr.,1968,[''],"['Reparto', 'Banda sonora']",Sin oscar
Catalin Naum,No data,"['Furia', 'Portretul luptatorului la tinerete', 'O noua casa']",['Reparto'],Sin oscar
Emily Woof,1967,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Séverine Caneele,1974,[''],['Reparto'],Sin Oscar
Joe Dempsey,No data,"['Urgencias', '2001 • 1 episodio', 'Tech', 'Gil', 'Serie de TV']",['Reparto'],Más en IMDbPro
Elina Salo,1936,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Viveka Babajee,1973,"['Yeh Kaisi Mohabbat', 'Haaye Meri Billo', 'Miss Universe Pageant', '1994']",['Reparto'],Sin oscar
Jorge Alcázar,No data,"['El otro barrio', 'Cachorro', 'Rencor', 'Ataque verbal']",['Reparto'],Sin Oscar
Christi Pedigo,No data,[''],"['Reparto', 'Guion', 'Efectos visuales']",Sin Oscar
Ana Álvarez,1969,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Vincent Riotta,1959,[''],"['Reparto', 'Equipos adicionales', 'Dirección']",Sin Oscar
Nick Searcy,1959,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Elena Zuasti,1935,"['La espera', 'El ojo en la nuca', '2001', 'Reparto']",['Reparto'],Sin oscar
Dan Bell,No data,"[""Wayne's World: ¡Qué desparrame!"", 'Darkman', '60 segundos', 'Más allá de los sueños']","['Reparto', 'Especialistas', 'Producción']",Sin Oscar
Andrey Krasko,1957,[''],['Reparto'],Sin Oscar
Andrzej Mastalerz,1964,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Timo Päiväsalo,No data,['Menolippu Mombasaan'],['Reparto'],Sin oscar
Priscilla Garita,marzo,[''],['Reparto'],Sin Oscar
Daniel Lee,1991,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Sarina Röhr,1960,"['La caja 507', 'Ilman kavaluutta', '1996 • 2 episodios', '1986', '1985']",['Reparto'],Sin oscar
Frieda Pittoors,1947,"['Brimstone. La hija del predicador', 'Carácter', 'Flikken Maastricht', '2020 • 1 episodio', 'Micheline']",['Reparto'],Sin oscar
Stefano Venturi,No data,"['La increíble historia de la Isla de las Rosas', 'Los Médici: Señores de Florencia', '2016 • 1 episodio', '2021', 'Sergio Arnaldi']","['Reparto', 'Guion']",Sin oscar
Iwar Wiklander,1939,[''],['Reparto'],Sin Oscar
Ángela Molina,1955,[''],"['Reparto', 'Dirección de arte', 'Edición']",Sin Oscar
Kevin Dobson,1943,[''],"['Reparto', 'Dirección']",Sin Oscar
Carleton Bluford,No data,[''],['Reparto'],Sin Oscar
Robert Reina,No data,"['Is It Me?', 'Los Borgia', '2011 • 2 episodios', '2009', '2002']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Dermot Crowley,1947,[''],"['Reparto', 'Producción']",Sin Oscar
Tianyong Zheng,No data,"['Hero de Zhang Yimou', 'Zen', 'Zou xiang gong he', '2003 • 20 episodios']",['Reparto'],Sin oscar
Troy Garity,1973,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Il-hwa Choi,1959,[''],['Reparto'],Sin oscar
Luís Miguel Cintra,1949,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Philippe Duclos,1946,[''],['Reparto'],Sin Oscar
Mary-Louise Parker,1964,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Ganó 1 premio Primetime Emmy
Eduard Fernández,1964,[''],['Reparto'],Sin Oscar
Theresa Russell,1957,[''],"['Reparto', 'Equipos adicionales', 'Banda sonora']",Sin Oscar
Brandy Montegro,No data,['Close Enough to Touch'],['Reparto'],Sin oscar
Kjell Bergqvist,1953,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Antoine Basler,1966,"['Un profeta', 'La commanderie', '2010 • 5 episodios', '1997', '2015']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Niyaz Letif,No data,['Jiyan'],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Koyuki,1976,[''],"['Reparto', 'Equipo ejecutivo']",Sin Oscar
Ruben Pla,No data,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Isha Koppikar,1976,[''],['Reparto'],Sin Oscar
Gianfranco Barra,1940,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Michael Pas,1966,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Myrto Apostolidou,No data,"['Hardcore', 'Dyskoloi apohairetismoi: O babas mou', 'In House Jungle', 'Testosteroni']","['Dirección de la segunda unidad o asistencia a dirección', 'Cámara y electricidad', 'Equipos adicionales']",Sin oscar
Frances Anderson,1897,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Óscar
Sergey Golovkin,1956,[''],"['Especialistas', 'Dirección de la segunda unidad o asistencia a dirección', 'Reparto']",Sin Oscar
Traci L. Crouch,No data,[''],"['Reparto', 'Equipos adicionales', 'Casting']",Sin oscar
Vivien Bode,No data,['Mein erstes Wunder'],['Reparto'],Sin oscar
Cécile de France,1975,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Adrian Moore,No data,"['Copia certificada', 'Mia and Me', '2012–2014 • 26 episodios', '2008', 'Fabius (age 8)']",['Reparto'],Sin oscar
Dan Robbertse,No data,"['Invictus', 'Ali', 'The Salvation', 'Kin']","['Reparto', 'Equipos adicionales']",Sin oscar
Precious Valencia,No data,"['Super Idol', 'Shaolin Kid at ang parak', '5,5', ""Rape Victim's Friend""]",['Reparto'],Sin oscar
Julien Le Gallou,No data,"['La guerre à Paris', 'Joséphine, ange gardien', '2002 • 1 episodio', 'Jérôme', 'Corto']",['Reparto'],Sin oscar
Christophe Salengro,1953,"['La ciudad de los niños perdidos', 'La verdad sobre Charlie', 'Le défi', 'On braque pas les banques avec des fourchettes en plastique', '2010']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Banda sonora']",Sin oscar
Henning Baum,1972,[''],"['Reparto', 'Producción']",Sin Oscar
Sophia Kaushal,No data,"['Viaje sangriento', '2020 • 1 episodio', 'Aysha', 'Zina', 'Vídeo']",['Reparto'],Sin oscar
