0,1,2,3,4
,1928,[''],['Reparto'],Ganó 4 premios Primetime Emmy
Alberto Albertino,No data,[''],['Reparto'],Más en IMDbPro
Milica Stankovic,2008,"['Oluja', 'Djeca Kozare', 'Corto']",['Reparto'],Sin oscar
Irfan Zaini,No data,"['Dum Dum Dumeel', 'Pulanaivu', 'Rajathanthiram: The Piano', 'Aval Thediyathu?']",['Reparto'],Sin oscar
Kobita Shamimi,No data,"['Bithir Banan Vul Chilo', '6,7']",['Reparto'],Sin oscar
Curtis Saulnier,No data,[''],['Reparto'],Más en IMDbPro
Sadao Abe,1970,[''],['Reparto'],Sin Oscar
Agnès Jaoui,1964,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Aylin Tezel,1983,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Esnedy Milan Herrera,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Adina May Monk,No data,"[""The Next Town I'm Painting"", 'Corto']",['Reparto'],Sin oscar
Elliott Crossley,1987,[''],"['Reparto', 'Arte']",Sin oscar
German Chernykh,No data,"['Eta lyubov', 'Kapelnik', '2022 • 2 episodios', '2019 • 1 episodio']","['Reparto', 'Guion', 'Edición']",Sin oscar
Fiona Palomo,1998,[''],['Reparto'],Sin Oscar
Happy Uchendu,No data,"['Different Passion', 'Jane(as Happy Julian Uchendu)', '2015']","['Reparto', 'Producción', 'Casting']",Sin oscar
Raveender Kaur,No data,['Yaaran Da Rutbaa'],['Reparto'],Sin oscar
Linn Mildehav,No data,['Inga skuggor kvar'],['Reparto'],Sin oscar
Marija Pikic,1989,[''],['Reparto'],Sin Oscar
Adwaita Jadhav,No data,"['Tendlya', 'Tendlya', 'Trijya - Radius', 'Her Canvas']",['Reparto'],Sin oscar
Angelo Holmes,2001,"['Human', 'Human']",['Reparto'],Sin oscar
Harmal,No data,['Yaaran Da Rutbaa'],['Reparto'],Sin oscar
Amrutha Iyengar,1996,"['Badava Rascal', 'Gurudev Hoysala', 'Love Mocktail', 'Popcorn Monkey Tiger']",['Reparto'],Sin Oscar
Allen Dizon,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Pozol Lou,No data,"[""Fragments d'Amour""]",['Reparto'],Sin oscar
Arseniy Popov,1983,"['Odna doma', '6,6', '5,2', '6,1']","['Reparto', 'Dirección de arte', 'Diseño de producción']",Sin oscar
Tyler Burt,No data,[''],['Reparto'],Más en IMDbPro
Bir Tahir,No data,"['Leyla and Mecnun', '2022 • 1 episodio', 'Kerbela 680', 'Serie de TV']",['Reparto'],Sin oscar
Lova Viklund,No data,['Barfota Rop'],"['Reparto', 'Guion']",Sin oscar
Marco Ledezma,No data,[''],['Reparto'],Más en IMDbPro
Joju George,1978,[''],"['Reparto', 'Producción', 'Música']",Sin Oscar
Shelly Christian,No data,"['Your Roommate', 'Not Promised Tomorrow', 'Corto', '7,8']","['Reparto', 'Producción']",Sin oscar
Tomoko Karina,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Nusraat Faria Mazhar,1993,[''],['Reparto'],Sin oscar
Bheem Laxmiputra,No data,['O Katha'],['Reparto'],Sin oscar
Jide Kene Achufusi,No data,[''],['Reparto'],Sin oscar
Macy Price,2001,"['Jill!', 'Jackie', 'Highland Mills Townsperson', 'Brenda']","['Reparto', 'Decoración']",Sin oscar
Joseph Loeffler-Bell,No data,"['Pesticide', 'Wayward Sons', 'Serie de TV', 'Corto']","['Reparto', 'Guion', 'Producción']",Sin oscar
Faith Wisdom C.,No data,['Nze Secret'],['Reparto'],Sin oscar
Mitchell Rhodes,No data,"['Rescue', 'Smack', '2022']","['Reparto', 'Guion', 'Producción']",Sin oscar
Rodrigo Soares,No data,"['Linhas de Sangue', ""Coração d'Ouro"", '2015–2016 • 290 episodios', '2023', 'Julio']",['Reparto'],Más en IMDbPro
Davor Janjic,1969,[''],['Reparto'],Sin Oscar
Naresh Arora,No data,['A Home Away from Home'],['Reparto'],Sin oscar
Tolganay Talgat,No data,"['Tri', 'Tak sebe zima', 'Qas', 'Chuma v aule Karatas']",['Reparto'],Más en IMDbPro
Perpetual Uwaezuoke,No data,"['Third Parties', 'Reparto', '2022']","['Guion y continuidad', 'Dirección de producción', 'Reparto']",Sin oscar
Nikita Tarasov,1979,[''],['Reparto'],Sin oscar
Elisabeth Moss,1982,[''],"['Reparto', 'Producción', 'Dirección']",Ganó 2 premios Primetime Emmy
Raul Gonzalez,1977,"['¡Goool!', '¡Goool 2! Viviendo el sueño', 'RCD Mallorca vs Real Madrid', 'Reparto']",['Reparto'],Sin oscar
Darbha Appaji Ambarisha,1964,[''],['Reparto'],Sin oscar
Ashish Rawde,2005,"['Bande Utkala Janani', 'Passion of Christ 3', 'Reparto(as Asish)', 'Issac']","['Reparto', 'Guion', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Norris 'Nyke' Powell Jr.,No data,[''],['Reparto'],Sin oscar
Moisés Jiménez Carbajal,No data,['Cielo abierto'],['Reparto'],Sin oscar
Tom Wentzel,1947,"['Rauta-aika', '1982 • 3 episodios', '1996', 'Mats Degerö', 'Valère']","['Reparto', 'Dirección']",Sin oscar
Kerry Nnamdi,No data,"['Sham to Glam', 'Bliss and Blisters', 'Cámara y electricidad', '2022']","['Cámara y electricidad', 'Reparto', 'Arte']",Sin oscar
Takao Osawa,1968,[''],"['Reparto', 'Producción']",Sin Oscar
Aisekhalaye Rave David,No data,['Chaos Calling'],['Reparto'],Sin oscar
Rajesh Dhruva,No data,"['Shri Balaji Photo Studio', 'Nandhini', '2019–2021 • 32 episodios', 'Reparto', 'Dhruva']","['Reparto', 'Dirección', 'Música']",Sin oscar
Sunshine Guimary,No data,[''],['Reparto'],Más en IMDbPro
Askar Ilyasov,No data,"['The Blackout: La invasión', 'Hacia el lago', '2022 • 2 episodios', '2022', '2018']",['Reparto'],Sin oscar
Elsa Mills,No data,"['Medea', '4,1']",['Reparto'],Sin oscar
Radha Ravi,No data,[''],"['Reparto', 'Música', 'Producción']",Más en IMDbPro
Jason Flad,No data,['Stargazer'],['Reparto'],Sin oscar
