0,1,2,3,4
Tuhin Mukherjee,No data,"['Little Things', '2016', '2017', '2021', '2020']","['Dirección de fotografía y cámara', 'Cámara y electricidad']",Sin oscar
Laura Linney,1964,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Nominado para 3 premios Óscar
Tammy Blanchard,1976,[''],"['Reparto', 'Banda sonora']",Ganó 1 premio Primetime Emmy
Avinash Yelandur,No data,"['Tantiram', 'Suraari', 'RX Suri', 'Mrugashira']",['Reparto'],Sin oscar
Antonella Alleruzzo,No data,['Malamuri'],['Reparto'],Sin oscar
Gabriel Kähler,No data,['Ein Abend Ewigkeit'],['Reparto'],Sin oscar
Richard Rishi,No data,[''],"['Reparto', 'Música', 'Banda sonora']",Sin oscar
Matt Kohler,enero,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Erin Fogel,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Johnny Moreno,No data,"[""I'm Still Here"", 'Naked Angel', 'Upside Out', 'Alan']","['Reparto', 'Guion', 'Equipos adicionales']",Sin oscar
Jasmine Lemée,No data,"['Paul à Québec', 'Pays', 'Le mirage', 'Mon cirque à moi']",['Reparto'],Sin oscar
Franco Vella,1961,"['Sins Expiation', 'Walking to Paris', 'Policeman', 'Ristoratore']","['Reparto', 'Dirección de producción', 'Producción']",Sin oscar
Christopher Craig,No data,[''],['Reparto'],Sin oscar
Jason Rogers,No data,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Martin Hylander Brucker,1977,"['Profanación: Los casos del Departamento Q', 'RedaKai', '2011–2013 • 40 episodios', ""'Rambo'PolitibetjentThomas 'Rambo' Jensen"", 'Serie de TV']","['Reparto', 'Equipos adicionales', 'Casting']",Sin oscar
Xin Wang,No data,[''],"['Guion', 'Reparto', 'Producción']",Sin Oscar
Christie Troxell,No data,"['Dating Horror Stories As Reenacted by Classic Movie Monsters', 'Breathe Forward', 'Along Came a Stranger: The Killer Complex']",['Reparto'],Sin oscar
Michael Hoover,No data,"['El terror no tiene forma', 'Ángeles y demonios', 'DOA: Dead or Alive', '2010: Odisea dos']","['Efectos visuales', 'Reparto', 'Efectos especiales']",Ganó 1 premio Primetime Emmy
Wesley Saint Louis,No data,[''],['Reparto'],Sin oscar
Marcel A. Heizmann,No data,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Emerson Becker-Spector,No data,['Tabloid Vivant'],['Reparto'],Sin oscar
Cristian DeMeo,No data,[''],"['Reparto', 'Producción']",Sin oscar
Oscar Ganem,No data,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Eve Del Prado,No data,[''],"['Edición', 'Reparto']",Sin oscar
Tommie-Amber Pirie,No data,[''],"['Reparto', 'Dirección']",Sin Oscar
Mark Bogumil,mayo,[''],['Reparto'],Sin oscar
Steven Drew,No data,"['The Estate', 'A Deceitful Summer', 'Reparto', '2014']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Joachim Bißmeier,1936,"['Feliz Navidad', 'Napola, escuela de élite nazi', 'Hold-Up', 'Cartas de Berlín']",['Reparto'],Sin Oscar
David Sturzaker,No data,"[""Da Vinci's Demons"", '2013 • 3 episodios', 'Dr. Simon BondSecret Agent Bond', 'Producción', '2017']","['Reparto', 'Producción']",Sin oscar
Ray Reboul,1978,"['Vingt-et-un 21', 'Nangama', '5,4', '6,1']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección']",Sin oscar
Prakash Jais,No data,"['Jina Teri Gali Main 2', 'Takrav', 'Reparto', '2010']","['Reparto', 'Guion']",Sin oscar
Suza Kumar,No data,[''],"['Reparto', 'Cámara y electricidad']",Sin oscar
Oleg Maslennikov-Voytov,No data,"['Tri dnya v Odesse', 'Trigger', '2018 • 1 episodio', '2014']",['Reparto'],Sin oscar
Ben Lamb,enero,[''],['Reparto'],Sin oscar
Kamali,No data,"['El espantatiburones', 'Love Conquers Al', '2007', 'Whitney', 'Película de TV']","['Reparto', 'Edición', 'Edición']",Sin oscar
Bita Kaji,No data,"['Mastane', 'Maslakh', 'Highlight', 'Amin', '2015']",['Reparto'],Sin oscar
Imogen Poots,1989,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
John Fragnito,No data,['Friendship Love and Loyalty'],['Reparto'],Sin oscar
Sara Armanfar,No data,"['The Rock', 'The System', '57 Lawson']",['Reparto'],Sin oscar
Briana Evigan,1986,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mish Way,No data,"['Trash Fire', 'Paint It Black', 'White Lung: Below', '2016', '2016 • 1 episodio']","['Reparto', 'Banda sonora']",Sin oscar
Eddie Marsan,1968,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Carlo Mestroni,No data,[''],"['Reparto', 'Equipos adicionales', 'Efectos visuales']",Sin Oscar
Brendan Cowell,1976,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Hunter McClamrock,No data,[''],['Reparto'],Sin oscar
Hopper Penn,1993,[''],"['Reparto', 'Producción']",Sin Oscar
B. Jayashree,No data,"['Mookajjiya Kanasugalu', 'Kariya', 'Maasthi Gudi', 'Durgi']",['Reparto'],Sin Oscar
Krishna Kumar,No data,[''],"['Reparto', 'Guion', 'Edición']",Sin oscar
Shuang Cheng,No data,"['Shi shui yuan 48 xiaoshi', '5,4']",['Reparto'],Sin oscar
Bharata Herma,No data,['Ek Bija Mate'],['Reparto'],Sin oscar
Michael Monteiro,No data,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Ciera Payton,enero,[''],"['Reparto', 'Guion', 'Equipos adicionales']",Sin oscar
Bruno Pejlak,No data,['Minor'],['Reparto'],Sin oscar
Conor Brophy,No data,"['Passengers', 'Multiplayer', 'Corto', 'Producción']","['Producción', 'Reparto', 'Guion']",Sin oscar
Jane Alderman,1939,"['Llamaradas', 'Gente corriente', 'Asesinos natos', 'Separados']","['Dirección de casting', 'Casting', 'Reparto']",Sin Oscar
Constantin Tripes,No data,[''],['Reparto'],Sin oscar
Bhasupathi Ra,No data,['Endru Thaniyum'],['Reparto'],Sin oscar
Lio Tipton,1988,[''],"['Reparto', 'Producción', 'Guion y continuidad']",Sin oscar
Thure Lindhardt,1974,[''],"['Reparto', 'Dirección', 'Producción']",Sin Oscar
Ladson Deyne,1964,"['Philip Morris ¡Te quiero!', 'The Dirt', 'Sub Rosa', 'Submarine Commander']",['Reparto'],Sin oscar
D'neka Patten,No data,"['Modern Runaway', '7,7']",['Reparto'],Sin oscar
Miguel Velez,No data,"['Kolej na milosc', 'Rebellious Children of the Unconscious', 'Serie de TV', 'Videoclip']","['Guion', 'Dirección', 'Producción']",Sin Oscar
Lydia Hearst,1984,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Kenny Thompson,1984,"['Casualty', '2009 • 1 episodio', 'Joseph', 'Miniserie de TV', '7,4']","['Reparto', 'Banda sonora']",Sin oscar
Ian Roberts,1965,[''],"['Reparto', 'Guion', 'Producción']",Ganó 1 premio Primetime Emmy
Uju Okoli,No data,"['Echoes of Love', 'Dara(as Uju Okolie)', '2018']","['Reparto', 'Guion y continuidad']",Sin oscar
Daniel Thompson,1988,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Sofia Black-D'Elia,1991,[''],['Reparto'],Sin Oscar
Kierston Wareing,1976,[''],['Reparto'],Nominado a 1 premio BAFTA
Zé Pedro Baroni,No data,"['Legítima Defesa', '2020', '2018', '2019']","['Dirección de arte', 'Reparto', 'Producción']",Sin Oscar
Laura Bruij-Williams,No data,['The Student Body'],No data,Sin oscar
Patricia Valle,No data,"['Chicas paranoicas', 'Cuerpo de élite', 'Estoy vivo', '2017–2018 • 21 episodios']",['Reparto'],Sin oscar
Kishor Khatiwada,No data,"['Dhuwani', '7,0', 'Reparto', '2018']",['Reparto'],Sin oscar
Brandon Phillips,No data,[''],['Reparto'],Sin oscar
Jayne Atkinson,1959,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Baikenzhe Belbayev,1951,"['Posledniy perekhod', '6,2', '6,6', '6,3']",['Reparto'],Sin oscar
Chedly Arfaoui,No data,"['Bolice', '2015–2016 • 48 episodios', '2011', '2017', '2016']","['Reparto', 'Guion']",Sin oscar
Rico Hizon,No data,"['Amenazados en la red', 'World Business Report', 'Brigada siete', 'BBC News 24', '2011 • 2 episodios']",['Reparto'],Sin oscar
Kwang-su Lee,No data,"['Dian zi ge men zhan shi', 'Sao hei te qian dui', 'Cyber jeonsa', 'Reparto']",['Reparto'],Sin oscar
Fares Fares,1973,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Dione Avila De Oliveira,No data,['Rifle'],['Reparto'],Sin oscar
Jenny Kost,No data,['Malvolio'],['Reparto'],Sin oscar
Seu Jorge,1970,[''],"['Music Artist', 'Música', 'Reparto']",Sin Oscar
Christopher Gorham,agosto,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Boris Komnenic,1957,"['Vratice se rode', '2007–2008 • 18 episodios', ""Aleksandar 'Sasa' Popadic"", 'Janko Safarik', 'Sasa Popadic']",['Reparto'],Sin oscar
Catherine Aymerie,1961,"['Ce jour là, tout a changé', '2009 • 1 episodio', '1988', '1992', 'Alexandra']",['Reparto'],Sin oscar
Rej George,No data,['Partee'],['Reparto'],Sin oscar
Ridwan Ghany,No data,[''],['Reparto'],Sin oscar
Caspar Phillipson,1971,[''],['Reparto'],Sin Oscar
John Wells,1956,[''],"['Producción', 'Guion', 'Dirección']",Ganó 6 premios Primetime Emmy
James Talbott,No data,No data,['Equipo ejecutivo'],Sin oscar
Jose Canseco,1964,[''],['Reparto'],Sin Oscar
Teri Loretto,No data,[''],['Reparto'],Sin oscar
Ivan Sandomire,septiembre,"['Mendy', 'Diverge', 'Destino: Woodstock', 'Celebrity Deathmatch', '2001 • 1 episodio']","['Reparto', 'Guion', 'Composición']",Sin Oscar
Corey Stoll,1976,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Anya McKenna-Bruce,No data,[''],"['Reparto', 'Banda sonora']",Sin oscar
Demi Georpalidis,No data,['Awake for a Moment'],['Reparto'],Sin oscar
Clara Pasieka,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin oscar
Joe Atkinson,No data,['The Prince of Egypt: Live from the West End'],['Reparto'],Sin oscar
Kostas Dimitriou,No data,"['The Road to Ithaca', 'Hasaboulia tis Kyprou', 'The Aphrodite Inheritance', '1979 • 2 episodios']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Mateo Arias,1995,[''],"['Reparto', 'Composición', 'Arte']",Sin Oscar
Stephanie Silk,No data,['On the House'],['Producción'],Sin oscar
David Hess,1936,[''],"['Reparto', 'Composición', 'Música']",Sin oscar
Timothy R. Lane,No data,['Oxenfree'],['Reparto'],Sin oscar
Garland Lyons,No data,"['Restless', 'Vicious', 'Las reglas del juego', '2010 • 1 episodio', 'Agent John Mattheson']",['Reparto'],Sin oscar
Jamey DuVall,No data,"['Lamp Post Lane', 'Nothing in the Dark']",['Reparto'],Sin oscar
Karishma Ahluwalia,No data,[''],"['Reparto', 'Maquillaje']",Sin oscar
Girish Pardeshi,No data,"['Shri Krishna', '1993–1997 • 216 episodios', '2022', '2019']","['Reparto', 'Equipos adicionales']",Sin oscar
Diego Manzano,No data,"['Desierto', 'La bala de Dios', 'Blackout', 'Placa de Acero']","['Dirección de la segunda unidad o asistencia a dirección', 'Reparto']",Sin oscar
Peter Ferdinando,No data,[''],['Reparto'],Sin Oscar
Motamma,No data,['Jagruthi'],['Reparto'],Sin oscar
Joseph Aviel,No data,[''],"['Reparto', 'Especialistas', 'Producción']",Sin oscar
Chris O'Dowd,1979,[''],"['Reparto', 'Producción', 'Guion']",Ganó 1 premio Primetime Emmy
Shree Shruthi,No data,"['Neeyillathe', '2016']",['Reparto'],Sin oscar
Julian Gavilanes,1986,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Tina Akhondtabar,No data,"['Scandal', 'Parmida', 'Reparto', 'Reparto']",['Reparto'],Sin oscar
Greg G. Bailey,No data,['A Portrait Asunder'],['Reparto'],Sin oscar
Anshu Khatri,No data,['Chhupam Chhaai'],['Reparto'],Sin oscar
Danny Goldring,1946,[''],['Reparto'],Sin Oscar
Campbell Scott,1961,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Mia Christou,No data,[''],"['Reparto', 'Producción', 'Vestuario']",Sin Oscar
Mara Hernandez,No data,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Steve Quin,No data,['Red Snow'],['Vestuario'],Sin oscar
Danial Mahmudnia,No data,"['Khodaye Kaghaz', 'Payiz', 'Reparto', '2018']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Dirección']",Sin oscar
Sanjaysinh Chauhan,No data,"['Padkar', '7,1', 'Reparto']",['Reparto'],Sin oscar
Reza Dehghan,No data,"['Children of Heaven', 'Sizdah', 'Ghararemon Park Shahr', 'Farzand Khandeh']",['Reparto'],Sin oscar
Derek Hamilton,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Summer Crockett Moore,No data,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
Sanjjanaa,1989,[''],['Reparto'],Sin oscar
Haris Burina,1963,"['Nafaka', 'Dnevnik masinovodje', '2016 • 2 episodios', '2006 • 18 episodios', '1991']",['Reparto'],Sin oscar
HannahFranchesca Samuel,No data,"['Injustice', 'Far from the Altar', 'The Lost Footage', 'Man Made']",['Reparto'],Sin oscar
Judi Dench,1934,[''],"['Reparto', 'Música', 'Dirección']",Ganó 1 premio Óscar
Camille Saviola,1950,[''],"['Reparto', 'Banda sonora']",Sin oscar
Jay Sosnicki,No data,"['God Gives Notice', 'Aurora', 'Big Sky', '8,0']","['Reparto', 'Guion', 'Producción']",Sin oscar
Nalani Jay,No data,"['Alyxa', 'Guion', 'Guion']","['Guion', 'Reparto', 'Sonido']",Sin oscar
Ryan Kaercher,No data,"['Hell Hath No Fury', 'Darkness of Man', 'Mort in Sherman Oaks', 'Diseño de producción']","['Diseño de producción', 'Dirección de arte']",Sin oscar
Paul Bond,No data,[''],['Reparto'],Sin Oscar
Steve Davis,No data,[''],['Reparto'],Sin oscar
Xinyu Zhou,No data,['Ai qing bu deng shi'],['Reparto'],Sin oscar
Sanjay Mishra,1963,[''],"['Reparto', 'Cámara y electricidad', 'Composición']",Sin Oscar
Keenan Kampa,No data,[''],['Reparto'],Sin oscar
Roger Brice Sobgo,No data,"['Un duo en duel', '4,4', '8,9', 'The King']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Shawna Campbell,No data,['The City of Crosses'],['Reparto'],Sin oscar
AJ Donnelly,1980,[''],"['Reparto', 'Producción']",Sin oscar
Bulat Asylov,No data,['A Heart of Mother'],['Reparto'],Sin oscar
Steve Blaze,No data,"['Psychotica', '2021', '2004', '1988', '1989']","['Reparto', 'Composición', 'Producción']",Sin oscar
Larrs Jackson,No data,"['Historias de San Valentín', 'Princesa por sorpresa 2', 'Nada en común', 'The Fate of All Dreams']","['Reparto', 'Banda sonora']",Sin oscar
Bobbi Salvör Menuez,1993,[''],"['Reparto', 'Guion', 'Diseño de vestuario']",Sin oscar
Roney Facchini,1953,"['Rio Heroes', '2018–2019 • 8 episodios', '2017', '2005', 'Fréderic']",['Reparto'],Sin oscar
Luke Sanson,No data,[''],['Reparto'],Sin oscar
Asia Lynn Pitts,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Mona Sishodia,septiembre,[''],"['Reparto', 'Equipos adicionales', 'Cámara y electricidad']",Sin oscar
Aaron Ashab,No data,"['London Love Story', 'Slank Nggak Ada Matinya']",['Reparto'],Sin oscar
Thabo Rametsi,No data,"['The Giver', 'La bestia', 'El asedio de Silverton', 'Kalushi: The Story of Solomon Mahlangu']","['Reparto', 'Producción', 'Dirección']",Sin Oscar
Snizhana,No data,"['Jasmine Lingerie AW2018 Kiev Fashion', '2018']",No data,Sin oscar
Jerry Eselgroth,No data,"['Mexica Curse', 'Western X']",['Reparto'],Sin oscar
Michael Ian Black,1971,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Arkadiusz Janiczek,1974,[''],"['Reparto', 'Guion']",Sin Oscar
Montserrat Lombard,1982,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Ava Kolker,2006,[''],"['Reparto', 'Producción']",Sin Oscar
Myrna Velasco,No data,[''],['Reparto'],Sin oscar
Landysh Hakimova,No data,['A Heart of Mother'],"['Reparto', 'Guion', 'Edición']",Sin oscar
Kiran Kumar,1953,[''],['Reparto'],Sin Oscar
L.N. Mukundaraj,No data,['Jagruthi'],['Reparto'],Sin oscar
Jeevan Ullal,No data,"['Kudhkana Madme', 'Reparto']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección']",Sin oscar
Peter Skeie,No data,['Astronauter og filmstjerner'],['Reparto'],Sin oscar
Alex Reed,No data,"['The Cul De Sac', '2018 • 6 episodios', '2015', '2021']","['Producción', 'Guion']",Sin oscar
Ashley Avci,No data,"['Housos', '2011–2022 • 19 episodios', 'Jenny the Junkie', 'Rhianne', 'Ashley - Junkie']",['Reparto'],Sin oscar
Jennifer Bouchard,No data,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Will Yun Lee,marzo,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Charles Dierkop,1936,[''],['Reparto'],Sin Oscar
Becky Boyd,No data,"['Gritz', 'Clairvoyance the Ellis Files', '2015 • 1 episodio', '2020']",['Reparto'],Sin oscar
Brielle Deruise,No data,"[""You're My One"", 'Ladies Like Us', '2014 • 1 episodio', '2018']",['Reparto'],Sin Oscar
Laura Innes,1957,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 3 premios Primetime Emmy
Dustin Hale,No data,"['Mexica Curse', 'You Are Not Alone', 'Western X', 'Puppet Show', '2008']","['Reparto', 'Especialistas']",Sin oscar
Dharma,No data,"['Maanikya', 'Indru Netru Naalai', 'Kotigobba 2', 'Navagraha']",['Reparto'],Sin oscar
Richard Lawton,No data,"['Friendship Love and Loyalty', '9,8', 'Six Pack', 'The Killing']",['Reparto'],Sin oscar
Kadir Isik,No data,['Ein Abend Ewigkeit'],['Reparto'],Sin oscar
Estefania Borge,No data,"['La septima puerta', '2004–2005 • 259 episodios', '2016', '2016', 'Hannah Riva Palacio Ramón(as Estefanía Borge)']",['Reparto'],Sin oscar
Behar Djemali,No data,['Fluefangeren'],['Reparto'],Sin oscar
Mahi Parasuraman,No data,"['Mersal', 'The Great Father', 'Perazhagi ISO', 'Poya Velaya Patthukkittu']",['Reparto'],Sin oscar
Adam Herschman,No data,No data,No data,Sin oscar
Mike Snavely,No data,"['Drugs & Other Love', 'Wonders Without Number', 'Creation in the 21st Century', '2014–2018 • 18 episodios']",['Reparto'],Sin oscar
Jacob Tremblay,2006,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Kristen Hansen,No data,[''],"['Reparto', 'Dirección', 'Equipos adicionales']",Sin Oscar
Herman Kimpo,1992,"[""L'esprit du Prophète"", 'Le pasteur', '2016']",['Reparto'],Sin oscar
Tani Dibasey,No data,"['Ragnarok', '2020–2021 • 11 episodios', 'Global employee', 'Jonatan(as Tani Hansen)', 'John']",['Reparto'],Sin oscar
Gururaj Hosakote,No data,"['Shishya', '7,1', '4,4', 'Música']","['Música', 'Reparto', 'Composición']",Sin oscar
Seiji Okabe,No data,"['Saddo tî', 'Kotei no hebi']",['Reparto'],Sin oscar
Christopher Waun,No data,"['Being Human', '2010', '2016', '2014', '2010']",['Reparto'],Sin oscar
Jie Zhang,No data,[''],"['Dirección de fotografía y cámara', 'Cámara y electricidad', 'Dirección']",Sin Oscar
Jaye Taylor,No data,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin oscar
Rob Brydon,1965,[''],"['Reparto', 'Guion', 'Producción']",Nominado a 5 premios BAFTA
Dorsa Beheshti,No data,"['One Night in Tehran', 'Ghararemon Park Shahr']",['Reparto'],Sin oscar
Jeffrey Holland,1946,[''],"['Reparto', 'Banda sonora']",Sin oscar
Vishnu Vallabha,No data,[''],"['Equipos adicionales', 'Producción', 'Reparto']",Sin oscar
Michael Jai White,1967,[''],"['Reparto', 'Guion', 'Producción']",Sin Oscar
Dylan Cook,1992,[''],"['Reparto', 'Arte', 'Equipos adicionales']",Sin oscar
Michael Kelly,1969,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 4 premios Primetime Emmy
Florine Nimbi,No data,"[""L'aveu""]",['Reparto'],Sin oscar
Radha Ramachandra,No data,[''],['Reparto'],Sin oscar
Bill Lake,No data,[''],['Reparto'],Sin oscar
Eric T. Miller,1981,[''],"['Reparto', 'Equipos adicionales']",Sin Oscar
Pablo Cerda,1980,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Christopher Berry,No data,[''],['Reparto'],Sin oscar
Samuel Hunt,1986,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Scarlett Johansson,1984,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 2 premios Óscar
Henry Goodman,1950,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Dominic Lorange,No data,"['Faces and Mirrors', '6,6', 'Corto', '8,4']",['Reparto'],Sin oscar
Steve Stanulis,No data,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Leona Lishoy,1991,[''],['Reparto'],Sin Oscar
Jared Abrahamson,1987,[''],"['Reparto', 'Producción']",Sin Oscar
Ryô Anraku,No data,"['Shiawaseya', 'Videoclip']",['Dirección'],Sin oscar
Jessica Greco,1980,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Jesse Metcalfe,1978,[''],"['Reparto', 'Producción', 'Banda sonora']",Sin Oscar
Maryam Kavyani,No data,"['Deportees 3', 'Havoo', '5 khorshid', '2010']",['Reparto'],Sin oscar
Lara Grice,1971,[''],['Reparto'],Sin oscar
Roger Hendricks Simon,No data,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
