0,1,2,3,4,5,6,7,8,9,10
tt27166202,Direct Message,Movie,Drama,2023,3.0,NO DATA,"['tt27166202', 'Stephanie Zibili', 'Daniel Abua', 'Eso Dike', 'Dior Adiele', 'Demi Banwo', 'Yesli Ikemefuna', 'Molawa Onajobi', 'Nwosu Chidimma', 'Kevin T. Solomon', 'Ebere Ogbaji']",[],"Feeling neglected by her husband, a woman has an affair that comes back to bite her. She must find a way out of her predicament so as to protect her marriage.",NO DATA
tt27166356,Ninguém É de Ninguém,Movie,Drama,2023,4.0,NO DATA,"['tt27166356', 'Renata Castro Barbosa', 'Paloma Bernardi', 'Carol Castro', 'Danton Mello', 'Rocco Pitanga']",[],,100
tt27166509,I Choose You,Movie,Drama,2023,5.0,NO DATA,"['tt27166509', 'Margaret Hoggard', 'Robert Q Jackson', 'Shanae Johnson', 'Jason Sims', 'Ashley Smith', 'Ashley Soulei', 'Jalisa Williams', 'Jalissa Williams', 'Bruce Young']",[],,NO DATA
tt27166618,Colorless Anamorphic World,Movie,Drama,2023,3.0,NO DATA,"['tt27166618', 'Rob Tyler']",[],A man searches for the idea woman to impregnate and become the mother of his child.,NO DATA
tt27170054,Doktor,Movie,Drama,2023,4.0,NO DATA,"['tt27170054', 'Anna Begunova', 'Igor Chernevich', 'Anna Churina', 'Tatyana Grishkova', 'Roman Konoplyov', 'Tatyana Korovina', 'Denis Loginov', 'Sergey Puskepalis', 'Elena Susanina', 'Olga Tsirsen']",[],"At night, a terrible event occurs in the psycho-neurological department for adolescents - one of the patients almost dies. Adults assume that the culprit of the night incident is one of the guys. Doctors fear that history will repeat itself and end in tragedy. There is a version that teenagers play ""dog buzz"", a game of suffocation at night. Ivan Khristoforov, a talen... Leer todo",120
tt27170832,Sindrom,Movie,Drama,2023,11.0,NO DATA,"['tt27170832', 'Oksana Akinshina', 'Alina Alekseeva', 'Kristina Ayvazovskaya', 'Polina Bakhtigozina', 'Valeriy Borisov', 'Evgeniya Dobrovolskaya', 'Kirill Käro', 'Anastasiya Leonteva', 'Nikolay Machulskiy', 'Samad Mansurov']",[],"A terrible car accident turns Masha and Kirill's life upside down. The girl does not recognize her husband - he becomes frighteningly perfect. More and more strange coincidences, images and signs indicate that it is dangerous for Masha to trust herself.",84
tt27171787,National Theatre Live: Good,Movie,Drama,2023,4.0,NO DATA,"['tt27171787', 'David Tennant', 'Elliot Levey', 'Sharon Small']",[],"As the world faces its Second World War, John Halder, a good, intelligent German professor, finds himself pulled into a movement with unthinkable consequences.",160
tt27179303,The Best Worst Love Story Ever Told,Movie,Drama,2023,2.0,NO DATA,"['tt27179303', 'Ray Adeka', 'Ivy Blessing Agbo', 'Mary Ann Apollo', 'Agatha Gambo', 'Miracle Zinta Joel', 'Titi Joseph', 'Ik Ogbonna']",[],,NO DATA
tt27179389,Dinner is Served,Movie,Drama,2023,2.0,NO DATA,"['tt27179389', 'Daniel Abua', 'Baaj Adebule', 'Diana Childs', 'Chris Esomchi', 'Christiana Martin', 'Kenneth Nwadike', 'Chioma Nwosu', 'Bolaji Ogunmola', 'Deyemi Okanlawon']",[],A dinner weekend between friends stirs up emotional tension and opens old wounds from their pasts.,NO DATA
tt27179438,Playing by Heart,Movie,Drama,2023,3.0,NO DATA,"['tt27179438', 'Rachel Anthony', 'Audrey Harrison', 'Caroline Igben', 'Bolaji Ogunmola', 'Jasmine Olarotimi', 'Kunle Remi', 'Oluboyo Solomon']",[],,NO DATA
tt27179506,Ebi,Movie,Drama,2023,3.0,NO DATA,"['tt27179506', 'Adunni Ade', 'Abayomi Alvin', 'Chinonso Arubayi', 'Dianne Chukwu', 'Mofe Duncan', 'Tomi Ojo']",[],,NO DATA
tt27179509,Yours Regardless,Movie,Drama,2023,3.0,NO DATA,"['tt27179509', 'Gloria Anozie', 'Uzor Arukwe', 'Michael O. Ejoor', 'Ebenezer Eno', 'Bolaji Ogunmola', 'Biodun Stephen', 'Owumi Ugbeye']",[],,NO DATA
tt27179834,Chalga,Movie,Drama,2023,3.0,NO DATA,"['tt27179834', 'Eleonora Ivanova', 'Tsvetelina Stoyanova', 'Lyubomir Neikov', 'Niya Aleksandrova', 'Gergana Arnaudova', 'Yasen Atanasov', 'Iva Atanasova', 'Jasmin Baicheva', 'Tanya Boeva', 'Nikolai Bojkov']",[],"A small-town girl pursues her dream of becoming a pop-folk singer, but obstacles threaten her spiritual well-being. She befriends a girl who escaped a mental hospital, and they bond while navigating the music industry and life.",112
tt27182350,Between Worlds,Movie,Drama,2023,1.0,NO DATA,"['tt27182350', 'Nyallay Sia Kamara', 'Ishmael Mauzi', 'John S. Minah']",[],,NO DATA
tt27182556,Affection,Movie,Drama,2023,1.0,NO DATA,"['tt27182556', 'Ram Dee', 'George Gabidon', 'Fatmata Peggie Noumedem']",[],,NO DATA
tt27178378,Nizhalazham,Movie,Drama,2023,3.0,NO DATA,"['tt27178378', 'Bilas Chandrahasan Nair', 'Akhila Nath', 'Siji Pradeep', 'Viswam Vivek']",[],,NO DATA
tt27182841,The Queens Court,Movie,Drama,2023,2.0,NO DATA,"['tt27182841', 'George Amoako', 'Mark Anderson', 'Mallory Austin', 'Rochelle Bailey-Vaughan', 'Courtney Banks', 'Kenerah Baul', 'Terran Berry', 'Rude Boie', 'Taylor Cain', 'Tierra Chambers']",[],No criminal activity happens without the permission of the Queens Courts. Those who don't follow the rules are dealt with swiftly and decisively.,68
tt27190932,Gekijou-ban utsukushii kare~eternal~,Movie,Drama,2023,4.0,NO DATA,"['tt27190932', 'Riku Hagiwara', 'Yûsei Yagi', 'Akira Takano', 'Motoki Ochiai', 'Sawa Nimura', 'Kentaro Maeda', 'Marika Yamakawa']",[],"The quiet, friendless ""loner"" at the bottom of the class falls in love at first sight with the overwhelmingly beautiful, ruthless and popular ""King"" Kiyoi.",103
tt27191853,Spider-Man: Bounty,Movie,Drama,2023,12.0,NO DATA,"['tt27191853', 'Maxwell Haman', 'Christian Hobbs', 'Joel Harris', 'Conner Babcock', 'Angel Gonzalez', 'Shanie Lightbourne', 'Clarke Adriana', 'Hausburg Gavin', 'Job Harris', 'Louis Viart']",[],"After Neds untimely death, Peter (Joel Harris) is faced with guilt, shame, and depression. While overcoming his struggles, he has to pick up the mantle one more time to keep his friends and family from out of danger.",NO DATA
tt27191834,Sari,Movie,Drama,2023,5.0,NO DATA,"['tt27191834', 'Ajinkya Raut', 'Ritika Shrotri', 'Pruthvi Ambaar', 'Ashish Athawle', 'Shivani Athawle', 'Netra Atul', 'Gokul Chakravarthy', 'Ravandur Chandan', 'Nanda Gopal', 'Sandeep Honrao']",[],"Introverted girl whose routine life brightens up when she falls for Rohit, one of her fellow college mates. Will they be together?",128
tt27192026,School College Ani Life,Movie,Drama,2023,4.0,NO DATA,"['tt27192026', 'Rajratna Bhojane', 'Jitendra Joshi', 'Ashish Kapsikar', 'Ishaan Khopkar', 'Karan Parab', 'Tejasswi Prakash']",[],"A look at childhood memories, youth, friendship and the love story of a lifetime.",NO DATA
tt27196373,Un bosque en silencio,Movie,Drama,2023,3.0,NO DATA,"['tt27196373', 'Iñaki Aldao', 'Andrea Bonelli', 'Antonella Ferrari', 'Carlos Kaspar', 'Víctor Laplace', 'Lorena Vega']",[],,91
tt27191541,Mitat,Movie,Drama,2023,4.0,NO DATA,"['tt27191541', 'Kadir Dogulu', 'Sinan Albayrak', 'Dilek Serbest', 'Bülent Çolak', 'Ipek Filiz Yazici', 'Beril Acar', 'Eda Akalin', 'Ayla Akay', 'Alican Altun', 'Bülent Baytar']",[],"It tells the life of Mitat Karaman, who has an extremely ordinary life who goes from home to work, from work to home, when she wakes up one night when the bell rings and opens the door of the apartment by pressing the doorphone button.",101
tt27197121,Snacks,Movie,Drama,2023,3.0,NO DATA,"['tt27197121', 'Spencer Bonds', 'Xico Del Sol', 'Preston Dupri', 'Ivan Mauricio Fruehan', 'Brendan Gaffey', 'Mark Halfon', 'Justin Latham', 'Quentin Livingston', 'Daniel Lyndsey', 'David Lyndsey']",[],"Chris wrote his first film and optioned it. Taking a risk he produced his movie by fronting it himself. On his next film he needs a story and capital, yet he deals with psychosis. Family and friends play a huge role in his life in how he moves with society. Chris tends to isolate himself to be creative, yet his mind and actions go other ways and leaves his emotions fl... Leer todo",138
