0,1,2,3,4,5,6,7,8,9,10
tt5598160,Jeune femme,Movie,Drama,2017,11.0,NO DATA,"['tt5598160', 'Laetitia Dosch', 'Souleymane Seye Ndiaye', 'Grégoire Monsaingeon', 'Jean-Christophe Folly', 'Nathalie Richard', 'Arnaud de Cazes', 'Zirek', 'Philippe Lasry', 'Marie Rémond', 'Jean-René Lemoine']",[],"Con treinta y pocos años, sin blanca y tras una humillante ruptura, una joven entusiasta pero sin rumbo lucha por salir adelante en la bulliciosa metrópoli parisina. Si puede hacerlo allí, lo podrá hacer en cualquier lugar.",NO DATA
tt5598084,Adaption,Movie,Drama,2017,9.0,NO DATA,"['tt5598084', 'Chloe Sue Jansen', 'Michael-John Phillip', 'Albert Maritz', 'Matthew Dylan Roberts', 'Sherman Smart', 'Maxine Anderson', 'Sean Habib', 'Tamlynn Johannes', 'Lisa Brand', 'Emma Branonetti']",[],"A shy aspiring writer must face her critical inner voice and adapt her short story for the stage, when a struggling actor and his uncle, a played out director, put on the play with their own motives in mind.",75
tt5601792,The Meanest Man in Texas,Movie,Drama,2019,5.0,NO DATA,"['tt5601792', 'Mateus Ward', 'Jamie McShane', 'Alexandra Bard', 'Casey Bond', 'Ben Reed', 'James Morrison', 'Michael Monks', 'Isabella Acres', 'Richard Riehle', 'Anthony Guerino']",[],"Based on the book,""The Meanest Man in Texas"" is the true story about Clyde Thompson, who in 1928 was convicted of multiple murders and sentenced to death, but was miraculously paroled. Thompson gained a reputation as the meanest man in Texas while working hard labor in prison, until he meets Julia Perryman, and finds love and redemption.",Formato min incorrecto
tt5604002,"M. Pearls, A.A.L. The Movie",Movie,Drama,2017,4.0,NO DATA,"['tt5604002', 'Joanna Ferbrache', 'Sybil Presley', 'Tima Smith', 'Teri Probst', 'William Harper', 'Carmen Schmid', 'Shawana Davis', 'Edwin Saunders', ""Richard 'Rick' Self"", 'Terrance Maxwell']",[],"Follow the journey of a determined young woman who now finds that age has fast approached and she has nothing left to depend on but her faith, perseverance, and hope to help her get through the toughest court case of her life.",88
tt5602506,"Grace, Who Waits Alone",Movie,Drama,2017,7.0,NO DATA,"['tt5602506', 'Georgia Temple']",[],A luxuriously spare immersion into a young woman's world of solemn & solitary romantic devotion.,81
tt5603524,Cloud Gamez: The Road to the Chronathalon,Movie,Drama,2017,4.0,NO DATA,"['tt5603524', 'Cali June', ""Omar 'Amaru' D. Lewis Sr."", 'Dr. Db Kush', 'Jon Gonzalez', 'Charley McMullen', 'Curt Fletcher', 'Fredrick Moore', 'Chris Medina', 'Maurae Gab', 'Paul Cardozo']",[],A dark comedy about a group of misfits who are brought together to win the mother of all cannabis smoking competitions.,90
tt5607684,Cine a ucis Craciunul?,Movie,Drama,2018,2.0,NO DATA,"['tt5607684', 'Valer Dellakeza', 'Dana Dogaru', 'Alexandra Fasola', 'Teodor Ghita', 'Lari Giorgescu', 'Emanuel Lazarescu', 'Ionel Mihailescu', 'Paula Rotar', 'Mircea Rusu']",[],"A story based on a real event, the tragic case of a family from an isolated village, in the Danube grinds. Ana, who lives abroad, returns to her native village in the Danube Delta, in order to take part in her grandfather Dumitru's funeral. Everything takes a sudden turn when Ana discovers the tragic events that her grandparents had gone through, caused by the traditi... Leer todo",100
tt5609672,Luis,Movie,Drama,2017,12.0,NO DATA,"['tt5609672', 'Axel Mansilla', 'Alfonso Rodríguez', 'Luis Manuel Aguilo', 'Irvin Alberti', 'Dalisa Alegria', 'Elias Caamaño Perez', 'Rene Castillo', 'Miguel Céspedes', 'Sergio Echenique', 'Cheddy García']",[],"El coronel Rosario es reconocido como un policía ejemplar y heroico. Cuando su hijo más joven infringe la ley, ambos caen en la trampa de las contradicciones.",100
tt5607122,The Silk Iris,Movie,Drama,2017,,NO DATA,"['tt5607122', 'Aury Barnett', 'Tijana Bennett', 'Hana Holubec', 'Michael Lake', 'Helena Oliviera']",[],"After her dementia diagnosis, Loretta's only son Gary has essentially left her to live her life alone at Oakwood Retirement Home. After a few months, Loretta has quickly realized that Oakwood isn't the retirement paradise the peppy ad and enticing brochure had promised; but rather a bleak and lifeless housing facility she's doomed to spend the last days of her life in... Leer todo",NO DATA
tt5605076,Andover,Movie,Drama,2018,5.0,NO DATA,"['tt5605076', 'Jonathan Silverman', 'Jennifer Finnigan', 'Richard Kind', 'Angela Kinsey', 'Beth Grant', 'Scout Taylor-Compton', 'Steven Bauer', 'GeorgeAnne Carden', 'Bonnie Deutsch', 'Chloe Doyle']",[],"A genetics professor clones his dead wife, over and over, in a desperate attempt to get her back exactly as she was.",NO DATA
