tt0096056,Crime and Punishment,Movie,Drama,2002,6.0,NO DATA,"['tt0096056', 'Crispin Glover', 'Vanessa Redgrave', 'John Hurt', 'Margot Kidder', 'John Neville', 'Sophie Ward', 'Richard Lynch', 'Patricia Hayes', 'Matt Servitto', 'Theodore Bikel']",[],A modern day adaptation of Dostoyevsky's classic novel about a young student who is forever haunted by the murder he has committed.,NO DATA
tt0118926,The Dancer Upstairs,Movie,Drama,2004,1.0,NO DATA,"['tt0118926', 'Javier Bardem', 'Laura Morante', 'Juan Diego Botto', 'Elvira Mínguez', 'Alexandra Lencastre', 'Oliver Cotton', 'Luís Miguel Cintra', 'Javier Manrique', 'Abel Folk', 'Marie-Anne Berganza']",[],Un detective de la policía de un país sudamericano se dedica a dar caza a un líder guerrillero revolucionario.,NO DATA
tt0119980,Random Shooting in L.A.,Movie,Drama,2002,7.0,NO DATA,"['tt0119980', 'Barbara Lindsay', 'Michael Dempsey', 'Zachary Levin', 'Shan Makor Prum', 'Leah Grant', 'Julie Berke', 'Dale Godboldo', 'Peter Simmons', 'Jane Leigh Connelly', 'Skye Renfro']",[],The seamy side of Los Angeles is revealed through the lens of a stolen video camera as it passes through a succession of owners.,91
tt0120679,Frida,Movie,Drama,2003,1.0,NO DATA,"['tt0120679', 'Salma Hayek', 'Alfred Molina', 'Geoffrey Rush', 'Mía Maestro', 'Amelia Zapata', 'Alejandro Usigli', 'Diego Luna', 'Lucia Bravo', 'Valeria Golino', 'Patricia Reyes Spíndola']",[],"Una biografía de la artista Frida Kahlo, que canalizó el dolor de una lesión debilitante y de su tempestuoso matrimonio en su trabajo.",91
tt0130255,Shivam,Movie,Drama,2002,6.0,NO DATA,"['tt0130255', 'Biju Menon', 'Saikumar', 'Murali', 'N.F. Varghese', 'Gopika Anil', 'Kousalya', 'Subair', 'Ratheesh', 'Babu Namboothiri', 'T.P. Madhavan']",[],"Bhadran, an efficient police officer, fights against all the injustice in the society. He faces many challenges when he encounters Devarajan, a smuggler.",NO DATA
tt0149253,Texas 46,Movie,Drama,2002,5.0,NO DATA,"['tt0149253', 'Roy Scheider', 'Robert Farrior', 'Luca Zingaretti', 'Vincent Riotta', 'Sue Cremin', 'Charles Fathy', 'Giampiero Judica', 'Luciano Miele', 'Mario Opinato', 'Asya Chakarova']",[],"During the final days of World War II, an Italian prisoner of war in Texas is left in the hands of the camp's commander, the only soldier remaining to guard the only prisoner until the arrival of a patrol force that may never come.",NO DATA
tt0160240,Easter,Movie,Drama,2002,9.0,NO DATA,"['tt0160240', 'Jodie Markell', 'Barry Del Sherman', 'Sean Runnette', 'Max Wright', 'Lonnie Ray Senstock']",[],A man tríes to stop his troubled wife's destructive behavior.,90
tt0162862,"António, Um Rapaz de Lisboa",Movie,Drama,2002,1.0,NO DATA,"['tt0162862', 'Manuel Wiborg', 'Lia Gama', 'Sylvie Rocha', 'Paulo Claro', 'Isabel Muñoz Cardoso', 'Marco Delgado', 'Ivo Canelas', 'Joana Bárcia', 'Ana Nave', 'António Pedro Cerdeira']",[],,116
tt0161088,White Boy,Movie,Drama,2002,3.0,NO DATA,"['tt0161088', 'Johnny Green', 'James Andronica', 'Jonathan Avildsen', 'Merced Bacon', ""Don 'Tex' Clark"", 'Lysa Flores', 'Allen Garfield', 'Alison Lohman', 'Romany Malco', 'Eddie Martinez']",[],"An Italian street hood gets romantically involved with a woman who is the ex-girlfriend of a leader of a white supremacist gang; after being being brutally attacked by the gang, he seeks revenge via his street connections.",116
tt0162838,Three Days of Rain,Movie,Drama,2003,9.0,NO DATA,"['tt0162838', 'Penelope Allen', 'Erick Avari', 'Alimi Ballard', 'Joey Bilow', 'Bruce Bohne', 'Robert Casserly', 'Laurie Coleman', 'Chuck Cooper', 'Blythe Danner', 'Peter Falk']",[],Six Anton Chekhov short stories set in modern day Cleveland during a three day rain storm.,116
