tt0113092,For the Cause,Movie,Drama,2002,5.0,NO DATA,"['tt0113092', 'Dean Cain', 'Thomas Ian Griffith', 'Justin Whalin', 'Jodi Bianca Wise', 'Trae Thomas', 'Michelle Krusiec', 'Stephen Ramsey', 'Denis Sharp', 'Lisa Foster', 'Violeta Markovska']",[],Earth is in a state of constant war and two colonies of humans have been sent to a far away world. The colonists create a new civilization but have inherited the worst traits of their forebears and war breaks out leaving the new cities in ruins. It falls to a bunch of teens to bring peace to the colony - but will they?,NO DATA
tt0113086,Florentino y el diablo,Movie,Drama,2000,4.0,NO DATA,"['tt0113086', 'Dimas González', 'José Torres']",[],"Florentino is a young horseman and singer, a free spirit living in the open world without restrictions, in the Venezuelan plains. He confronts the devil in a duel of improvised verses. As time passes, these unspoilt plains start to change. Through Florentino's voice and actions, the plains cannot be conquered. Its culture defies the devil in the eternal fight between ... Leer todo",NO DATA
tt0116748,Karobaar: The Business of Love,Movie,Drama,2000,9.0,NO DATA,"['tt0116748', 'Juhi Chawla', 'Anil Kapoor', 'Rishi Kapoor', 'Tinnu Anand', 'Govardhan Asrani', 'Suresh Chatwal', 'Tisca Chopra', 'Sulabha Deshpande', 'Dinesh Hingoo', 'Inder Khosla']",[],"Wealthy Rajiv Sinha and middle-classed Amar Saxena are two childhood friends, with similar likes, and tastes. Their similar habits lead them to being in love with the same woman - Seema, who loves Amar, and is willing to marry him no matter what. Rajiv attempts to offer money to Sapna's guardian so that he can marry her, in vain though. When Rajiv attempts to convince... Leer todo",180
tt0116391,Gang,Movie,Drama,2000,4.0,NO DATA,"['tt0116391', 'Jackie Shroff', 'Nana Patekar', 'Kumar Gaurav', 'Jaaved Jaaferi', 'Juhi Chawla', 'Shagufta Ali', 'Mukesh Khanna', 'Gulshan Grover', 'Tinnu Anand', 'Imtiaz Khan']",[],"After falling prey to underworld, four friends jeopardize their personal lives with point of no return.",Formato min incorrecto
tt0118694,Fa yeung nin wah,Movie,Drama,2001,3.0,NO DATA,"['tt0118694', 'Tony Leung Chiu-wai', 'Maggie Cheung', 'Siu Ping-Lam', ""Tung Cho 'Joe' Cheung"", 'Rebecca Pan', 'Kelly Lai Chen', 'Man-Lei Chan', 'Kam-Wah Koo', 'Szu-Ying Chien', 'Paulyn Sun']",[],"Dos vecinos forman un fuerte vínculo después de que ambos sospechen de actividades extramatrimoniales de sus cónyuges. Sin embargo, acuerdan mantener su vínculo platónico para no cometer errores similares.",NO DATA
tt0118710,Beyond the Pale,Movie,Drama,2000,9.0,NO DATA,"['tt0118710', 'Patrick Clarke', 'Beverley Elder', 'Conn Horgan', 'Malachy McCourt', 'Roger Davis', 'Ruth Miller', 'Valentina Olmos', 'Neale Harper', 'William Stone Mahoney', 'Brian Mallon']",[],"A young Irishman enters the US illegally with his wayward friend Seamus. Landing in New York the pair start out with dreams of striking it rich but soon find themselves in dead-end jobs and drifting apart. As Seamus pursues various get-rich schemes, the more cautious Patrick finds himself devoting time to looking after Tom, an Irish author down on his luck, and courti... Leer todo",96
tt0118852,Chinese Coffee,Movie,Drama,2000,9.0,NO DATA,"['tt0118852', 'Al Pacino', 'Jerry Orbach', 'Susan Floyd', 'Ellen McElduff', 'Michel Moinot', 'Judette Jones', 'Paul J.Q. Lee', 'Joel Eidelsberg', 'Maria Gentile', 'Christopher Evan Welch']",[],"Harry and Jake, two unsuccessful writers, spend a cathartic evening arguing about money, aesthetics, their friendship, and Harry's new manuscript.",96
tt0119866,Passionnément,Movie,Drama,2000,5.0,NO DATA,"['tt0119866', 'Gérard Lanvin', 'Charlotte Gainsbourg', 'Eric Ruf', 'Tania Da Costa', 'Liliane Rovère', 'Catherine Sola', 'Laura Martins Correa', 'Angélica Chaves', 'Bérénice Bejo', 'Holly Massee']",[],"Faustine,now an adult ,wants to know all about her father's death;she learns he was once in love with a fifteen-year-old girl ,Alice .",104
tt0119495,Love 101,Movie,Drama,2000,2.0,NO DATA,"['tt0119495', 'Michael Muhney', 'Mary Kay Cook', 'Jon Collins', 'Jimmy Slonina', 'Heidi Mokrycki', 'Jeff Anderson', 'Will Carpenter', 'Chuck Raucci', 'Kim Wade', 'Tiffany Paulsen']",[],"A group of raucous college buds living the Dorm life, decide to have a blowout while most of their friends are away for the Thanksgiving holiday. With LOVE 101 being the toughest course this semester, will they pass the final exam?",104
tt0119966,Pushing the Envelope,Movie,Drama,2001,4.0,NO DATA,"['tt0119966', 'Tom Breeding', 'Jeff Britt', 'Paula Rester', 'Craig McGonagill', 'Ramiro L. Ramirez', 'James Kersey', 'Allie Smith', 'Clay Parsley', 'Reagan Johnson', 'Margaret O. Smith']",[],,75
