tt0187880,Kai Wiesinger,Marie Zielcke,Jochen Nickel,Michaela Rosen,Hannes Hellmann,Michael Schönborn,Siegfried Terpoorten,Francesca Tu,Karl Kranzkowski,Isabell Fischer
tt0186151,Dennis Quaid,Jim Caviezel,Shawn Doyle,Elizabeth Mitchell,Andre Braugher,Noah Emmerich,Melissa Errico,Daniel Henson,Jordan Bridges,Stephen Joffe
tt0187393,Mel Gibson,Heath Ledger,Joely Richardson,Jason Isaacs,Chris Cooper,Tchéky Karyo,Rene Auberjonois,Lisa Brenner,Tom Wilkinson,Donal Logue
tt0186975,Freddie Prinze Jr.,Julia Stiles,Selma Blair,Shawn Hatosy,Zak Orth,Ashton Kutcher,Rosario Dawson,Henry Winkler,Lucie Arnaz,Lauren German
tt0185014,Michael Douglas,Tobey Maguire,Frances McDormand,Robert Downey Jr.,Katie Holmes,Rip Torn,Richard Knox,Jane Adams,Michael Cavadias,Richard Thomas
tt0187474,Isabelle Huppert,Jean-Pierre Kalfon,Simon Reggiani,Jean-François Balmer,Anne Marev,Ingrid Heiderscheidt,Nina Meurisse,Morgane Moré,Bernard Waver,Jérémie Renier
tt0186719,Devon Gummersall,Eion Bailey,Arly Jover,Leslie Bibb,Dale Godboldo,Simon Templeman,,,,
tt0186549,Lynn Redgrave,Jamey Sheridan,Harry Connick Jr.,Cindy Crawford,Tyne Daly,William Hurt,Monica Keena,Samantha Mathis,Eric Stoltz,Dylan Bruno
tt0186894,Ben Affleck,Gwyneth Paltrow,Natasha Henstridge,Edward Edwards,Jennifer Grey,Tony Goldwyn,Lisa Carpenter-Prewitt,Lisa Joyner,Richard Saxton,Caroline Aaron
tt0186454,Richard Grieco,Andrew Dice Clay,Angie Everhart,John Enos III,Zach Galligan,Ice-T,Jennifer O'Dell,Sebastian Bach,David DeFalco,Jim Maniaci
tt0187847,Melissa Leo,Sam Trammell,David Wheir,Stephen Pearlman,Penn Jillette,Jay Devlin,Irma St. Paule,Linda Larkin,Anney Giobbe,Clark Johnson
tt0188160,Jimmy Smits,Maria del Mar,Jon Seda,Clifton Collins Jr.,Ernesto Hernández,Ron Perlman,Louis Mandylor,Sal Lopez,Danielle Camastra,Paul Rodriguez
tt0188135,Tanjalotta Räikkä,Leea Klemola,Kari Sorvali,Anna-Elina Lyytikäinen,Eija Vilpas,Johan Storgård,Kaarina Hazard,Elsa Saisio,Irma Junnilainen,Maaria Rantanen
tt0188518,Jonny Lee Miller,Brian Cox,Keeley Hawes,Paul Higgins,Jason Hetherington,Bill Paterson,Samuel West,Laura Ellis,Alan Sinclair,Alex Norton
tt0188613,Sylvie Drapeau,France Arbour,Isadora Galwey,Kathleen Fortin,Maxim Gaudette,Isabelle Blais,Monique Joly,Luc Proulx,Jean-Guy Bouchard,Patrick Goyette
tt0188490,Jay Harrington,Arabella Holzbog,David Vegh,Erica Shaffer,John Shea,Marji Martin,Arthur Eckdahl,Grant James,Rachel Winfree,Jennifer Laine Williams
tt0188688,Stephanee LaFleur,Nicholas Franklin Bray,Landon Michaels,Ahmo Hight,LoriDawn Messuri,Chanda Marie,Chris Johnston,Mike Meyer,Jerry Johnson,Adam Wilde
tt0189509,Jorge Perugorría,Bianca Byington,Susana Ribeiro,Leonor Arocha,Xando Graça,Athayde Arcoverde,Candido Damm,José Antônio Rodriguez,Lele Planells,Aurora Basnuevo
tt0190052,Catalina Larranaga,Bobby Johnston,Shyra Deland,Kira Reed Lorsch,Kim Sill,Brandy Davis,Jason Schnuit,Adoni Maropis,Chase Conville,Eden Christianson
tt0190994,Tony Nardi,John Kapelos,Kenneth Welsh,Brian Markinson,Michael Moriarty,Gloria Reuben,Billy Morton,Patti LuPone,Paul Coeur,Martin Evans
tt0190524,Kirk Cameron,Brad Johnson,Janaya Stephens,Clarence Gilyard Jr.,Colin Fox,Gordon Currie,Chelsea Noble,Daniel Pilon,Tony De Santis,Jack Langedijk
tt0189998,John Malkovich,Willem Dafoe,Udo Kier,Cary Elwes,Catherine McCormack,Eddie Izzard,Aden Gillett,Nicholas Elliott,Ronan Vibert,Sophie Langevin
tt0190332,Chow Yun-Fat,Michelle Yeoh,Ziyi Zhang,Chang Chen,Sihung Lung,Pei-Pei Cheng,Fazeng Li,Xian Gao,Yan Hai,Deming Wang
tt0190861,Gérard Depardieu,Uma Thurman,Tim Roth,Julian Glover,Julian Sands,Timothy Spall,Murray Lachlan Young,Hywel Bennett,Richard Griffiths,Arielle Dombasle
tt0191754,Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins,Azura Skye,Steve Buscemi,Alan Tudyk,Mike O'Malley,Marianne Jean-Baptiste,Reni Santoni
tt0192614,Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,Christopher McDonald,Steve Harris,William Petersen,Craig T. Nelson,David Asman,Scott Gibson
tt0190865,Scott Glenn,Chris O'Donnell,Bill Paxton,Robin Tunney,Stuart Wilson,Augie Davis,Temuera Morrison,Roshan Seth,Alejandro Valdes-Rochin,Nicholas Lea
tt0192346,Velimir 'Bata' Zivojinovic,Djurdjija Cvetic,Nina Zukanovic,Miodrag Radovanovic,Nikola Kojo,Nikola Pejakovic,Vera Miljkovic,Radmila Savicevic,Vera Dedovic,Dragomir Felba
tt0189960,Luís Miguel Cintra,Joana Bárcia,Isabel Ruth,Melvil Poupaud,Miguel Guilherme,António Durães,Filipe Cochofel,Bruno Schiappa,Tony Lima,Fernando Heitor
tt0192295,Katja Flint,Hans Werner Meyer,Herbert Knaup,Heino Ferch,Christiane Paul,Suzanne von Borsody,Armin Rohde,Josefina Vilsmaier,Theresa Vilsmaier,Janina Vilsmaier
tt0190736,Michael Vartan,Norman Reedus,Kari Wuhrer,Marshall Bell,John Hawkes,Peter Simmons,Rodney Eastman,Bodhi Elfman,Denis Leary,Harry Dean Stanton
tt0191037,John Hannah,Famke Janssen,Peter Stormare,Eddie Izzard,Fred Ward,Brian Conley,Tom Lister Jr.,Amanda Donohoe,Ian Burfield,Neil Stuke
tt0191636,Juliette Binoche,Daniel Auteuil,Emir Kusturica,Michel Duchaussoy,Philippe Magnan,Christian Charmetant,Philippe du Janerand,Maurice Chevit,Catherine Lascault,Ghyslain Tremblay
tt0192719,Dean Cain,Lexa Doig,Eric Roberts,Peter Stebbings,Richard Chevolleau,Melissa DiMarco,Richard Zeman,Terry Simpson,Frank Schorpion,Patricia McKenzie
tt0190346,Mia Frye,Garland Whitt,Rodney Eastman,Josh Lucas,Féodor Atkine,Jarrod Bunch,Cut Killer,Goûchy Boy,Axelle Cummings,Tonio Descanvelle
tt0192949,Jessica Paré,Victoria Snow,Jessica Mackenzie,Macha Grenon,Joanne Vannicola,Charles Berling,Sophie Lorain,Dan Aykroyd,Gregory Calpakis,Patrick Huard
tt0191352,Beatriz Batarda,Marcello Urgeghe,Ricardo Aibéo,Luís Miguel Cintra,Isabel Ruth,Paula Guedes,Asunción Balaguer,Fernando Heitor,Francisco Rabal,Afonso Melo
tt0191865,Lucrezia Lante della Rovere,Nino Manfredi,Valerio Mastandrea,Fabrizio Gifuni,Claudio Amendola,Alberto Alemanno,Giuseppe Milazzo Andreani,Claudio Bernabei,Fernando Cerulli,Pierfrancesco Favino
tt0192678,Jorge Perugorría,Ornella Muti,Tamara Acosta,Nelson Villagra,Álvaro Rudolphy,Nancho Novo,Luis Alarcón,Claudio Santamaria,Uxía Blanco,Omero Antonutti
tt0193741,Janne Reinikainen,Karoliina Blackburn,Peter Franzén,Puntti Valtonen,Ilkka Koivula,Pertti Koivula,Vappu Jurkka,Hannu Virolainen,Jenni Rautawaara,Orvokki Mäkinen
tt0193854,Robert Duvall,Michael Keaton,Andy Gray,Finlay MacDonald,Sheila Latimer,Ally McCoist,Ida Schuster,Alex Howden,Bill Murdoch,John McVeigh
tt0194027,Mats Långbacka,Jonna Järnefelt,Sari Puumalainen,Carl-Kristian Rundman,Ville Keskilä,Eija-Elina Bergholm,Karoliina Blackburn,Jesper Grimbergen,Olli Halonen,Jevgeni Haukka
tt0194218,William H. Macy,Neve Campbell,John Ritter,Donald Sutherland,Tracey Ullman,Barbara Bain,David Dorfman,Tina Lifford,Bix Barnaba,Nicholle Tom
tt0195001,Andreas Hoppe,Tyron Ricketts,David Scheller,Luk Piyes,Sekou A. Neblett,Oezlem Cetin,Nadeshda Brennicke,Hilmi Sözer,Ahmet Tasci,Ercan Durmaz
tt0195860,Örjan Landström,Reine Brynolfsson,Igor Chernevich,Lyudmila Aleksandrova,Stanislav Antonov,Mattias Barthelsson,Anders Borgny,Jana Cotlovskaja,Olga Didenko,Kristian Figenschow
tt0195857,Miranda Otto,Isaiah Washington,Chris Chameleon,Moses Kandjoze,Ndondoro Hevita,Susan Coetzer,Martin Stefanus,Cornelius Tjiuma,Nthati Moshesh,Bart Fouche
tt0194852,Inda Ledesma,Jean Pierre Noher,Inés Sastre,Claudio Gallardou,Alejandro Awada,Mónica Galán,Gigí Ruá,Héctor da Rosa,María Laura Cali,Daniel Beniluz
tt0195352,Roef Ragas,Yorick van Wageningen,Franky Ribbens,Hans Bakker,Luc Boyer,Danny de Kok,Tijn Docter,Ricky Koole,Mike Libanon,Elvira Out
tt0196223,Kiefer Sutherland,Rebecca De Mornay,Dana Delany,Adam Baldwin,Joanna Cassidy,Michael Ralph,Bobby Jacoby,Neil Flynn,Patrick O'Neal,Donia Chiarizia
tt0195944,Michael Rooker,Judge Reinhold,Robert Culp,Kelly Miracco,Noelle Parker,Kim Darby,Sam Dobbins,Michael Spound,David Proval,Greg Mullavey
tt0195685,Julia Roberts,Albert Finney,David Brisbin,Dawn Didawick,Valente Rodriguez,Conchata Ferrell,George Rocky Sullivan,Pat Skipper,Jack Gill,Irene Olga López
tt0195778,Chris Klein,Leelee Sobieski,Josh Hartnett,Michael Rooker,Annie Corley,Bruce Greenwood,Annette O'Toole,Elaine Hendrix,Stuart Wilson,Ronni Saxon
tt0195631,William R. Moses,Barbara Niven,Nia Peeples,Priscilla Barnes,Scotty Cox,Aleksandra Vujcic,Mindy Cohn,Lorielle New,Ellen Dubin,Christopher Kriesa
tt0196219,Ice-T,Ernie Hudson Jr.,T.J. Storm,David Askew,Tarsha Nicole Jones,Vincent Klyn,Romany Malco,Rob Ladesich,Snoop Dogg,Jahi J.J. Zuri
tt0197311,Danny Glover,Angela Bassett,Willie Jonah,Graham Weir,Anton Stoltz,,,,,
tt0197072,Rob Lowe,Larisa Miller,Harry Van Gorkum,Craig Wasson,Scott Anthony Viscomi,Michael E. Rodgers,Michael Cavanaugh,Stanley Kamel,Mike White,Tommy Hinkley
tt0197384,Monica Keena,Ellen Barkin,Michael Ironside,Vincent Kartheiser,James DeBello,Jeffrey Wright,Conchata Ferrell,Marshall R. Teague,Nicki Aycox,Christian Payne
tt0197402,Mads Ousdal,Hildegun Riise,Ingjerd Egeberg,Allan Svensson,Harald Eia,Jon Øigarden,Sverre Porsanger,Kristoffer Joner,Svein Sturla Hungnes,Nina Andresen Borud
tt0196723,Melanie Griffith,Patrick Swayze,Penelope Ann Miller,Joseph Gordon-Levitt,Richard Schiff,Annie Corley,Lee Garlington,Michael J. Pollard,Ryan Bollman,Matthew Fairchild
tt0197644,Bobby Johnston,Kim Yates,Eric Acsell,Catalina Larranaga,Nancy O'Brien,Felipe Morell,,,,
tt0197646,Campbell Scott,Laura Linney,Jared Harris,Laurel Holloman,Nick Offerman,James 'Kimo' Wills,James R. Hall Jr.,Don Hood,Joe Chrest,Michael P. Cahill
tt0197740,Margherita Buy,Arnaud Arbessier,Marisa Solinas,Nicolò Rapisarda,Fausto Biefeni Olevano,Anna Testa,Franco Fantasia,Giuseppe Miele,Luca Graziani,Tony Matera
tt0196708,Richard T. Jones,De'aundre Bonds,Gabriel Casseus,Master P,Melissa De Sousa,Bill Nunn,Clifton Powell,Sticky Fingaz,David 'Shark' Fralick,Anna Maria Horsford
tt0197096,Joan Chen,Julianna Margulies,Mercedes Ruehl,Victor Rivers,Douglas Spain,Maria Carmen,Isidra Vega,Elena Lopez,A Martinez,Richard Yniguez
tt0197753,Rutger Hauer,Paulina Porizkova,Andrew Dolan,Frank Gerrish,Dalin Christiansen,Sarah Ashley,Geoff Hansen,Amy Van Nostrand,Kristin Kahle,Michael Flynn
tt0197299,Daniel Bernhardt,Marina Mogilevskaya,Aleksei Begas,Michail Bekoev,Valentin Bogdanov,Lyudmilla Brusentsova,Michael Bunata,Boris Cherakasov,Hugh Dane,Anton Erak
tt0197104,Jamie Taylor,James Gammon,Danielle Williams,Rachela Williams,Joseph J. Motton,Ashe Starr,Nathan Berry,,,
tt0198021,Natalie Portman,James Frain,Ashley Judd,Stockard Channing,Joan Cusack,Dylan Bruno,Sue McCormick,Keith David,Ray Prewitt,Laura House
tt0198320,Christian Leffler,Mariam Parris,Danny Cistone,Dalene Young,Christopher Darga,Laura Cayouette,Dwight James,Sage Kirkpatrick,June Christopher,Eden Young
tt0198284,Dan Cortese,Virginia Madsen,Maria Pitillo,Johnathon Schaech,Brooke Shields,D.B. Sweeney,Stephanie Venditto,Jon Polito,Drew Pinsky,Adam Carolla
tt0198893,Jf Davis,Amy Lindsay,Tori Sinclair,Charlotte Griffin,Angela Monroe,Ahmo Hight,Doug Jeffery,Earl Fontaine,Lance Moseley,Stacy Howell
tt0199000,Ulrich Noethen,Heike Makatsch,Jasmin Tabatabai,Marcus Thomas,Rudolf Wessely,Horst Krause,Leif Liljeroth,Inger Nilsson,Anette Felber,Sara Föttinger
tt0198654,Koen De Bouw,Mike Verdrengh,Willeke van Ammelrooy,Sylvia Kristel,Els Beatse,Lou Landré,Hans van den Berg,René van Asten,Jan Decleir,Jaak Van Assche
tt0199129,Obba Babatundé,Rae Dawn Chong,Charmin Lee White,Terrell Mitchell,Enoh Essien,Christopher Babers,Jascha Washington,Drew Renkewitz,Tim DeZarn,Hill Harper
tt0199077,Silvio Orlando,Michele Raso,Fabrizia Sacchi,Paolo Cirio,Mimmo Calopresti,Andrea Occhipinti,Enrica Rosso,Marcello Mazzarella,Eugenio Masciari,Raffaella Lebboroni
tt0199650,Dolph Lundgren,Danielle Brett,Richard Fitzpatrick,Kristi Angus,Charles Seixas,Sandi Ross,Greg Ellwand,Susan Kottman,Victor Pedtrchenko,Kylie Bax
tt0200427,Robert Forster,Donnie Wahlberg,Bess Armstrong,Jasmine Guy,George Coe,Jeff Gendelman,Douglas Allen Johnson,Kristin Minter,Nikki Fritz,Shannah Laumeister Stern
tt0200530,Mike White,Chris Weitz,Lupe Ontiveros,Beth Colt,Paul Weitz,Maya Rudolph,Mary Wigmore,Paul Sand,Gino Buccola,Annette Murphy
tt0199725,Sanaa Lathan,Omar Epps,Glenndon Chatman,Jess Willard,Chris Warren,Kyla Pratt,Alfre Woodard,Naykia Harris,Harry Lennix,Debbi Morgan
tt0199748,Cynthia Rothrock,Loren Avedon,Brendan Kelly,Steve Tartalia,Nicol Zanzarella,Roberto Gutierrez,Robin Berry,Chris Grall,Roberto Lopez,Robinlynn Sweeney
tt0199974,Dennis Hopper,Stephanie Zimbalist,Robert Yocum,Joe Penny,Greg Lauren,Sondra Locke,Shannon Whirry,Darin Cooper,Thorsten Kaye,Don Swayze
tt0200171,William Sanderson,Marla Gibbs,Faye Dunaway,Stephen Tobolowsky,Paul Benjamin,Kevin Jackson,Ian Whitcomb,Justin Lazard,Natalie Barish,Lilyan Chauvin
tt0200192,Yuliya Mayarchuk,Jarno Berardi,Francesca Nunzi,Max Parodi,Mauro Lorenz,Leila Carli,Vittorio Attene,Antonio Salines,Chiara Gobbato,Remo Pizzaroni
tt0199744,Thalía,Paul Rodriguez,Rosanna DeSoto,Kamar de los Reyes,Robert Costanzo,Danny Aiello,Lillo Brancato,Rick Gonzalez,Richard Hillman,Gabriel Olds
tt0199696,Kai Lehtinen,Tanjalotta Räikkä,Lina Schiffer,Osmo Jokinen,Ilkka Heiskanen,Jenna-Juulia Johansson,Otto Vähätiitto,Outi Mäenpää,Mikko Pörhölä,Esa-Matti Long
tt0200472,Sharon Stone,Billy Connolly,Gil Bellows,Jurnee Smollett,Dillon Moen,Jaimz Woolvett,A.C. Peterson,Dann Florek,Ian Holm,Sheila Paterson
tt0200299,Jorma Tommila,Tommi Eronen,Maria Järvenhelmi,Elmeri Karlsson,Rauno Juvonen,Gyan Dookie,Wintom Zecarias,Arttu Kapulainen,Ilkka Koivula,Kari Väänänen
tt0199700,Kari Väänänen,Mari Rantasila,Martti Suosalo,Esko Nikkari,Tapio Hämäläinen,Vesa Vierikko,Samuli Edelmann,Esa Latva-Äijö,Tarja Keinänen,Heikki Paavilainen
tt0200550,Piper Perabo,Adam Garcia,John Goodman,Maria Bello,Izabella Miko,Tyra Banks,Bridget Moynahan,Melanie Lynskey,Del Pentecost,Michael Weston
tt0201726,Sean Astin,David Atkinson,Leslie Bega,Benjamin Bratt,Kim Chase,Robert Costanzo,Arthur Darbinyan,Charles Durning,Greg Germann,Robert Goulet
tt0201737,Leslie Jordan,Erin Chandler,Mark Pellegrino,John Ritter,Karen Austin,Marilu Henner,Michelle Phillips,Sheryl Lee Ralph,Kathy Kinney,Carlos Gómez
tt0200720,Gillian Anderson,Dan Aykroyd,Eleanor Bron,Terry Kinney,Anthony LaPaglia,Laura Linney,Jodhi May,Elizabeth McGovern,Eric Stoltz,Penny Downie
tt0201275,Claudia Christian,Richard Lee Jackson,Tom Heard,Jack Betts,Jonathan Jackson,Gary Cruz,Jack Geren,Jonathan Del Arco,Eileen Grubba,Jay Samit
tt0200669,Uma Thurman,Jeremy Northam,Kate Beckinsale,James Fox,Anjelica Huston,Nick Nolte,Madeleine Potter,Nicholas Day,Peter Eyre,Nickolas Grace
tt0201899,Vanessa Redgrave,Ray Liotta,Catherine McCormack,Trevor Morgan,Ron Livingston,George Coe,Michelle Grace,Karsen Liotta,Colin Rogers,
tt0202402,Shane West,Marla Sokoloff,Jodi Lyn O'Keefe,Manu Intiraymi,Aaron Paul,Julia Sweeney,James Franco,Kip Pardue,Scott Vickaryous,Colin Hanks
tt0203297,Sabine Timoteo,Florian Stetter,Michael Schech,Dierk Prawdzik,Marquard Bohm,Gerhard Fries,Thomas Gimbel,Lothar Kompenhans,Julia Lindig,Mia Moser
tt0202236,Gary Busey,Howie Mandel,Nick Mancuso,Margot Kidder,Sherry Miller,Joseph Ziegler,Lawrence Bayne,Wayne Best,Costa Kamateros,Patrick Gallagher
tt0203632,Franka Potente,Benno Fürmann,Joachim Król,Lars Rudolph,Melchior Derouet,Ludger Pistor,Christa Fast,Susanne Bredehöft,Gottfried Breitfuss,Steffen Scheumann
tt0202502,Nancy Sivak,Cam Cronin,Sophie Yendole,Erik Whittaker,Tom Scholte,Frida Betrani,George Majoros,Bob Gardner,Marya Delver,Kat Lanteigne
tt0203230,Laura Linney,Matthew Broderick,Amy Ryan,Michael Countryman,Adam LeFevre,Halley Feiffer,Whitney Vance,Peter Kerwin,Betsy Aidem,Rory Culkin
tt0203835,Eric Roberts,Bryan Genesse,Ice-T,Michael Madsen,John Beck,Brooke Theiss,Larry Manetti,Eliza Roberts,J. Cynthia Brooks,Richard Steinmetz
tt0202856,Callie Thorne,Bill Sage,Noah Fleiss,Rufus Read,Cassandra Lee Morris,P.J. Brown,Michelle Hurd,Eileen Galindo,Lanny Flaherty,Ruth Williamson
tt0203580,Steve Curtis,Michelle Perry,Zoe Paul,Suzette Andrea,Mike Rick,Arsburn Roberts,Lauren Michelle,Seana Ryan,Gabriella Hall,Dean Moriarty
tt0202677,Ryan Phillippe,Benicio Del Toro,Juliette Lewis,Taye Diggs,Nicky Katt,Geoffrey Lewis,Dylan Kussman,Scott Wilson,Kristin Lehman,James Caan
tt0204414,David La Haye,Pascale Montpetit,Delphine Brodeur,Andreas Apergis,Irene Stamou,Henri Chassé,Felix Beaudry,,,
tt0202711,Lauren Ambrose,Joelle Carter,Jennifer Dundas,Jamie Harrold,James Villemaire,Josh Pais,Sharon Scruggs,Joshua Harto,Anthony Ruivivar,Russ Ferrari
tt0202641,Michael Rispoli,Kelly Macdonald,Kathrine Narducci,Kevin Conway,Matt Servitto,Michele Santopietro,Louis Guss,Rosemary De Angelis,Anthony Arkin,Saul Stein
tt0203540,Clive Owen,Helen Mirren,David Kelly,Warren Clarke,Danny Dyer,Adam Fogerty,Paterson Joseph,Natasha Little,Peter Guinness,Lucy Punch
tt0204137,Willem Dafoe,Edward Furlong,Danny Trejo,Mark Boone Junior,Seymour Cassel,Mickey Rourke,Tom Arnold,John Heard,Chris Bauer,Rockets Redglare
tt0204315,Jérémie Renier,Aurore Clément,Johan Leysen,Sami Bouajila,Alexia Stresi,Nathalie Richard,Pierre Berriau,Emma de Caunes,Ouassini Embarek,Florence Masure
tt0204055,Fedja van Huêt,Frank Lammers,Frederik Brom,Will van Kralingen,Josse De Pauw,Angelique de Bruijne,Melek Karasu,Martin Dunne,Hans Veerman,Freark Smink
tt0204175,Freddie Prinze Jr.,Claire Forlani,Brendon Ryan Barrett,Gay Thomas Wilson,Raquel Beaudene,David Smigelski,Blake Shields,Alyson Hannigan,Jason Biggs,Amanda Detmer
tt0204140,Julia Dellgrün,Stephan Dellgrün,Alice Dwyer,Joëlle Fretz,Maria Happel,Reiner Heise,Traute Hoess,Jacqueline Jeske,Christian Kaiser,Marlon Kittel
tt0204932,Kjell Bergqvist,Anastasios Soulis,Rebecca Scheja,Cecilia Nilsson,Brasse Brännström,Marcus Hasselborg,Gachugo Makini,Göran Thorell,Ann Petrén,Pale Olofsson
tt0205873,Sam Neill,Billy Mitchell,Roz Hammond,Christopher-Robin Street,Luke Keltie,Naomi Wright,Ben Wright-Smith,Beverley Dunn,Grant Thompson,Bille Brown
tt0205461,Alec Baldwin,Cody McMains,Russell Means,Peter Fonda,Jared Wall,Laura Bower,Didi Conn,Mara Wilson,Lori Hallier,Michael E. Rodgers
tt0205836,Damiano Russo,Michele Venitucci,Francesco Cannito,Pierluigi Ferrandini,Marcello Introna,Antonio Lanera,Francesco Lamacchia,Antonio Tuzza,Celeste Pisenti,Vittoria Puccini
tt0203119,Ray Winstone,Ben Kingsley,Ian McShane,Amanda Redman,James Fox,Cavan Kendall,Julianne White,Álvaro Monje,Robert Atiko,Nieves del Amo Oruet
tt0203019,Cuba Gooding Jr.,Robert De Niro,Charlize Theron,Aunjanue Ellis-Taylor,Hal Holbrook,Michael Rapaport,Powers Boothe,David Keith,Holt McCallany,David Conrad
tt0203056,Dana Vávrová,Jirí Bartoska,Miroslava Babúrková,Miroslav Ballek,Jana Brejchová,Katerina Burianová,Marie Durnová,Antonie Hegerlíková,Jirí Hálek,Jirí Hána
tt0203144,Lauren Stamile,Nick Chinlund,Anne Jackson,Daniel J. Travanti,Jan Maxwell,Julie Marques,Bill Mootos,Jesse Beecher,Tommy Day Carey,Charlie Peabody
tt0203166,Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,Sam Kessel,Gustaf Hammarsten,Anja Lundqvist,Jessica Liedberg,Ola Rapace,Axel Zuber,Shanti Roney
tt0204761,Sophie Marceau,Pascal Greggory,Guillaume Canet,Magali Noël,Guy Tréjan,Michel Subor,Edith Scob,Marc François,Marina Hands,Manuel Le Lièvre
tt0204626,James Spader,Keanu Reeves,Marisa Tomei,Ernie Hudson,Chris Ellis,Robert Cicchini,Yvonne Niami,Jenny McShane,Gina Alexander,Rebekah Nanfria
tt0205027,Francisco Jacob,Viktor Källander,Jenny Ulving,Nadine Kirschon,Mats Helin,Petter Billengren,Peter Schildt,Christer Fjällström,Ingela Olsson,Johanna Sällström
tt0205271,Richard Gere,Helen Hunt,Farrah Fawcett,Laura Dern,Shelley Long,Tara Reid,Kate Hudson,Liv Tyler,Robert Hays,Matt Malloy
tt0204933,Jacqueline Aguirre,Susan Brecht,Molly Bryant,Vincent Foster,Cynthia Ettinger,Brian T. Finney,Roosevelt Flenoury,Cully Fredricksen,Ariadna Gil,Deborah Greenfield
tt0205391,Nicole Severine,Rike Scholle,Stanislas Verspyck,Andreas Beckett,David Kampman,Whalen J. Laurence,Guy Camilleri,Timur Kocak,Gerri W. Scaglione,Jacqueline Kealy
tt0205778,Bernard Hill,Paul Guilfoyle,Daniel von Bargen,Naveen Andrews,Joe Spano,Martha Hackett,Michael Cudlitz,David Thornton,Brent Hinkley,Kenneth Tigar
tt0206694,Ana María Acevedo,Sandra Alzugaray,María José Contreras,Luciano Cruz-Coke,Faride Kaid,Francisco López,José Martínez,Diego Muñoz,Paula Pizarro,Luis Wigdorsky
tt0206917,Christina Ricci,Cate Blanchett,Oleg Yankovskiy,Claudia Lander-Duke,Danny Scheinmann,Anna Tzelniker,Barry Davis,Thom Osborn,Frank Chersky,Daniel Hart
tt0207036,James Marshall,Dennis Hopper,Michael Madsen,Eric Roberts,Ice-T,William Forsythe,Patrick Kilpatrick,Wendy Benson-Landes,Frank Gorshin,Richard Ruccolo
tt0206545,Randall Batinkoff,Dylan Haggerty,J.E. Freeman,Jenny Gago,Pepe Serna,,,,,
tt0207130,Andrea Renzi,Stéphane Freiss,Laurent Terzieff,Omero Antonutti,Sergio Albelli,Stefano Baldecchi,Luciano Filippi,Lorenza Indovina,Adolfo Margiotta,Ludovica Modugno
tt0206608,Josef Bierbichler,Monica Bleibtreu,Jeanette Hain,Elfriede Irrall,Margit Rogall,Samuel Finzi,Rena Dumont,Birgit Minichmayr,Tilman Günther,Paul Herwig
tt0208376,Catherine McGoohan,Bernie Sparago,Brian Whitman,Heather Simpson,Sparkle,Sofia Milos,Justin Urich,Lesley Boone,Ronnie Schell,Christopher Knight
tt0208298,Ralph Fiennes,Michael Bryant,Julie Christie,Rebecca Callard,James Frain,Richard E. Grant,Ian Holm,William Hurt,Anton Lesser,Daniel Massey
tt0208032,Hans Matheson,Mélanie Thierry,Lee Williams,Nia Roberts,Gabriel Byrne,Ricky Tognazzi,Peter Vaughan,Adriano Pappalardo,Rachel Shelley,Domiziana Giordano
tt0208017,Kevin Corrigan,Mick Cunningham,Michael Lowry,Michael Kenneth Williams,Cecelia Antoinette,Daniel Asher,Elizabeth Berridge,Richard Bright,Mary Diveny,Mohamed Khan
tt0207163,Maitê Proença,Roberto Bomtempo,Ana Maria Mainieri,Maria Ribeiro,Nélson Diniz,Werner Schünemann,Márcio Kieling,Júlio Andrade,Roberto Birindelli,Eduardo Fachel
tt0206795,Oliver Korittke,Arman Inci,Ercan Durmaz,Lisa Martinek,Yasmin Asadie,Jürgen Hentsch,Brigitte Janner,Michael Gwisdek,Mohammad Fattahi,Bidaji Baradari
tt0207524,Kenneth Branagh,Robin Wright,Suzi Hofrichter,Lynn Redgrave,Peter Riegert,Johnathon Schaech,Kaitlin Hopkins,David Krumholtz,Saraphina Joachim,Brett Rickaby
tt0208911,Miles Anderson,Romane Bohringer,David Bradley,David Calder,Bruce Davison,Brion James,Peter Khubeke,Vusi Kunene,Jennifer Jason Leigh,Janet McTeer
tt0206200,Stefano Dionisi,Gabriele Montanari,Toni Bertorelli,Lina Bernardi,Fabrizio Gifuni,Stefano Scherini,Maximilian Nisi,Flavio Bonacci,Antonio Petrocelli,Andrea Di Casa
tt0208889,Gerardo Taracena,Ricardo Esquerra,Tiaré Scanda,Mario Zaragoza,Cristina Michaus,Arturo Ríos,Fernando Torre Lapham,Alejandro Parodi,Alfonso Mier y Terán,Faustino Sánchez
tt0208988,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,Rhona Mitra,Johnny Strong,John C. McGinley,Alan Cumming,Michael Caine,John Cassini,Mickey Rourke
tt0207638,Eric McCormack,James Whitmore,Kim Hunter,Ossie Davis,Marya Delver,Margaret Ryan,Tyler Labine,Sarah Hayward,Eileen Barrett,Linda Darlow
