tt0119727,A Mulher Polícia,"5,1",2003
tt0140806,American Reel,"6,8",2003
tt0157191,One Last Dance,"5,3",2004
tt0159365,Cold Mountain,"7,2",2004
tt0167260,The Lord of the Rings: The Return of the King,"9,0",2003
tt0169579,Baggage,"6,4",2003
tt0191133,The Fighting Temptations,"5,6",2004
tt0191211,Jersey Guy,"5,5",2003
tt0192788,Where the Red Fern Grows,"6,4",2003
tt0193011,Black Ball,"5,3",2003
tt0195119,Osmose,"6,0",2004
tt0196927,Scardanelli,"6,8",2003
tt0204352,Greasewood Flat,"6,7",2015
tt0201934,Sister Blue,"4,7",2003
tt0206866,König der Diebe,"7,1",2003
tt0207002,Paradise Grove,"5,7",2003
tt0208412,Rose's,"6,8",1999
tt0211311,Ciudad del sol,"5,1",2003
tt0211423,House of the Generals,"7,1",2003
tt0215244,Terror in the Darkness,"4,2",2003
tt0217084,Examen,"7,7",2003
tt0217802,Silver Man,"4,3",2003
tt0217319,Chasing Holden,"5,2",2003
tt0222710,Alvarez & Cruz,"7,7",2003
tt0228301,Finding Home,"5,3",2005
tt0232537,Road Dogs,"6,4",2003
tt0237152,The Deserter,"7,3",2003
tt0238960,Ish HaHashmal,"6,2",2003
tt0241961,Sleeping Pills,"9,0",2003
tt0241934,Sem Ela,"5,3",2004
tt0242888,The Sleeping Dictionary,"6,5",2003
tt0243652,How It All Went Down,"4,1",2003
tt0248110,The Invitation,"4,3",2003
tt0249498,Escape from Cuba,"4,9",2003
tt0250638,PTU,"7,0",2003
tt0249846,Nobody Needs to Know,"5,5",2003
tt0251677,Dreaming of Julia,"5,8",2006
tt0252052,An American Reunion,"7,7",2004
tt0254481,Koi... Mil Gaya,"7,1",2003
tt0255655,The Trade,"5,6",2003
tt0256400,Sometimes a Hero,"5,2",2003
tt0260878,Emotional Backgammon,"4,9",2003
tt0261992,Winter Break,"5,0",2003
tt0264108,Trinity,"4,8",2005
tt0263265,The Devil and Daniel Webster,"5,4",2007
tt0263757,Uptown Girls,"6,2",2004
tt0264395,Basic,"6,4",2003
tt0264946,La primera noche,"7,0",2003
tt0266697,Kill Bill: Vol. 1,"8,2",2003
tt0266465,A Man Apart,"6,0",2003
tt0265148,Main Prem Ki Diwani Hoon,"3,8",2003
tt0267764,Mr. Id,"5,6",2007
tt0269347,The Hunted,"6,1",2003
tt0270349,Everyday,"6,7",2003
tt0271136,Quicksand,"5,2",2005
tt0271445,Crust,"5,7",2003
tt0271234,Rhythm of the Saints,"6,7",2003
tt0271337,18 ans après,"4,6",2004
tt0272092,The Forgotten,"6,6",2003
tt0273689,It's All About Love,"5,3",2004
tt0274193,Vera,"5,9",2003
tt0276053,Out of Bounds,"4,5",2003
tt0276919,Dogville,"8,0",2003
tt0278293,El misterio del Trinidad,"5,5",2003
tt0277585,Undermind,"5,7",2003
tt0277171,My Dinner with Jimi,"6,3",2007
tt0279111,Gods and Generals,"6,2",2003
tt0282413,A Touch of Fate,"5,5",2003
tt0282551,Heartland,"7,1",2005
tt0283096,Bloom,"5,5",2004
tt0281811,Disaster,"2,5",2003
tt0282715,Malamor,"5,1",2004
tt0281994,Les marins perdus,"5,3",2003
tt0283249,Ascolta la canzone del vento,"6,2",2004
tt0283453,Lost Junction,"5,5",2003
tt0282543,Happy Hour,"6,2",2003
tt0283552,El polaquito,"6,8",2003
tt0283329,Zakka West,"5,6",2003
tt0282891,Behind the Red Door,"6,4",2003
tt0284426,Red Betsy,"7,1",2003
tt0284974,Learning Curves,"5,1",2003
tt0285052,Effroyables jardins,"7,0",2003
tt0285531,Dreamcatcher,"5,5",2003
tt0285534,Dunsmore,"6,1",2003
tt0288861,Van God los,"7,1",2003
tt0285475,Chick Street Fighter,"3,9",2003
tt0286788,What a Girl Wants,"5,8",2003
tt0286244,Les triplettes de Belleville,"7,7",2003
tt0285861,Owning Mahowny,"7,0",2003
tt0285727,"Milwaukee, Minnesota","6,1",2005
tt0286708,Hurt,"7,7",2003
tt0287624,Paradise Found,"5,7",2003
tt0289176,Esmeraldero,"7,3",2004
tt0287669,Searching for Wooden Watermelons,"6,1",2003
tt0288330,Zelary,"7,5",2003
tt0289635,Young Adam,"6,4",2003
tt0289889,Carolina,"6,1",2004
tt0289992,The Life of David Gale,"7,5",2003
tt0292527,Green Card Fever,"5,7",2003
tt0291121,Cupid's Prey,"4,6",2003
tt0290555,Darkness Falling,"3,8",2003
tt0293495,"My Father, Rua Alguem 5555","6,5",2006
tt0290862,"Siraba, la grande voie",NO DATA,2003
tt0292496,Down with the Joneses,"6,8",2003
tt0291561,Welcome to the Neighborhood,"6,8",2003
tt0291542,Le ventre de Juliette,"6,7",2003
tt0293007,Carandiru,"7,6",2003
tt0294595,Gedebe,"5,6",2003
