tt0175317,Walking Across Egypt,"7,2",1999
tt0175880,Magnolia,"8,0",2000
tt0175997,Out in Fifty,"3,8",2000
tt0176646,Dead End,"5,4",2002
tt0176948,Love and Action in Chicago,"4,9",2002
tt0176234,Forever Fabulous,"7,2",1999
tt0176673,Dropouts,"5,9",1999
tt0176953,Lusten till ett liv,"6,0",1999
tt0177507,Absolute Giganten,"7,6",1999
tt0177514,L'amante perduto,"5,4",1999
tt0177172,Mamy Blue,"3,7",2000
tt0177747,Entre las piernas,"6,2",1999
tt0177073,Ormai è fatta!,"6,5",1999
tt0176250,Tube Tales,"6,1",1999
tt0176426,All the Rage,"5,5",1999
tt0177234,Wu wen lu cheng,"6,9",1999
tt0177749,Erleuchtung garantiert,"7,2",2000
tt0178737,Mansfield Park,"7,0",2000
tt0177769,Fever,"5,5",2000
tt0178084,Unter den Palmen,"5,2",2000
tt0177347,Vägen ut,"6,3",1999
tt0177967,The Key to Sex,"4,9",1999
tt0178223,Nichts als die Wahrheit,"7,3",1999
tt0178988,Whiteboyz,"5,4",1999
tt0178860,A Reasonable Man,"6,5",1999
tt0177242,Sonnenallee,"6,8",1999
tt0177746,Les enfants du siècle,"6,5",1999
tt0177572,Die Braut,"4,4",1999
tt0179063,Third World Cop,"6,1",1999
tt0178675,A Kind of Hush,"4,6",1999
tt0179013,Cães Sem Coleira,"8,0",1999
tt0178704,The Life Before This,"6,1",1999
tt0179116,But I'm a Cheerleader,"6,8",2000
tt0177576,Li chiamarono... briganti!,"5,7",1999
tt0177898,The Last Seduction II,"4,3",1999
tt0178721,Lovers,"6,2",1999
tt0179790,The Eden Myth,"5,1",1999
tt0180242,A Texas Funeral,"6,3",2000
tt0180301,The Weekend,"6,3",1999
tt0180181,Soft Fruit,"6,6",1999
tt0180785,Klinkevals,"5,4",1999
tt0179182,Forever Mine,"5,3",2002
tt0180207,Stranger in My House,"5,4",1999
tt0179728,El cometa,"6,5",1999
tt0180817,Man van staal,"6,9",1999
tt0180793,The Last September,"6,0",2000
tt0181301,Bad City Blues,"4,4",1999
tt0181830,Solomon and Gaenor,"6,8",1999
tt0180846,Monsoon,"3,6",1999
tt0180708,Funny Valentines,"7,5",1999
tt0179841,Harem Suare,"6,1",1999
tt0179835,G:MT Greenwich Mean Time,"6,6",1999
tt0181838,Stealth Fighter,"3,4",1999
tt0181549,Furia,"5,4",2000
tt0181938,Plågoande,"6,8",1999
tt0181868,Treasure Island,"5,2",1999
tt0183076,Oi! Warning,"6,1",2000
tt0182660,14 Ways to Wear Lipstick,"7,1",1999
tt0181618,Judy Berlin,"6,9",1999
tt0181602,The Item,"2,7",1999
tt0181530,Est - Ouest,"7,4",1999
tt0181578,Hold Back the Night,"6,4",1999
tt0183392,Last Chance,"6,5",1999
tt0182708,Amor nello specchio,"6,1",1999
tt0182992,The Dogwalker,"6,1",1999
tt0183548,My Friend Paul,"6,5",1999
tt0182789,Bicentennial Man,"6,9",2000
tt0181910,À mort la mort!,"5,5",1999
tt0181313,Bis zum Horizont und weiter,"6,2",1999
tt0183246,In Heaven,"6,6",1999
tt0181733,On the Ropes,"7,3",1999
tt0181518,Där regnbågen slutar,"5,2",1999
tt0183197,Hotel Exotica,"4,3",1999
tt0182944,Cry Havoc,"8,1",1999
tt0183641,Pearls Before Swine,"4,8",1999
tt0181960,Ame agaru,"7,7",2000
tt0183613,Orfeu,"5,5",1999
tt0184302,Branchie,"4,8",1999
tt0184018,Who Gets the House?,"4,8",1999
tt0184115,Le petit voleur,"6,9",2000
tt0183799,Somewhere in the Darkness,"7,0",1999
tt0185154,Amic/Amat,"6,5",1999
tt0184471,Film 1,"6,9",2000
tt0185442,Love & Rage,"5,1",1999
tt0185547,Ninth Street,"6,8",1999
tt0184948,This Is the Disk-O-Boyz,"4,4",1999
tt0184979,Uninvited,"6,1",2000
tt0184927,Shao nu dang,"5,0",1999
tt0185247,Coyotes,"6,0",1999
tt0184819,Petits frères,"6,4",2001
tt0185125,Todo sobre mi madre,"7,8",2000
tt0185664,Scrapbook,"6,2",1999
tt0185354,Heater,"6,4",1999
tt0185101,Pups,"6,1",2000
tt0186240,The Invisibles,"5,4",1999
tt0186014,Cypress Edge,"3,4",1999
tt0185230,The Murder in China Basin,"5,4",1999
tt0186459,Praha ocima,"5,7",1999
tt0187330,Méditerranées,"4,6",1999
tt0187820,Drowning on Dry Land,"5,1",1999
tt0185897,Ave María,"6,1",2000
tt0186397,La nouvelle Ève,"6,0",1999
tt0186730,Ça commence aujourd'hui,"7,4",1999
tt0186547,Silicon Towers,"3,4",2001
tt0187819,Doug's 1st Movie,"4,9",1999
tt0186932,A Twist of Faith,"4,4",1999
tt0187613,Zoe,"6,3",1999
tt0185184,Bayad puri,"6,0",1999
tt0187579,Le vent de la nuit,"6,3",1999
tt0187590,San tiao ren,"6,3",1999
tt0187200,Karnaval,"6,9",2000
tt0186253,Jesus' Son,"6,9",2000
tt0187601,Mauvaise passe,"6,2",1999
tt0188041,A Luv Tale,"5,8",1999
tt0187805,Dealer,"6,3",1999
tt0187448,Redeyef 54,"6,8",1999
tt0188030,La lengua de las mariposas,"7,6",1999
tt0187995,The Intruder,"4,8",1999
tt0187457,Rien sur Robert,"6,3",1999
tt0187852,Fin d'été,"5,4",1999
tt0188766,Hei kek ji wong,"7,2",1999
tt0188859,Little Boy Blues,"6,6",1999
tt0188750,39 keihô dai sanjûkyû jô,"6,8",1999
tt0188653,Günese Yolculuk,"7,0",1999
tt0188387,A szerencse lányai,"5,8",2000
tt0188583,Elephant Juice,"4,8",2000
tt0188640,Gojira ni-sen mireniamu,"6,0",1999
tt0188605,Evas øye,"5,9",1999
tt0188052,Mascara,"4,6",1999
tt0188460,De boekverfilming,"6,6",1999
tt0189092,Simon mágus,"7,1",2001
tt0189142,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust","6,7",2000
tt0188617,Fata în fata,"5,5",1999
tt0188694,An Invited Guest,"5,1",1999
tt0188801,Közel a szerelemhez,"6,2",1999
tt0189194,Volare!,"6,1",1999
tt0188634,A Girl Is a Girl,"5,9",1999
tt0189441,Contos de Lygia,"6,2",1999
tt0189811,No Trains No Planes,"7,3",1999
tt0189744,Miss Julie,"6,2",2000
tt0190611,Pantaleón y las visitadoras,"7,1",1999
tt0189102,Sokkotanssi,"6,8",1999
tt0189118,Suffløsen,"6,2",1999
tt0191916,Il corpo dell'anima,"6,5",1999
tt0191617,Une vie de prince,"6,2",1999
tt0189630,Kadosh,"6,9",2000
tt0189592,Hum Aapke Dil Mein Rehte Hain,"5,5",1999
tt0189584,The Big Kahuna,"6,5",2000
tt0189582,A Hora Mágica,"6,6",1999
tt0190513,Kuro no tenshi Vol. 2,"6,3",1999
tt0192526,Rendezvous in Samarkand,"7,9",1999
tt0192576,Schnee in der Neujahrsnacht,"6,3",1999
tt0190503,Kate's Addiction,"4,1",1999
tt0190387,Extraños,"4,9",1999
tt0192713,Um Copo de Cólera,"5,2",2000
tt0190884,The Witness Files,"5,3",1999
tt0189954,Qian yan wan yu,"7,0",1999
tt0191043,Rang-e khoda,"8,1",1999
tt0191391,Rage of the Werewolf,"4,1",1999
tt0189916,Peut-être,"5,8",1999
tt0190887,Yue shi,"6,3",2001
tt0190867,"Visszatérés (Kicsi, de nagyon erös 2.)","6,3",1999
tt0189977,Sammyville,"5,8",1999
tt0190798,Solas,"7,5",2000
tt0190255,The Basket,"6,4",2000
tt0192160,In the Blue Ground,"6,7",1999
tt0190421,The Gifted,"8,4",1999
tt0191821,Belo odelo,"5,8",1999
tt0191498,The Sterling Chase,"5,0",1999
tt0193254,Raising the Stakes,"6,8",1999
tt0192194,Julien Donkey-Boy,"6,7",2000
tt0191610,Un pont entre deux rives,"6,3",1999
tt0193195,Glamour,"5,0",2000
tt0192377,Noz,"8,5",1999
tt0193124,Dvojrole,"6,0",1999
tt0193253,Jin-Rô,"7,3",1999
tt0193167,Flores de otro mundo,"6,8",1999
tt0193774,Blink of an Eye,"5,3",1999
tt0194109,Life Tastes Good,"5,1",1999
tt0193763,Besat,"6,1",1999
tt0194314,Romance,"5,2",2000
tt0193844,Cour interdite,"4,6",1999
tt0193926,Fait d'hiver,"5,7",1999
tt0193706,Afraid of Everything,"7,0",2000
tt0193837,The Corndog Man,"7,1",1999
tt0194631,1997. Zapisi Rustema s kartinkami,"7,0",1999
tt0194155,Mille bornes,"5,6",1999
tt0194710,Bobby G. Can't Swim,"6,4",2000
tt0196381,Blokpost,"7,2",1999
tt0195185,Hei ma wang zi,"5,6",1999
tt0195582,Captive Audience,"6,7",1999
tt0195526,Antenneforeningen,"5,8",1999
tt0196470,Coraje,"6,8",1999
tt0196102,Skin Gang,"5,1",1999
tt0196510,Downhill City,"5,9",2000
tt0195818,I'll Make You Happy,"5,5",1999
tt0195656,La donna lupo,"4,3",1999
tt0196848,La petite vendeuse de soleil,"7,3",1999
tt0196857,Play It to the Bone,"5,5",2000
tt0196516,The Duke,"4,4",2000
tt0196231,Zyklus von Kleinigkeiten,"3,0",1999
tt0196596,Grizzly Falls,"5,8",1999
tt0194378,Silvia Prieto,"6,8",1999
tt0194773,Corrupt,"2,6",1999
tt0194262,Le plus beau pays du monde,"6,3",1999
tt0195335,Terra bruciata,"3,8",1999
tt0195369,Un Pur Moment de Rock'n'Roll,"5,2",1999
tt0194873,Nissa... wa nissa,"5,9",1999
tt0195584,La carnada,"6,0",1999
tt0195392,"La vita, per un'altra volta","5,1",1999
tt0195181,La prima volta,"6,2",1999
tt0195861,Kubanisch rauchen,"5,8",1999
tt0196635,International Khiladi,"4,8",1999
tt0196355,El-Akhar,"5,9",1999
tt0197424,Ein einzelner Mord,"7,8",1999
tt0196773,OL no aijiru: Rabu jûsu,"6,3",1999
tt0197732,Nos vies heureuses,"6,6",1999
tt0197569,L'humanité,"6,8",2000
tt0197570,The Hungry Bachelors Club,"6,4",2004
tt0197373,Ghessé hayé kish,"6,1",1999
tt0197208,Sam yuen yi ma,"6,1",1999
tt0197516,"Girotondo, giro attorno al mondo","7,8",1999
tt0196740,Masaebe shirin,"5,9",1999
tt0197094,What Becomes of the Broken Hearted?,"6,3",2000
tt0197922,Stripper Wives,"5,3",1999
tt0198006,Viehjud Levi,"7,1",1999
