0,1,2,3
tt0315642,Wazir,"7,1",2016
tt0376479,American Pastoral,"6,1",2016
tt0443533,The History of Love,"6,3",2017
tt0470936,"Tak erkir, tsurt dzmer","4,2",2016
tt0475290,"Hail, Caesar!","6,3",2016
tt0490215,Silence,"7,2",2017
tt0493076,Nina,"5,4",2016
tt0838194,Retreat!,"7,9",2016
tt0918520,Gangster Kittens,"7,5",2016
tt0918940,The Legend of Tarzan,"6,2",2016
tt0932667,The Man in the Silo,"5,0",2016
tt0995868,Pelé: Birth of a Legend,"7,1",2016
tt10005130,Alalá,"7,2",2016
tt10006056,La notte è piccola per noi,"6,2",2019
tt10011146,Le sang de la haine,"7,7",2016
tt10011852,Saalaiyoram,"7,0",2016
tt10023318,Waiting for the Boatman,NO DATA,2016
tt10023330,Deep Swimmer,NO DATA,2016
tt1002563,The Young Messiah,"5,7",2016
tt10049176,Wuzhumuqin de hai zi,NO DATA,2016
tt10062102,Jattan Diyan Dildariyan,NO DATA,2016
tt10066788,"Blizhe, chem kazhetsya",NO DATA,2016
tt10069972,The Unbendable,NO DATA,2016
tt10075604,"Taxi, Em Tên Gì?","5,5",2016
tt10077134,Csak még egyszer elöre,"6,7",2016
tt10078764,Cho Em Dên Ngày Mai,"4,5",2016
tt10087490,The Influence of Sex on Dieting,NO DATA,2016
tt10101082,Chasing a broken heart,NO DATA,2016
tt10111188,Emerald City: Live,NO DATA,2016
tt10127628,Jakkanna,"6,1",2016
tt10151102,Liberty Equality Fraternity: Live,NO DATA,2016
tt10152244,Migranti 1950,NO DATA,2016
tt10173670,Romansa: Gending Cinta di Tanah Turki,NO DATA,2016
tt10183490,Aart,NO DATA,2016
tt10192466,Maturità,"5,9",2016
tt10225098,Ye Kaisa Pal Do Pal Ka Pyar,"8,1",2016
tt10225354,Volviendo a Casa,NO DATA,2016
tt10238510,Mazhi Tapasya,NO DATA,2016
tt10241186,Lakhanwadicha Raja,NO DATA,2016
tt10241406,Partee,NO DATA,2016
tt10280638,Kinbaku: Hana no Shô,"5,1",2016
tt10324212,Koi Aane Parnavo,NO DATA,2016
tt10349280,The Fraud Love Group,NO DATA,2016
tt10357406,Wa'alaikumussalam Paris,"8,8",2016
tt10356932,Jilbab Traveler: Love Sparks in Korea,"6,3",2016
tt10366570,Nayanchampar Dinratri,NO DATA,2016
tt10401506,Dogs and Fools,NO DATA,2016
tt10411708,Che cos'è un manrico,NO DATA,2016
tt7317404,Jane,"6,2",2017
tt10500398,Him,NO DATA,2016
tt10512636,Kosmonautensehnsucht,NO DATA,2016
tt10515976,Pociecha,"6,8",2016
tt10533484,Aapne to chhie bindaas,"7,2",2016
tt10583610,Die weiße Frau 3,NO DATA,2016
tt10580458,Stockholm,"5,1",2016
tt10620492,Khoussouf,"8,9",2016
