tt0266452,Robin Williams,Edward Norton,Catherine Keener,Danny DeVito,Jon Stewart,Pam Ferris,Danny Woodburn,Michael Rispoli,Harvey Fierstein,Vincent Schiavelli
tt0268130,Al Sapienza,Peter Pedrero,Aris Comninos,Stephen Lord,Marc Warren,Belle Peers-Chapman,Ralf Little,Marc Gee,Craig Cheetham,Gordon Jamieson
tt0266849,Albert Dupontel,Marie Trintignant,Serge Larivière,Bouli Lanners,Sjarel Branckaerts,Raymond Avenière,Nicole Valberg,Stéphane Excoffier,Christian Crahay,Olivier Massart
tt0267605,Mehmet Günsür,Sonia Aquino,Luca Lionello,Yuliya Mayarchuk,Varo Venturi,,,,,
tt0268229,Tracy Ryan,Bobby Johnston,Alison Miller,Sebastien Guy,Monique Parent,Jason Schnuit,Riley Jordon,Brandy Montegro,Marklen Kennedy,
tt0268126,Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,Jay Tavare,Litefoot,Roger Willie,Jim Beaver,Cara Seymour,Doug Jones
tt0268374,Linus Wahlgren,Josephine Bornebusch,Alexander Skarsgård,Ivan Nikcevic,Kjell Bergqvist,Roger Zapfe,Dag Finn,Meral Tasbas,Malin Hortell,Tina Harbom
tt0268261,Jordi Mollà,Candela Peña,Juan Carlos Vellido,Daniel Giménez Cacho,Franco di Francescantonio,Florinda Chico,Álex Angulo,Enrique Villén,José María Sagone,Germán Montaner
tt0268727,Cody Newton,Pat Hingle,Cristina Kernan,Clay Watkins,Jeri Burks,Dick Kreusser,Reegus Flenory,Mitchell Plumlee,Don Langley,Warren Hammock
tt0269095,Robert De Niro,James Franco,Frances McDormand,Eliza Dushku,William Forsythe,Patti LuPone,Anson Mount,John Doman,Brian Tarantina,Drena De Niro
tt0269191,Diogo Laço,Beatriz Batarda,Nicolas Brites,Cândido Ferreira,Sofia Leite,Sofia Marques,Doek Minihan,António Pedro,,
tt0269281,Peter O'Toole,Joan Plowright,Alicia Silverstone,Jaimz Woolvett,Keram Malicki-Sánchez,Christopher Bolton,Lochlyn Munro,Martin Clunes,Amy Phillips,Alex Karzis
tt0269461,Jacques Gamblin,Denis Podalydès,Charlotte Kady,Marie Desgranges,Ged Marlon,Philippe Morier-Genoud,Laurent Schilling,Maria Pitarresi,Christian Berkel,Richard Sammel
tt0269755,Nadia Jamil,Faisal Rehman,,,,,,,,
tt0270197,James Coburn,Virginia Madsen,Barbara Bain,Alexandra Holden,Ryan Locke,Niesha Trout,Jesse Pennington,Jason Winther,Alex Feldman,Paula O'Hara
tt0270035,Zoltán Ternyák,Ildikó Tóth,Anikó Sáfár,Miklós Székely B.,Ferenc Borbiczky,Ádám Rajhona,Lajos Kovács,Júlia Nyakó,,
tt0270911,Denis Leary,Elizabeth Hurley,NiCole Robinson,Mia Cottet,Julia Murphy,Elizabeth Rossa,Alice Amter,Annie Sorell,Alicia Lorén,Vanessa Bell Calloway
tt0270688,Tilda Swinton,Jeremy Davies,James Urbaniak,John O'Keefe,Karen Black,Al Nazemian,S.U. Violet,Josh Kornbluth,Thomas Jay Ryan,Howard Swain
tt0270991,Trevor Goddard,Nora Zimmett,Jeff Marchelletta,Mark Irvingsen,Muse Watson,Joe Toppe,Jacqueline Donelli,Liz Bell,Felton Perry,Nikki Burroughs
tt0272736,Hrithik Roshan,Kareena Kapoor,Rani Mukerji,Uday Chopra,Satish Shah,Kiran Kumar,Smita Jaykar,Himani Shivpuri,Sachin Khedekar,Maya Alagh
tt0273069,Daniel Auteuil,Géraldine Pailhas,François Cluzet,Emmanuelle Devos,Alice Fauvet,Martin Jobert,Michel Cassagne,Joséphine Derenne,Anne Loiret,Olivier Cruveiller
tt0271045,Mekhi Phifer,Tangi Miller,Andre B. Blake,Michele Morgan,Ebony Jo-Ann,Sandra Prosper,O.L. Duke,Tammi Jones Tanaka,Angela Nirvana,Collette Wilson
tt0273453,Lee Tergesen,Heather Morgan,Lisa Kudrow,Vincent D'Onofrio,Hank Azaria,Mary Jo Deschanel,Scott Wilson,Aimee Graham,Wade Williams,Jane Chung
tt0271000,Melinda Kinnaman,Hassan Brijany,Caroline Rauf,Meliz Karlge,Bibbi Azizi,Omid Mottaghi,Dennis Önder,Ola Rapace,Sunil Munshi,Björn Söderbäck
tt0270288,Sam Rockwell,Drew Barrymore,George Clooney,Julia Roberts,Dick Clark,Michelle Sweeney,Chelsea Ceci,Michael Cera,Aimee Rose Ambroziak,Isabelle Blais
tt0271219,Sigourney Weaver,Aaron Stanford,Kate Mara,Robert Iler,Bebe Neuwirth,Ron Rifkin,Alicia Van Couvering,John Ritter,Peter Appel,Paul Butler
tt0271018,Kim Little,Wil Wheaton,Alley Mills,Chris Hardwick,Colin Mochrie,David L. Lander,Gary Owens,Michelle Phillips,Andy Lauer,Eric Lutes
tt0271537,Karl Geary,Shalom Harlow,Clarence Williams III,Ally Sheedy,Josephine Martin,Gloria Reuben,Liane Balaban,David Arquette,Isabel Gillies,Quintron
tt0272207,Ray Liotta,Jason Patric,Chi McBride,Dan Leis,Lloyd Adams,Meagan Issa,Lina Giornofelice,A.C. Peterson,Karen Robinson,Booth Savage
tt0271798,Brian Austin Green,Bret Roberts,Wendy Fowler,Greg Mullavey,John Prosky,Sam Scarber,Darin Heames,Christian Payne,David Spates,Jason Boggs
tt0271885,John Leguizamo,Natasha Lyonne,Wesley Snipes,Oliver Platt,Luke Goss,Sam Jones III,Sherman Augustus,Michael Greyeyes,Jullian Dulce Vida,Ivan Basso
tt0271582,Tony Goldwyn,F. Murray Abraham,Kurt Fuller,Stacy Edwards,Giancarlo Giannini,Eddie Bo Smith Jr.,Michael Guido,Matt Zeigler,Colleen Camp,Marc Grapey
tt0272338,Adam Sandler,Emily Watson,Philip Seymour Hoffman,Jason Andrews,Don McManus,Luis Guzmán,David Schrempf,Seann Conway,Rico Bueno,Hazel Mailloux
tt0272557,Bruce Boxleitner,Megan Gallagher,Lin Shaye,Tom Wright,Dan Lauria,Matteo Crismani,David Wells,Tim Van Pelt,Jeffrey Combs,Debbie Ann Thomas
tt0273457,Barbara Fixx,Brad Bartram,Justin Carroll,Anna de Cardi,Devinn Lane,Keri Windsor,Mia Zottoli,Tracy Ryan,Steve Curtis,Renee Rea
tt0273435,Charles Aznavour,Brent Carver,Eric Bogosian,Simon Abkarian,Christopher Plummer,Arsinée Khanjian,Setta Keshishian,David Alpay,Shant Srabian,Marie-Josée Croze
tt0274309,Steve Coogan,Lennie James,John Thomson,Nigel Pivaro,Shirley Henderson,Martin Hancock,Mark Windows,Paddy Considine,John Simm,Ralf Little
tt0273982,Mars Callahan,Chazz Palminteri,Michael Rosenbaum,Ricky Schroder,Rod Steiger,Alison Eastwood,Phillip Glasser,Anson Mount,Glenn Plummer,Richard Portnow
tt0273923,Colin Hanks,Jack Black,Schuyler Fisk,Bret Harrison,Kyle Howard,R.J. Knoll,Catherine O'Hara,Mike White,John Lithgow,Lily Tomlin
tt0274471,Renaud Bécard,Claire Pérot,Marie-Joséphine Crenn,Serge Bozon,Raphaël Bianchin,Marie Rousseau,Odile Grosset-Grange,Vanessa Le Reste,Maï David,Armelle Legrand
tt0274424,Sándor Zsótér,Gergely Kaszás,Nóra Parti,Zsolt László,Mariann Szalay,Melinda Major,Sára Mészáros,Miklós Benedek,Zsolt Csemer,Lajos Kathy Horváth
tt0274407,Fanny Ardant,Jeremy Irons,Joan Plowright,Jay Rodan,Gabriel Garko,Manuel de Blas,Justino Díaz,Jean Dalric,Stephen Billington,Anna Lelio
tt0274430,Danny Nussbaum,Emma Davidson,Tania Emery,Lee Oakes,Emma Handy,Tom Connolly,Tom Halstead,Daniel Ainsleigh,Mr. Darcy,Tom Fisher
tt0274019,Rani Mukerji,Govinda,Om Puri,Laxmikant Berde,Kishore Bhanushali,Farida Jalal,Apurva Agnihotri,Deepak Tijori,Johny Lever,Rambha
tt0274558,Meryl Streep,Nicole Kidman,Julianne Moore,Stephen Dillane,Miranda Richardson,George Loftus,Charley Ramm,Sophie Wyburd,Lyndsey Marshal,Linda Bassett
tt0274643,Brooke Adams,Lynne Adams,Eva Amurri,Kalen Conover,Light Rand,Jim Issa,Lance Krall,Tony Shalhoub,Gary Sinise,Shawn Fogarty
tt0274812,James Spader,Maggie Gyllenhaal,Jeremy Davies,Lesley Ann Warren,Stephen McHattie,Patrick Bauchau,Jessica Tuck,Oz Perkins,Amy Locane,Mary Joy
tt0274428,Elia Suleiman,Manal Khader,George Ibrahim,Amer Daher,Jamel Daher,Lufuf Nuweiser,Read Masarweh,Bassem Loulou,Salwa Nakkara,Naaman Jarjoura
tt0274639,Dave James,Mark Daniel Cade,Juan Canopii,Keythe Farley,Douglas Glazer,Valerie Gordon,Etana Jacobson,Jennifer Lauren,Laurie Pike,Brian Savage
tt0274711,Al Pacino,Téa Leoni,Ryan O'Neal,Kim Basinger,Richard Schiff,Bill Nunn,Robert Klein,Mark Webber,Eldon Bullock,Juliet Papa
tt0274847,Roberto Cobo,Francisco Rey,David Valdez,Mariana Gajá,Sylvia Vilchis,José Luis Badillo,Roberto Trujillo,Arturo Ramírez,Claudio Guarneros,Malenski Ruiz
tt0275295,Jaime Alvarez,Lilia Barsegian,Peter Beckman,Dan Bell,Damon Collazo,Kane Crawford,Michael D. Hartzell,William Lewis,Lauren Maher,Tamara Margarian
tt0275022,Britney Spears,Anson Mount,Zoe Saldana,Taryn Manning,Dan Aykroyd,Kim Cattrall,Justin Long,Beverly Johnson,Bahni Turpin,Kool Moe Dee
tt0275072,Bob Hoskins,Sergiusz Zymelka,Krzysztof Majchrzak,Miroslaw Baka,Andrzej Chyra,Maja Ostaszewska,Slawomir Grzymkowski,Maciej Wojdyla,Lech Mackiewicz,Lukasz Komosa
tt0275275,André Alcasid,Jacqueline Anderson,Berj Bannayan,Greg Hermanovic,John Massey,John Penner,Kim Plate,Tom Sherman,Joanne Tod,
tt0275639,Patrick Timsit,Laetitia Casta,Vincent Elbaz,Catherine Mouchet,Isabelle Spade,Bérangère Allaux,Patrick Floersheim,Manuel Bonnet,Pascal Parmentier,Dolores Chaplin
tt0275263,Eddie Malavarca,Maurizio Nichetti,Violante Placido,Nathaniel Marston,Anthony DeSando,Giancarlo Giannini,Paul Sorvino,Reynold 'Rene' Alexander,Vittorio Amandola,Vincenzo Amato
tt0275847,Daveigh Chase,Chris Sanders,Tia Carrere,David Ogden Stiers,Kevin McDonald,Ving Rhames,Zoe Caldwell,Jason Scott Lee,Kevin Michael Richardson,Susan Hegarty
tt0276140,Luke Perry,Ben Daniels,Orla Brady,Jeroen Krabbé,Ali Hames,Meg Kubota,Stella Tanner,Kevin Moore,John Cater,Morris Perry
tt0277789,Jamie Tirelli,Tammy Trull,Blanca Camacho,Romi Dias,Gabriel Salvador,Ricardo Puente,Laz Alonso,Anibal O. Lleras,Michael Philip Del Rio,Lisi DeLeon
tt0276751,Hugh Grant,Nicholas Hoult,Toni Collette,Sharon Small,Madison Cook,Jordan Cook,Nicholas Hutchison,Ryan Speechley,Joseph Speechley,Natalia Tena
tt0277184,Lombardo Boyar,Darren E. Burrows,Thomas Jefferson Byrd,Nick Gillie,Devon Gummersall,Harry Lennix,Alley Mills,Sebastian Roché,William Sanderson,Chadwick Palmatier
tt0277625,Emmanuel Auger,Karyne Lemieux,David Boutin,Paul Dion,Dominic Darceuil,Sylvain Beauchamps,Louis-David Morasse,Jean-Robert Bourdage,Gabriel Bélanger,Deano Clavet
tt0277790,Billy Zane,Ray Wise,Pamela Gidley,Scott Wiper,Val Lauren,G.W. Stevens,Simon Rhee,Adam Caine,Dylan Neal,Chad S. Taylor
tt0277434,Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott,Chris Klein,Keri Russell,Barry Pepper,Duong Don,Ryan Hurst,Robert Bagnell
tt0278035,Adrian Dunbar,Andrew Howard,Louis Dempsey,Gerard Butler,Jason Hughes,Matthew Rhys,Ioan Gruffudd,Jamie Sweeney,Melanie Lynskey,Emma Fielding
tt0277944,Rodney Rowland,Kristanna Loken,Alexander Enberg,Ted Shackelford,Barbara Carrera,Scott Michael Campbell,Tucker Smallwood,Billy 'Sly' Williams,David Bowe,John Bishop
tt0277744,Kiefer Sutherland,Anthony LaPaglia,Radha Mitchell,Lothaire Bluteau,Daniel Benzali,Kay Panabaker,Denis Arndt,Charles Martin Smith,Michael Benyaer,Craig Veroni
tt0278395,Robert Urich,David Keith,Barry Corbin,Erin Gray,Marnette Patterson,Dorien Wilson,Dwayne Adway,Sean Bridgers,Jack Moore,Gabrielle Fitzpatrick
tt0278435,Jennifer Lopez,Billy Campbell,Tessa Allen,Juliette Lewis,Dan Futterman,Noah Wyle,Fred Ward,Christopher Maher,Janet Carroll,Bill Cobbs
tt0278504,Al Pacino,Robin Williams,Hilary Swank,Martin Donovan,Oliver 'Ole' Zemen,Paul Dooley,Nicky Katt,Larry Holden,Jay Brazeau,Lorne Cardinal
tt0279113,Jennifer Aniston,Jake Gyllenhaal,Deborah Rush,Mike White,John Carroll Lynch,Zooey Deschanel,John C. Reilly,Tim Blake Nelson,Jacquie Barnbrook,Annie O'Donnell
tt0279037,Jürgen Prochnow,Michael Paré,Patrick Muldoon,Birkett Turton,Elisabeth Moss,Maria Conchita Alonso,Clint Howard,Brendan Fletcher,Lochlyn Munro,Maeve Quinlan
tt0279469,Nick Mancuso,Cheryl Pollak,Greg Lauren,Kristofer McNeeley,Robert Walden,Vanessa Evigan,Rainbow Borden,Basil Wallace,Solomon Burke,Kenneth Tigar
tt0278731,Ralph Fiennes,Miranda Richardson,Gabriel Byrne,Lynn Redgrave,John Neville,Bradley Hall,Gary Reineke,Philip Craig,Cliff Saunders,Tara Ellis
tt0278514,Henri Pardo,Amy Sloan,Naomi Levine,Catherine Kidd,Robert Higden,Susan Glover,Larry Day,Danette Mackay,Amanda Brugel,Ardon Bess
tt0279331,Kurt Russell,Ving Rhames,Scott Speedman,Michael Michele,Brendan Gleeson,Kurupt,Dash Mihok,Jonathan Banks,Lolita Davidovich,Khandi Alexander
tt0278500,Rupert Everett,Colin Firth,Frances O'Connor,Reese Witherspoon,Judi Dench,Tom Wilkinson,Anna Massey,Edward Fox,Patrick Godfrey,Charles Kay
tt0279721,Damian Chapa,Robert Wagner,Faye Dunaway,Brad Dourif,Ricco Chapa,London King,Elyse Mirto,Jill St. John,Walker Brandt,Steven Wagner
tt0279778,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,James Garner,Cherry Jones,Ashley Judd,Shirley Knight,Angus Macfadyen,Maggie Smith,Jacqueline McKenzie
tt0279154,Klaus Maria Brandauer,Juliette Gréco,Redbad Klynstra,Sylvie Testud,Alexa Sommer,Veronika Lucanska,Susan Lynch,Piotr Wawrzynczak,Tamara Chambers,Otto Tausig
tt0279074,Bill Sage,Bill Dawes,Lawrence Stringer,Lee Stringer,Io Tillett Wright,Mirelly Taylor,Irene Pena,Héctor García,Kelley West,Eduardo Cavazos Garza
tt0279725,Carola Reyna,Geraldine Chaplin,Ana Torrent,Carmen Montejo,Diana Bracho,Haydee de Lev,Nora Velázquez,Gonzalo Vega,John Edmunds,Claudette Maillé
tt0279871,Emma de Caunes,Éric Caravaca,Bernadette Lafont,Jacques Nolot,Murray Head,Christophe Odent,Lyèce Boukhitine,Arié Elmaleh,,
tt0279410,Tracey Gold,Kevin Dobson,Dee Wallace,Cameron Bancroft,Jeffrey Meek,Terri Hoyos,Michelle Jones,Nathan Anderson,June June,Ann Walker
tt0280380,Kevin Bacon,Charlize Theron,Courtney Love,Stuart Townsend,Pruitt Taylor Vince,Dakota Fanning,Steve Rankin,Garry Chalk,Jodie Markell,Matt Koby
tt0280477,Parry Shen,Jason Tobin,Sung Kang,Shirley Anderson,Nanette Matoba,Kenji Matoba,Ashley Arai,Danielle Conner,Karen DiTota,Smita Satiani
tt0280438,Brian Burns,Vincent Rubino,James Michael Cummings,Elijah Wood,Pat McNamara,John DiResta,Edward Burns,Malachy McCourt,Chris McGovern,Peter Gerety
tt0281924,Maria Bonnevie,Gérard Depardieu,Christopher Eccleston,Bjørn Floberg,Pernilla August,Amanda Jean Kvakland,Hans Matheson,Jørgen Langhelle,Mads Mikkelsen,Wenche Foss
tt0280874,Alice Dwyer,Lars Rudolph,Filip Peeters,Christian Grashof,Hamid Bundu,Irina Platon,Micha Hulshof,Fedja van Huêt,Marc Prätsch,Illa Schöppe
tt0280760,Kieran Culkin,Susan Sarandon,Jeff Goldblum,Claire Danes,Jared Harris,Amanda Peet,Ryan Phillippe,Bill Pullman,Rory Culkin,Peter Anthony Tambakis
tt0280665,Rebecca Romijn,Antonio Banderas,Peter Coyote,Eriq Ebouaney,Edouard Montoute,Rie Rasmussen,Thierry Frémont,Gregg Henry,Fiona Curzon,Daniel Milgram
tt0281322,Wesley Snipes,Ving Rhames,Peter Falk,Michael Rooker,Jon Seda,Wes Studi,Fisher Stevens,Dayton Callie,Amy Aquino,Johnny Williams
tt0280490,Guy Pearce,Rachel Griffiths,Joel Edgerton,Damien Richardson,Robert Taylor,Rhondda Findleton,Kate Atkinson,Vince Colosimo,Paul Sonkkila,Kim Gyngell
tt0280699,Peter Simonischek,Ruth Rieser,August Zirner,Katja Weitzenböck,Daniel Olbrychski,Hans-Michael Rehberg,Branko Samarovski,Samuel Finzi,Otto Tausig,Marketa Modra
tt0282613,Jeff Fahey,Janet Gunn,Richard Danielson,Greta Danielle Newgren,Lukas Behnken,Dean Stockwell,Elisabeth Nunziato,Rueben Grundy,Thomas M. Ficke,Kevin Bailey
tt0280523,Chiara Mastroianni,Ángela Molina,Raphaëlle Molinier,Jacques Gamblin,Julien Lescarret,Ramon Arenillas Llorente,Dominique Vache,Michel Malmoustier,Lucia Sanchez,Stéphane Touitou
tt0280491,,,,,,,,,,
tt0280653,Ulrich Tukur,Mathieu Kassovitz,Ulrich Mühe,Michel Duchaussoy,Ion Caramitru,Marcel Iures,Friedrich von Thun,Antje Schmidt,Hanns Zischler,Sebastian Koch
tt0280460,Susan Sarandon,Goldie Hawn,Geoffrey Rush,Erika Christensen,Robin Thomas,Eva Amurri,Matthew Carey,Andre Ware,Adam Tomei,Sal Lopez
tt0280870,Tanya Allen,Hart Bochner,Fulvio Cecere,Gregory Calpakis,Terry Chen,Garvin Cross,Roger Cross,Martin Cummins,Keith Dallas,Linda Fiorentino
tt0282378,Thekla Reuten,Kim van Kooten,Daniël Boissevain,Dimme Treurniet,Petra Laseur,Robert Reina,Fedja van Huêt,Thom Hoffman,Edwin Jonker,Bouke Jagt
tt0283090,Jeremy Davies,Chris O'Donnell,Rachael Leigh Cook,Michael Rapaport,Michael Lerner,Litefoot,Russell Means,Jon Polito,Kevin Sifuentes,Anita Maltin
tt0283149,Rebecca Simon,David Ackert,Jimmie F. Skaggs,Delores Nascar,Arash Behravan,Connie Schiro,D.A. Sandoval,Francesca Fanti,John Rahal Sarrouf,Jacob Edelman
tt0283084,Alexis Bledel,Jonathan Jackson,Sissy Spacek,William Hurt,Scott Bairstow,Ben Kingsley,Amy Irving,Victor Garber,Kosha Engler,Richard Pilcher
tt0283139,Michelle Pfeiffer,Renée Zellweger,Robin Wright,Alison Lohman,Amy Aquino,John Billingsley,Elisa Bocanegra,Darlene Bohorquez,Solomon Burke Jr.,Scott Allan Campbell
tt0283878,Akira Terao,Kanako Higuchi,Shoji Arano,Hisashi Igawa,Kyôko Kagawa,Tanie Kitabayashi,Manami Konishi,Yasuhiko Naito,Yoko Shioya,Takahiro Tamura
tt0284117,Myriam Mézières,Bruno Todeschini,Louise Szpindel,Tess Barthes,Anne Fassio,Mohamed Fellag,Luis Rego,Diego Pelaez,Wasis Diop,Elodie Frenck
tt0283003,Jason Schwartzman,John Leguizamo,Patrick Fugit,Brittany Murphy,Mickey Rourke,Mena Suvari,Chloe Hunter,Elisa Bocanegra,Julia Mendoza,China Chow
tt0280882,James Faulkner,Anna Mouglalis,Gérard Watkins,Valérie Dréville,Lizzie Brocheré,Louis-Do de Lencquesaing,Dominique Valadié,Luís Miguel Cintra,Alain Françon,Frédéric de Pasquale
tt0281358,Mandy Moore,Shane West,Peter Coyote,Daryl Hannah,Lauren German,Clayne Crawford,Al Thompson,Paz de la Huerta,Jonathan Parks Jordan,Matt Lutz
tt0281209,Chi Bao Pham,Ngoc Bao Ta,Quang Hai Ngo,Quang Vinh Luu,Mai Nguyen Trinh,Ngoc Hiep Nguyen,Do Thi Hai Yen,Le Dung Nhi,,
tt0281820,Nick Nolte,Ralph Fiennes,Nutsa Kukhianidze,Ouassini Embarek,Tchéky Karyo,Marc Lavoine,Gérard Darmon,Saïd Taghmaoui,Patricia Kell,Julien Maurel
tt0282883,Michael Dudikoff,Brooke Theiss,Douglas Weston,Richard Kind,Dan Hedaya,Michael O'Hagan,Pamela Salem,Marisa Johnston,Sameer Dharmadhikari,Asif Basra
tt0282695,Lou Diamond Phillips,Sean Patrick Flanery,Robert Forster,Tanya Allen,Mark Metcalf,Hugh Dillon,Tyler Labine,Alonso Oyarzun,Dave 'Squatch' Ward,Garry Chalk
tt0282515,Richard Anconina,Anne Parillaud,François Levantal,Gérald Laroche,Francis Renaud,Guy Lecluyse,Pierre Laplace,Jean-Jacques Le Vessier,Jean-Louis Tribes,François-Régis Marchasson
tt0280845,Dasari Narayana Rao,Mohan Babu,Soundarya,Harshavardhan,Udayabhanu,Jayachitra,Telangana Sakuntala,Laya,Deepti Bhatnagar,Ranganath
tt0283567,Isabelle Adjani,Sami Frey,Samy Naceri,Aurore Clément,Catherine Mouchet,Maria Schneider,Isild Le Besco,Jacques Bonnaffé,Christian Päffgen,Jean-François Stévenin
tt0283680,Norbert Leo Butz,Josh Hamilton,Guillermo Diaz,Mary Stuart Masterson,Abriahna Smith,Felica Dyer,Susan Alger,Carlin Glynn,Kevin Cooney,Brandon Jansen
tt0282698,Philip Seymour Hoffman,Annie Morgan,Kathy Bates,J.D. Walsh,Jimmy Raskin,Erika Alexander,Sarah Koskoff,Mark Hannibal,Jim Wise,Trace Turville
tt0282945,Tatum O'Neal,Julian Sands,Tim Curry,Lacey Chabert,Eion Bailey,Patrick McCullough,Rudolf Martin,Lorna Farrar,John McConnell,Lance Spellerberg
tt0282578,Johanna Sällström,Emmanuel Limal,Marika Lagercrantz,Lars Bom,Björn Bengtsson,Roy Sällström,Karl Oscar Törnros,Marianne Mörck,Kalle Södergren,Kerim Arhan
tt0282917,Jaromír Nohavica,Karel Plíhal,Jan Prent,Karel Holas,Frantisek Cerný,Radek Poboril,Michal Pavlík,Radovan Klucka,Jaz Coleman,Jitka Obzinová
tt0282860,Daniel Wu,Angelica Lee,Edison Chen,Anthony Chau-Sang Wong,Patricia Ha,Kenny Wong,Yuan Chen,Tsung-Sheng Lee,Tak-Chung Yik,
tt0282410,Amber Benson,James Marsters,Tressa DiFiglia,Andy Hallett,Lars Woods,Jeff Ricketts,Nate Barlow,Shamus Murphy,David Fury,Cathy Doe
tt0282251,Vahina Giocante,Samuel Jouy,François Berléand,Fanny Cottençon,Pierre Cassignard,Cécile Cassel,Manuel Blanc,Jérôme Marc,Stéphane Metzger,Julien Masson
tt0283999,Jason George,Ned Vaughn,Dabney Coleman,Kyli Santiago,David Stuart,Todd Bridges,Christian Stevens,Christian Jensen,M. Scott Wilkinson,Eddie Matthews
tt0280696,Kick Gurry,Maya Stange,Pia Miranda,Russell Dykstra,Brett Stiller,Chris Sadrinna,Andy Anderson,Marton Csokas,Yvette Duncan,Tiriel Mora
tt0283490,Alfredo Alonso,Jacqueline Arenal,Raquel Casado,Jorge Molina,Mijail Mulkay,Miguel Navarro,Manuel Porto,Vicente Revuelta,,
tt0283915,Rebecka Liljeberg,Joachim Król,Sergey Bodrov,Keith Allen,Maurizio Donadoni,Anne-Marie Pisani,Marcela Musso,Ariadna Gil,Silvio Orlando,Yuri Aleksandrov
tt0283574,JoBeth Williams,Sally Kirkland,Jason Brooks,Kari Wuhrer,Leo Rossi,Robert Costanzo,Anicka Haywood,Sage Kirkpatrick,Peter Jason,Denice Duff
tt0283897,Robert Duvall,Luciana Pedraza,Rubén Blades,Kathy Baker,Julio Oscar Mechoso,James Keane,Frank Gio,Kate Micheaux,Frank Cassavetes,Michael Corrente
tt0281190,Ky-Mani Marley,Spragga Benz,Louie Rankin,Paul Campbell,Wyclef Jean,J.R. Silvera,Carlton Grant Jr.,Munair Zacca,Claudette Pious,Isiah Laing
tt0283942,David Caruso,Susan Haskell,Thomas Ian Griffith,Gordon Tootoosis,Miguel Sandoval,Eileen Pedde,Alex Bruhanski,Travis MacDonald,Shawn Reis,Mike Dopud
tt0284320,Mark Thompson,Kevin Pollak,Dana Delany,Jere Burns,Charles Durning,Garry Marshall,James Franco,David Keith,Tyler Goucher,Wendy Davis
tt0284494,Eric Schweig,Graham Greene,Gary Farmer,Noah Watts,Lois Red Elk,Michelle Thrush,Nathaniel Arcand,Chaske Spencer,Joseph American Horse,Wilda Asimont
tt0284478,Jacqueline Kim,Eugenia Yuan,Michael Aki,Matt Westmore,Shizuko Hoshi,Kimberly-Rose Wolter,Jon Jacobs,Michael Krawic,Andrew J. Turner,
tt0284387,Morgane Moré,Guillaume Depardieu,Karine Silla,Magali Woch,Hélène de Saint-Père,Stéphane Boucher,Maryline Even,Esse Lawson,Michel Vuillermoz,Dominique Blanc
tt0284479,Abhishek Bachchan,Hrishitaa Bhatt,Amrish Puri,Mohnish Behl,Helen,Om Puri,Ashish Vidyarthi,A.K. Hangal,Tinnu Anand,Daisy Irani
tt0281231,Les Williams,Mark Sherman,Tracy Pacheco,Flavia Carrozzi,Larry Sands,Michael Moon,Christina Huntington,Caroline Coler,Byron Browne,Tracy Daniels
tt0284277,Jacques Bidou,Anne Kravz-Tarnavsky,Narda Blanchet,Radslav Kinski,Dato Tarielachvili,Adrien Pachod,Pascal Chanal,Myriam Laidouni-Denis,Laura-Kay Monnet,Nicolas Ponthus
tt0284534,Ellen van der Koogh,Danny de Kok,Nienke Brinkhuis,Joep Sertons,Eleanore Merrill,,,,,
tt0284217,Zoran Cica,Branko Bojovic,Zeljko Bozic,Zoran Cvijanovic,Vladan Dujovic,Branislav 'Ciga' Jerinic,Ivan Jovic,Dusan Kecman,Sonja Kolacaric,Relja Milankovic
tt0283883,Jeremy Irons,Patricia Kaas,Thierry Lhermitte,Alessandra Martines,Claudia Cardinale,Jean-Marie Bigard,Ticky Holgado,Yvan Attal,Amidou,Sylvie Loeillet
tt0284442,Laëtitia Lacroix,Fabrice Moussy,André Penvern,Stéphane Derossis,Xavier Thiam,Didier Becchetti,Vanille Attié,Jean-Michel Fête,Micaelle Mee-Sook,Eric Savin
tt0284354,Meret Becker,Martin Glade,Mavie Hörbiger,Oliver Korittke,Roswitha Meyer,Michael Ostrowski,Andreas Patton,Valentin Schreyer,Giora Seeliger,Jasmin Tabatabai
tt0283900,Romain Duris,Judith Godrèche,Kelly Reilly,Audrey Tautou,Cécile de France,Cristina Brondo,Federico D'Anna,Barnaby Metschurat,Christian Pagh,Kevin Bishop
tt0283991,Sheryl Lee,Christopher McDonald,Tom Arnold,Joe Pichler,Tania Raymonde,Jesse Plemons,Phyllis Frelich,Brazhal Brewer,Marilyn Dodds Frank,Ritch Brinkley
tt0284034,Connie Nielsen,Gina Gershon,Chloë Sevigny,Charles Berling,Dominique Reymond,Jean-Baptiste Malartre,Edwin Gerard,Thomas M. Pollard,Abi Sakamoto,Naoko Yamazaki
tt0283644,Kirk Cameron,Brad Johnson,Clarence Gilyard Jr.,Janaya Stephens,Gordon Currie,Chelsea Noble,Krista Bridges,Lubomir Mykytiuk,Christopher Bondy,Christie MacFadyen
tt0284631,Vince Colosimo,Maria Theodorakis,Nathaniel Dean,Judi Farr,Nic Bishop,David Bonney,Daniel Roberts,Anna Lise Phillips,Celeste Jones,Maureen Green
