tt0113092,For the Cause,"3,4",2002
tt0113086,Florentino y el diablo,"6,8",2000
tt0116748,Karobaar: The Business of Love,"3,7",2000
tt0116391,Gang,"6,2",2000
tt0118694,Fa yeung nin wah,"8,1",2001
tt0118710,Beyond the Pale,"6,3",2000
tt0118852,Chinese Coffee,"7,1",2000
tt0119866,Passionnément,"5,4",2000
tt0119495,Love 101,"5,0",2000
tt0119966,Pushing the Envelope,"6,6",2001
tt0120202,State and Main,"6,7",2001
tt0120467,Vulgar,"5,2",2000
tt0123003,Bruno,"6,0",2000
tt0122161,Lured Innocence,"4,9",2000
tt0120117,Shikari,"4,6",2000
tt0120626,Capitães de Abril,"7,1",2001
tt0120263,Sånger från andra våningen,"7,5",2001
tt0120753,The Million Dollar Hotel,"5,7",2000
tt0120630,Chicken Run,"7,1",2000
tt0120698,The Highwayman,"4,4",2000
tt0122459,Return to Me,"6,9",2000
tt0127349,Waking the Dead,"6,5",2000
tt0130623,Dinosaur,"6,4",2000
tt0134630,Duets,"6,1",2000
tt0133752,Fallen Arches,"6,5",2000
tt0135707,Wind River,"6,3",2000
tt0138353,Cement,"5,7",2000
tt0138927,Waterproof,"6,5",2000
tt0138946,The Yards,"6,4",2001
tt0138818,The Hiding Place,"6,5",2000
tt0139500,No Quarto da Vanda,"7,0",2001
tt0141399,Isn't She Great,"5,3",2000
tt0143344,Knockout,"4,1",2000
tt0144142,Committed,"5,1",2000
tt0144084,American Psycho,"7,6",2000
tt0146309,Thirteen Days,"7,3",2001
tt0146882,High Fidelity,"7,4",2000
tt0146984,The Legend of Bagger Vance,"6,7",2001
tt0148421,Looking for an Echo,"6,6",2000
tt0149624,All the Pretty Horses,"5,8",2000
tt0149367,Where the Money Is,"6,3",2000
tt0151150,Josh,"6,1",2000
tt0153012,The Thief & the Stripper,"4,1",2000
tt0153100,Time of Her Time,"7,2",2000
tt0153464,Up at the Villa,"6,0",2000
tt0155723,A Good Baby,"6,8",2000
tt0156020,Ricky 6,"6,1",2001
tt0155754,I'll Remember April,"6,3",2001
tt0155150,Secrets of a Chambermaid,"4,8",2000
tt0157202,Yup Yup Man,"4,8",2005
tt0156841,The Next Best Thing,"4,7",2000
tt0156942,Rave,"5,4",2000
tt0156812,My Dog Skip,"7,0",2000
tt0156757,Mad About Mambo,"5,9",2000
tt0157122,Trolösa,"7,4",2001
tt0158033,Nora,"5,9",2000
tt0159371,Coping,"7,3",2000
tt0158871,På fremmed mark,"5,5",2000
tt0160495,Luckytown,"4,7",2002
tt0160547,More Dogs Than Bones,"5,0",2000
tt0160550,Moskva,"6,3",2001
tt0160663,Blast,"5,5",2000
tt0160644,Passion of Mind,"5,5",2000
tt0160289,Four Dogs Playing Poker,"5,5",2000
tt0159784,Takedown,"6,2",2000
tt0161216,Steal This Movie,"6,4",2002
tt0160759,Respirar (Debaixo D'água),"6,6",2000
tt0160484,Lost Souls,NO DATA,2001
tt0160797,Rules of Engagement,"6,4",2000
tt0160749,Red Dirt,"6,1",2000
tt0161003,Train Ride,"5,2",2000
tt0160616,Other Voices,"5,7",2000
tt0162222,Cast Away,"7,8",2001
tt0161081,What Lies Beneath,"6,6",2000
tt0162983,Hanging Up,"4,8",2000
tt0163125,The Operator,"5,3",2000
tt0162901,Kasbah,"5,8",2000
tt0164182,The Stonecutter,"8,3",2011
tt0164212,Under Suspicion,"6,4",2000
tt0163983,Bless the Child,"5,1",2001
tt0163676,The In Crowd,"4,6",2000
tt0163978,The Beach,"6,6",2000
tt0163745,The Debut,"6,4",2003
tt0164318,Across the Line,"5,5",2000
tt0164545,Doomsday Man,"3,7",2000
tt0165642,Black Sea 213,"3,2",2000
tt0166013,When the Sky Falls,"6,4",2000
tt0165800,The Giving Tree,"3,9",2001
tt0167183,The Girls' Room,"4,8",2000
tt0168446,Aberdeen,"7,1",2000
tt0168629,Dancer in the Dark,"7,9",2000
tt0168509,Le birdwatcher,"6,2",2000
tt0167203,I Dreamed of Africa,"5,5",2000
tt0167380,Russkiy bunt,"6,5",2000
tt0169324,Tick Tock,"5,7",2000
tt0168612,The Playaz Court,"5,3",2000
tt0169122,Perfumed Garden: Tales of the Kama Sutra,"3,5",2000
tt0168856,Hjælp! Jeg er en fisk,"6,0",2001
tt0168504,A Better Way to Die,"5,6",2001
tt0168631,Dark Summer,"4,7",2002
tt0171433,Keeping the Faith,"6,4",2000
tt0171359,Hamlet,"5,9",2000
tt0170452,Prince of Central Park,"5,1",2000
tt0170691,Tigerland,"6,9",2001
tt0172495,Gladiator,"8,5",2000
tt0171580,Nurse Betty,"6,3",2000
tt0172699,Labor Pains,"4,6",2000
tt0172632,Joe Gould's Secret,"6,6",2000
tt0173999,The Magic of Marciano,"6,3",2000
tt0174027,Mirka,"6,4",2000
tt0174480,Autumn in New York,"5,6",2000
tt0174646,Just for the Time Being,"6,5",2000
tt0176578,Building Bridges,"6,9",2000
tt0176783,Gossip,"5,9",2000
tt0177195,Sample People,"4,1",2000
tt0177971,The Perfect Storm,"6,5",2000
tt0177888,King of the Jungle,"5,9",2000
tt0179137,Coronación,"7,1",2000
tt0177068,Once in the Life,"5,2",2000
tt0178050,Sunset Strip,"5,5",2000
tt0179473,"South of Heaven, West of Hell","4,1",2000
tt0179861,Icebreaker,"3,6",2000
tt0179443,Rancid Aluminium,"3,5",2000
tt0180093,Requiem for a Dream,"8,3",2001
tt0180073,Quills,"7,2",2001
tt0179653,Astoria,"7,1",2006
tt0181311,Best,"5,6",2000
tt0181819,Födelsedagen,"5,7",2000
tt0180837,Bossa Nova,"6,3",2000
tt0181865,Traffic,"7,6",2001
tt0181945,A Piece of Eden,"5,5",2001
tt0183056,Esther Kahn,"6,8",2000
tt0183280,Intrepid,"3,3",2000
tt0183639,The Pavilion,"4,5",2000
tt0183659,Pollock,"7,0",2001
tt0180683,Everything's Jake,"5,9",2000
tt0181536,Finding Forrester,"7,3",2001
tt0183550,My Mother Frank,"6,4",2000
tt0183423,Love Beat the Hell Outta Me,"3,8",2000
tt0182508,Urbania,"6,9",2001
tt0181875,Almost Famous,"7,9",2001
tt0181984,Boiler Room,"7,0",2000
tt0183808,Spanish Judges,"4,9",2000
tt0184056,Les yeux brouillés,"7,3",2000
tt0183946,Undertaker's Paradise,"5,5",2001
tt0184858,Reindeer Games,"5,8",2000
tt0185542,New Year's Day,"6,2",2001
tt0185215,Toreros,"6,3",2000
tt0186221,A House by the Sea,"7,8",2007
tt0186183,The Guilty,"6,1",2000
tt0187880,Highway Society,"5,6",2000
tt0186151,Frequency,"7,4",2000
tt0187393,The Patriot,"7,2",2000
tt0186975,Down to You,"5,0",2000
tt0185014,Wonder Boys,"7,2",2000
tt0187474,Saint-Cyr,"6,0",2001
tt0186719,The Young Unknowns,"4,1",2000
tt0186549,The Simian Line,"5,4",2000
tt0186894,Bounce,"5,8",2001
tt0186454,Point Doom,"3,7",2000
tt0187847,Fear of Fiction,"6,5",2000
tt0188160,Price of Glory,"6,1",2000
tt0188135,Pelon maantiede,"5,4",2000
tt0188518,Complicity,"5,8",2000
tt0188613,Les fantômes des Trois Madeleine,"6,3",2000
tt0188490,Catalina Trust,"6,6",2000
tt0188688,Insatiable Wives,"4,6",2007
tt0189509,Estorvo,"5,4",2000
tt0190052,Surrender,"4,2",2003
tt0190994,Bad Faith,"4,6",2000
tt0190524,Left Behind,"4,3",2001
tt0189998,Shadow of the Vampire,"6,9",2001
tt0190332,Wo hu cang long,"7,9",2001
tt0190861,Vatel,"6,6",2000
tt0191754,28 Days,"6,1",2000
tt0192614,The Skulls,"5,6",2000
tt0190865,Vertical Limit,"5,9",2001
tt0192346,Senke uspomena,"6,6",2000
tt0189960,A Raiz do Coração,"5,6",2000
tt0192295,Marlene,"5,7",2000
tt0190736,Sand,"4,2",2000
tt0191037,Circus,"5,6",2000
tt0191636,La veuve de Saint-Pierre,"7,2",2000
tt0192719,No Alibi,"4,7",2000
tt0190346,The Dancer,"5,7",2000
tt0192949,Stardom,"5,7",2000
tt0191352,Peixe-Lua,"6,2",2000
tt0191865,La carbonara,"6,2",2000
tt0192678,Tierra del fuego,"5,3",2000
tt0193741,Badding,"5,9",2000
tt0193854,A Shot at Glory,"6,2",2002
tt0194027,"Hylätyt talot, autiot pihat","5,5",2000
tt0194218,Panic,"6,7",2001
tt0195001,Kanak Attack,"6,7",2000
tt0195860,Knockout,"5,4",2000
tt0195857,Kin,"5,2",2002
tt0194852,Un amor de Borges,"6,8",2000
tt0195352,Total Loss,"6,1",2000
tt0196223,The Right Temptation,"5,3",2001
tt0195944,Newsbreak,"4,3",2000
tt0195685,Erin Brockovich,"7,4",2000
tt0195778,Here on Earth,"5,2",2000
tt0195631,Alone with a Stranger,"4,9",2000
tt0196219,The Wrecking Crew,"2,2",2000
tt0197311,Boesman and Lena,"5,7",2001
tt0197072,Under Pressure,"3,7",2000
tt0197384,Crime + Punishment in Suburbia,"5,8",2000
tt0197402,Detektor,"6,6",2000
tt0196723,Forever Lulu,"5,6",2000
tt0197644,Loveblind,"4,5",2000
tt0197646,Lush,"4,7",2000
tt0197740,L'ombra del gigante,"6,6",2000
tt0196708,Lockdown,"6,2",2003
tt0197096,What's Cooking?,"6,8",2000
tt0197753,Partners in Crime,"5,6",2000
tt0197299,Black Sea Raid,"3,6",2000
tt0197104,Wings of the Crow,"2,6",2000
tt0198021,Where the Heart Is,"6,7",2000
tt0198320,Baby Luv,"6,1",2005
tt0198284,After Sex,"4,5",2011
tt0198893,Passion's Desire,"4,2",2000
tt0199000,Gripsholm,"6,0",2000
tt0198654,Lijmen/Het been,"7,0",2001
tt0199129,The Visit,"6,3",2001
tt0199077,Preferisco il rumore del mare,"6,5",2001
tt0199650,Jill Rips,"3,9",2000
tt0200427,Diamond Men,"6,9",2000
tt0200530,Chuck & Buck,"6,6",2000
tt0199725,Love & Basketball,"7,2",2000
tt0199748,Manhattan Chase,"4,1",2000
tt0199974,The Prophet's Game,"4,8",2001
tt0200171,Stanley's Gig,"6,1",2000
tt0200192,Tra(sgre)dire,"5,4",2000
tt0199744,Mambo Café,"5,0",2000
