tt0096056,Crime and Punishment,"5,6",2002
tt0118926,The Dancer Upstairs,"6,9",2004
tt0119980,Random Shooting in L.A.,"6,5",2002
tt0120679,Frida,"7,3",2003
tt0130255,Shivam,"4,9",2002
tt0149253,Texas 46,"5,9",2002
tt0160240,Easter,"7,8",2002
tt0162862,"António, Um Rapaz de Lisboa","7,5",2002
tt0161088,White Boy,"3,1",2002
tt0162838,Three Days of Rain,"5,4",2003
tt0164184,The Sum of All Fears,"6,4",2002
tt0164003,City of Ghosts,"5,9",2003
tt0165361,Highway,"6,1",2002
tt0165832,Interstate 60: Episodes of the Road,"7,6",2003
tt0166813,Spirit: Stallion of the Cimarron,"7,2",2002
tt0168786,Antwone Fisher,"7,3",2003
tt0167261,The Lord of the Rings: The Two Towers,"8,8",2002
tt0175203,La balsa de piedra,"5,8",2002
tt0175557,O Delfim,"6,5",2002
tt0176185,The Story of O: Untold Pleasures,"4,3",2002
tt0179098,Moonlight Mile,"6,6",2002
tt0184387,Dead Man's Dream,"7,3",2002
tt0184719,Maryam,"6,8",2002
tt0191074,New Best Friend,"5,2",2002
tt0190938,$windle,"5,4",2004
tt0191161,O Gotejar da Luz,"6,8",2002
tt0194143,Meet Prince Charming,"4,9",1999
tt0193545,Looking for Leonard,"5,7",2002
tt0197448,A Falha,"4,8",2002
tt0199007,Secret Pleasures,"4,3",2002
tt0202457,Tornare indietro,"5,0",2002
tt0202416,Johan Padan a la descoverta de le Americhe,"6,8",2002
tt0206778,2 Birds with 1 Stallone,"6,5",2002
tt0206098,Alma Mater,"6,7",2002
tt0207826,The Water Game,"5,7",2002
tt0208491,Ginostra,"4,6",2003
tt0209077,Ken Park,"5,8",2003
tt0210816,Looking for Jimmy,"4,8",2002
tt0210953,Road Dogz,"5,5",2002
tt0210971,A Selva,"5,6",2002
tt0209464,Villa des roses,"6,2",2002
tt0212797,I banchieri di Dio,"6,3",2002
tt0212132,The Tracker,"7,3",2002
tt0213266,The Streetsweeper,"7,5",2002
tt0213824,Asesinato en lunes de carnaval,"4,7",2002
tt0215687,Cuba,"7,2",2002
tt0217787,Searching for Paradise,"5,4",2002
tt0219272,Redemption of the Ghost,"5,2",2002
tt0219374,Unconditional Love,"6,7",2002
tt0217505,Gangs of New York,"7,5",2003
tt0218390,The Last Place on Earth,"5,9",2002
tt0221013,Séraphin: un homme et son péché,"6,6",2002
tt0220343,Briar Patch,"5,4",2002
tt0222024,Hum Tumhare Hain Sanam,"5,4",2002
tt0226514,Temporal,"6,3",2002
tt0229187,24 heures de la vie d'une femme,"6,0",2003
tt0228293,O Fato Completo Ou À Procura De Alberto,"4,8",2002
tt0229567,McAllister Affair: The Gathering,NO DATA,2003
tt0231448,Deuces Wild,"5,6",2002
tt0233418,Cavale,"6,9",2003
tt0234797,The Cross,"7,4",2007
tt0233469,Collateral Damage,"5,5",2002
tt0233230,Après la vie,"7,0",2003
tt0235737,The Salton Sea,"7,0",2002
tt0235048,Wicked Spring,"4,8",2007
tt0238546,Queen of the Damned,"5,2",2002
tt0238936,Devdas,"7,5",2002
tt0238380,Equilibrium,"7,3",2003
tt0238924,The Dangerous Lives of Altar Boys,"6,9",2002
tt0241453,Florida City,"4,9",2002
tt0240340,The Angel Doll,"6,6",2002
tt0240980,Till Human Voices Wake Us,"6,3",2003
tt0241518,Halalabad Blues,"4,4",2002
tt0240510,The Four Feathers,"6,5",2002
tt0240521,Féroce,"4,9",2002
