0,1,2,3
tt0062336,El Tango del Viudo y Su Espejo Deformante,"6,4",6
tt0383477,Love & Orgasms,"6,3",88
tt0446792,Surviving in L.A.,"7,7",92
tt0849437,Duel of Legends,NO DATA,NO DATA
tt0920462,Lost Girls and Love Hotels,"4,7",50
tt10004368,Jak najdalej stad,"7,0",76
tt10006160,Kala azar,"4,8",NO DATA
tt10003008,The Rental,"5,7",74
tt10019108,Villa Caprice,"5,8",NO DATA
tt10022990,Seeru,"5,4",NO DATA
tt10023172,Passion simple,"5,5",NO DATA
tt10022726,Sweet Face,"6,0",6
tt10023022,Clean,"5,6",47
tt10023024,Love Aaj Kal,"4,7",20
tt10027720,Ringolevio,"4,7",NO DATA
tt10032266,Asia,"6,7",91
tt10039338,Once a Year on Blackpool Sands,"5,5",NO DATA
tt10042590,El verano que vivimos,"5,9",25
tt10043458,El Suspiro del Silencio,"7,1",56
tt10039584,A Escritora,"6,7",NO DATA
tt10041978,Gonarezhou: The Movie,"8,2",NO DATA
tt10039524,Luxor,"5,3",92
tt10042622,They Who Surround Us,"6,0",88
tt10056224,Cortex,"5,2",NO DATA
tt10055892,Youngest,NO DATA,46
tt10054604,Girlfriend's reunited,"3,5",NO DATA
tt10058890,Lonesome Boy,NO DATA,91
tt10062614,Guilty,"5,4",50
tt10065694,Antebellum,"5,8",31
tt10066262,Depois de Ser Cinza,"7,2",92
tt10068916,Made in Abyss: Fukaki Tamashî no Reimei,"8,0",NO DATA
tt10073452,Legjobb tudomásom szerint,"7,0",NO DATA
tt10075442,Classic Again,"6,8",NO DATA
tt10080092,Wild Grass,"4,8",NO DATA
tt10081762,Breaking Surface,"6,2",100
tt10081788,L'oiseau de paradis,"5,2",NO DATA
tt10082520,Range of Sniper,NO DATA,NO DATA
tt10092464,Adbhoot - ek dhandal saira vaira,NO DATA,NO DATA
tt10092752,La terre et le sang,"5,2",NO DATA
tt10095308,Pink Skies Ahead,NO DATA,82
tt10097346,Lan Se Lie Che,"6,5",45
tt10097312,Manchurian Tiger,"5,6",91
tt10097386,Sudba,NO DATA,NO DATA
tt10097484,Guai wu xian sheng,"5,1",NO DATA
tt10097470,Lian Qu 1980,"8,6",NO DATA
tt10098442,L'autre,"6,2",NO DATA
tt10098042,Sunray,"6,1",NO DATA
tt10100196,You Mean Everything to Me,"7,3",NO DATA
tt10101806,La dona il·legal,"6,2",74
tt10103028,Blindfire,"4,9",67
tt10102402,Berliner,"6,4",NO DATA
tt10102746,The Forgotten,NO DATA,100
tt10110614,Mila,"6,8",44
tt10106082,Conversaciones,"7,4",NO DATA
tt10107222,Kokon,"6,6",NO DATA
tt10112032,Askedager,NO DATA,NO DATA
tt10117768,Schwesterlein,"6,8",NO DATA
tt10121110,A Arte de Morrer Longe,"6,7",NO DATA
tt10123970,Mother's Child,"4,3",73
tt10122618,Gondi,"6,6",NO DATA
tt10123698,Miss,"6,4",35
tt10127760,Fishing and Fishermen's Conversations,"7,5",NO DATA
tt10127684,Bronx,"6,1",NO DATA
tt10132068,Maryjki,"5,9",NO DATA
tt10132976,Le sel des larmes,"6,1",NO DATA
tt10132488,Sakura,"6,3",NO DATA
tt10136434,Zieja,"5,8",NO DATA
tt10138068,Schmetterlinge,NO DATA,7
tt10146208,Na ostrie,"6,4",NO DATA
tt10148118,Behind the Line: Escape to Dunkirk,"4,7",NO DATA
tt10147590,Cerro Torre,"6,6",NO DATA
tt10147910,The Maid,"5,7",67
tt10150920,Green Summer,NO DATA,NO DATA
tt10149938,499,"6,9",85
tt10151048,Driftless,"5,5",NO DATA
tt10152582,Rajeeva,NO DATA,2
tt10151656,The 11th Green,"6,4",75
tt10153510,Corazón ardiente,"7,6",NO DATA
tt10152722,"Wanda, mein Wunder","6,4",71
tt10156122,Vnutrenniy ogon,"6,1",NO DATA
tt10155896,One Meal,NO DATA,NO DATA
tt10161886,The Prom,"5,9",54
tt10163896,Konglish,NO DATA,NO DATA
tt10166648,Fair Haven,NO DATA,53
tt10167116,The Marked,"8,1",NO DATA
tt10167422,Kaze no denwa,"6,9",NO DATA
tt10167850,The Heights a Perfect Reunion,NO DATA,92
tt10176944,Fille du vent,NO DATA,NO DATA
tt10178386,No Man's Truth,"6,8",NO DATA
tt10179362,The Lady from the Sea,"8,0",48
tt10183870,Yaponskiy Bog,"5,6",NO DATA
tt10183816,Dangerous Lies,"5,3",23
tt10187378,Cordero de Dios,"7,3",NO DATA
tt10189514,Soorarai Pottru,"8,7",80
tt10195248,Alexander,NO DATA,98
tt10196398,Adieu les cons,"6,7",NO DATA
tt10197570,The Tree Movie,NO DATA,NO DATA
tt10198274,Mia's M.I.A,NO DATA,NO DATA
tt10198064,The Love Between Us,"8,2",NO DATA
tt10199914,The Boys in the Band,"6,8",84
tt10199974,Pareeksha,"8,0",NO DATA
tt10200522,Once Upon a Time in Indonesia,"2,2",NO DATA
tt10201328,Chaco,"5,6",NO DATA
tt10204756,La volta buona,"6,5",NO DATA
tt10205046,Stealing Chaplin,"5,2",100
tt1020581,The Method,NO DATA,NO DATA
tt10206818,The Voice of Sin,"6,6",NO DATA
tt10213380,Malmkrog,"6,6",61
tt10214754,Luca,"6,8",91
tt10217460,Longe do Paraíso,"7,1",NO DATA
tt10218912,As I Am,"4,6",NO DATA
tt10218878,Haarucha,"5,8",NO DATA
tt10228546,"Omoi, Omoware, Furi, Furare","6,3",NO DATA
tt10230010,Sparks,NO DATA,69
tt10229932,Kom hier dat ik u kus,"7,2",NO DATA
tt10231822,"Run Wolf, Run",NO DATA,NO DATA
tt10229982,My First Summer,"6,7",92
tt10230426,Mrs. Serial Killer,"4,1",23
tt10230436,Yeh Ballet,"7,5",93
tt10230576,Only Human,"7,2",NO DATA
tt10230422,Class of 83,"5,8",17
tt10230414,Serious Men,"6,8",91
tt10230290,Matares,"7,2",NO DATA
tt10234084,Little Orphans,"4,4",63
tt10234650,"Zai jian, shao nian","5,1",76
tt10235600,Kaali Khuhi,"3,6",56
tt10239320,The Surrogate,"6,3",92
tt10240440,Tahmineh,NO DATA,NO DATA
tt10244008,Ghost,"5,6",100
tt10243992,I'm Your Woman,"6,2",81
