0,1,2,3
tt0228802,Mugen ryûkyû tsuru Henrî,NO DATA,NO DATA
tt0326716,'77,"6,5",NO DATA
tt0346172,Zamaanat: And Justice for All,"2,9",NO DATA
tt0818543,Z,NO DATA,NO DATA
tt0840306,Cosmic Radio,"4,6",NO DATA
tt0995854,A Journal for Jordan,"5,9",39
tt10003618,Kelti,"6,8",NO DATA
tt10011002,Preman,"5,5",NO DATA
tt10016180,The Little Things,"6,3",45
tt10023286,The Humans,"6,1",92
tt10022782,Everything I Ever Wanted to Tell My Daughter About Men,"6,0",86
tt10032574,Pure White,"6,4",NO DATA
tt10032342,Cosas imposibles,"7,7",NO DATA
tt10037014,Fear of Rain,"5,9",50
tt10042788,Promises,"5,3",100
tt10038660,"Virgen de San Juan, cuatro siglos de milagros","6,4",NO DATA
tt10051000,Sans soleil,"4,6",NO DATA
tt10054778,Famous,"6,6",100
tt10062628,Sombra,"6,1",NO DATA
tt10062338,Earwig,"5,4",73
tt10062556,Bhuj: The Pride of India,"4,2",50
tt10068716,Let Me Be Frank,"7,4",NO DATA
tt10072662,Il materiale emotivo,"5,5",6
tt10077034,Twist,"4,2",9
tt10080086,Ba yue wei yang,"4,7",NO DATA
tt10079796,The Wasteland of Education,NO DATA,NO DATA
tt10083868,Bole Chudiyan,NO DATA,84
tt10084832,Nomad,NO DATA,93
tt10088984,Ouistreham,"6,9",NO DATA
tt10095582,The Tragedy of Macbeth,"7,1",92
tt10097384,Mi mi fang ke,"5,4",NO DATA
tt10098452,Animals,"6,5",93
tt10102080,Range Roads,"6,4",NO DATA
tt10108062,Lavinya,NO DATA,NO DATA
tt10115874,The Diary: An Untold Story,"5,5",45
tt10121222,Paul Keller - Stille im Schrei,NO DATA,NO DATA
tt10127464,Reflection,"5,5",95
tt10126040,The Exchange,"5,7",65
tt10127964,Perspectiva,NO DATA,NO DATA
tt10151074,Wish You Were Here,NO DATA,NO DATA
tt10152736,Thalaivi,"5,9",20
tt10156216,Alia's Birth,NO DATA,NO DATA
tt10161612,Love Songs Weren't Meant to Make You Cry,NO DATA,68
tt10166880,Vera andrron detin,"6,6",NO DATA
tt10171848,Moloko ptitsy,"5,3",NO DATA
tt10187208,A Boy Called Christmas,"6,7",84
tt10192704,My True Fairytale,"5,7",38
tt10196108,Eugénie Grandet,"6,3",NO DATA
tt10195722,Highway 1,"5,5",NO DATA
tt10197632,Woman in Car,"4,1",NO DATA
tt10198698,Black Parthenope,"7,0",7
tt10217402,Así Te Vas a Despedir,NO DATA,84
tt10221732,Madison Baker Was Here,"6,7",NO DATA
tt10223850,Knockout Girls,"9,5",NO DATA
tt10223100,The Tenth Lodge,NO DATA,45
tt10229068,Birdie,"8,7",5
tt10229984,Recital,NO DATA,94
tt10230994,Beckett,"5,7",47
tt10232096,Buran,"6,1",5
tt10230400,Triangle Love,"6,1",45
tt10241130,Three Legged Horse,"8,2",93
tt10247646,The Perfect Mistress V: Happy Ending,NO DATA,NO DATA
tt10262112,Nobel Peace,"6,6",83
tt10265034,Land,"6,7",69
tt10262648,Hytti nro 6,"7,2",93
tt10265764,"Lucia, Lucia",NO DATA,91
tt10268316,Not a Slave,"5,9",NO DATA
tt10271638,¿Qué hicimos mal?,"5,6",6
tt10270250,Dusty to Meet Rusty,NO DATA,NO DATA
tt10275546,Aelay,"7,0",NO DATA
tt10280296,Sardar Udham,"8,4",95
tt10285624,La señora no está,NO DATA,84
tt10287908,Spring,"5,9",6
tt10290352,Il cattivo poeta,"6,4",4
tt10293406,The Power of the Dog,"6,8",94
tt10295212,Shershaah,"8,3",54
tt10298870,La Flamme Rouge,"5,9",NO DATA
tt10300450,Laabam,"3,5",NO DATA
tt10300570,Kadaisi Vivasayi,"8,8",100
tt10303994,The Hostage,NO DATA,NO DATA
tt10307724,Madame Claude,"5,4",17
tt10308502,An Intrusion,"4,2",19
tt10310074,True Things,"5,9",81
tt10311018,Okul Tirasi,"7,4",NO DATA
tt10309902,Chehre,"6,2",NO DATA
tt10313738,Esther & Maude,NO DATA,NO DATA
tt10314548,Heart of Champions,"5,9",29
tt10318096,Reunion of Champions,"5,9",NO DATA
tt10327130,Soul Eclipse,"7,8",NO DATA
tt10329022,Después de Ti,"5,5",NO DATA
tt10333426,Bliss,"5,4",27
tt10341034,Boîte noire,"7,2",94
tt10337974,Dougley,NO DATA,NO DATA
tt10339052,Best Sellers,"6,2",53
tt10342492,Tales of the Natchez Trace,"6,9",7
tt10342730,Spiral: From the Book of Saw,"5,2",37
tt10342228,Narco Sub,"3,5",NO DATA
tt10345782,La scuola cattolica,"5,7",13
tt10344404,A Biography of Great Proportions,NO DATA,NO DATA
tt10360860,Things Worth Weeping For,"5,7",NO DATA
tt10360772,Mijn beste vriendin Anne Frank,"6,2",67
tt10366460,CODA,"8,0",94
tt10367074,Red Sandra,"6,8",NO DATA
tt10362566,The Exorcism of God,"5,3",57
tt10366574,Noche de fuego,"7,3",96
tt10366514,Eiffel,"6,2",49
tt10368680,Below the Fold,"4,1",100
tt10370710,Verdens verste menneske,"7,7",96
tt10375916,Blindsided,"3,4",NO DATA
tt10376078,Inni ludzie,"6,6",NO DATA
tt10375112,Clodagh,NO DATA,57
tt10373728,Love Bug,NO DATA,NO DATA
tt10376800,Petite Solange,"6,0",NO DATA
tt10380900,Petrovy v grippe,"6,7",86
tt10384534,Silent River,"4,0",80
tt10381014,The War Below,"6,5",88
tt10386790,General Admission,"5,5",NO DATA
tt10394176,Tunnel To The Inferno,NO DATA,NO DATA
tt10396450,Karmalink,"6,1",89
tt10396036,The Great Traveller,NO DATA,NO DATA
tt10400028,I Am Zlatan,"6,2",NO DATA
tt10402840,The Truth Has Changed,NO DATA,NO DATA
tt10406596,You Are Not My Mother,"5,8",88
tt10409102,Man Under Table,"4,8",NO DATA
tt10413092,Hope's Legacy,"5,9",7
tt10414276,American Cherry,"5,3",37
tt10415684,Hasadék,"5,8",NO DATA
tt10418662,Awake,"4,9",24
tt10430030,The Raven and the Rowan Tree,NO DATA,45
tt10427830,Road of Dreams,"3,2",NO DATA
tt10426580,We Burn Like This,"5,3",NO DATA
tt10430850,Rushed,"5,6",90
tt10431414,The Bertelli's,NO DATA,NO DATA
tt10438512,La ruche,"6,0",NO DATA
tt10441878,A Mesma Parte de Um Homem,"6,7",NO DATA
tt10447368,Pompano Boy,NO DATA,NO DATA
tt10448124,West Michigan,"4,9",NO DATA
tt10448458,Sometime Other Than Now,"6,0",57
tt10457168,My Fiona,"5,8",83
tt10463270,Shouting Silence,"9,5",66
tt10473008,The Coffin Bound Kings,NO DATA,NO DATA
tt10481990,Rabia and Olivia,"7,1",NO DATA
tt10482032,Implosion,"6,2",NO DATA
tt10483044,Cousins,"6,9",100
tt10482844,Time Now,"3,6",71
tt10487696,Wanton Want,"4,4",NO DATA
tt10504992,Basenji,"8,5",NO DATA
tt10505316,Illusions perdues,"7,4",93
tt10503736,The Ghosts of Borley Rectory,"3,6",7
tt10508446,Sing to Me Sylvie,"9,6",NO DATA
tt10514056,Unsilenced,"6,8",NO DATA
tt10510280,School's Out Forever,"5,4",73
tt10515864,Furioza,"6,3",59
tt10521244,Between Forever,"7,2",NO DATA
tt10520754,The Sleeping Negro,"6,0",100
tt10524876,Lullaby,NO DATA,100
tt10526266,Räuberhände,"6,0",NO DATA
tt10534500,#Home,"8,8",NO DATA
tt10544978,The Forbidden Wish,"5,6",NO DATA
tt10545214,Aliya Basu Gayab Hai,NO DATA,NO DATA
tt10544328,El camino de Sol,"6,0",89
tt10545704,Adieu Monsieur Haffmann,"7,0",100
tt10549980,The Dark Side Of Opulent III,NO DATA,NO DATA
tt10555608,All Aboard,NO DATA,3
tt10556756,Who is Sleeping in Silver Grey,NO DATA,10
tt10560338,Bhasadbaaz,"5,8",NO DATA
tt10569656,Sami,NO DATA,84
tt10573984,Koko,"5,3",NO DATA
tt10574244,Jekyll and Hyde Retold,NO DATA,NO DATA
tt10572658,Collection,"4,3",17
tt10589738,Libertad,"6,5",100
tt10595006,Lost in Paradise,"5,4",NO DATA
tt10592842,Sodo Express,NO DATA,NO DATA
tt10603372,Le Prince,"6,5",NO DATA
tt10605812,A Menina que Matou os Pais,"5,9",3
tt10607372,The Horrible Hunters,NO DATA,93
tt10608854,Maskhara,NO DATA,NO DATA
tt10612362,A Spark in Nothing,"4,6",NO DATA
tt10616984,It's What's On the Inside,"5,6",NO DATA
tt10617192,Once Upon a Lifetime,"7,3",NO DATA
tt10622972,Jhimma,"7,5",NO DATA
tt10618682,Addict Named Hal,"5,8",NO DATA
tt10627530,Life Ain't Like the Movies,"8,0",NO DATA
tt10627274,El Blanco,"6,9",NO DATA
tt10632226,Nudo mixteco,"6,9",NO DATA
tt10635042,Gekijouban Bishoujo Senshi Sailor Moon Eternal,"7,0",10
tt10636130,Making Sense,"5,1",NO DATA
tt10639214,Dead & Beautiful,"4,5",NO DATA
tt10644372,Lone Wolf,"3,4",57
tt10651230,The Peasants,"8,2",NO DATA
tt10652948,Undertaker,"8,1",NO DATA
tt10656034,Moras biti ziv da bi umro,"8,4",NO DATA
tt10661500,Gun and a Hotel Bible,"4,2",57
tt10661100,The Last Darling Bulgaria,"6,1",NO DATA
tt10661848,Jagame Thandhiram,"5,8",NO DATA
tt10661710,Born a Champion,"6,8",80
tt10671328,Angrej Putt,"6,9",NO DATA
tt10669868,Acting: The First Six Lessons,NO DATA,NO DATA
tt10670754,Paranormal Investigators,NO DATA,NO DATA
tt10676012,To All the Boys: Always and Forever,"6,3",78
tt10674614,Ashley Jones Is Perfectly Normal,"4,5",5
tt10676126,Our River...Our Sky,"7,1",NO DATA
tt10682414,Petya na moyata Petya,"7,3",NO DATA
tt10687070,Mandela,"8,4",NO DATA
tt10687016,Asbury Park,"6,2",NO DATA
tt10686506,Too Unexpected,NO DATA,84
tt10687506,The Electrical Life of Louis Wain,"6,8",69
tt10692368,Because We Are,NO DATA,NO DATA
tt10691162,Aftermath,"5,3",62
tt10696896,Stillwater,"6,6",75
tt10696784,The Harder They Fall,"6,6",88
tt10698174,Wolf,"5,1",45
tt10697680,The Human Solution,"7,2",NO DATA
tt10714348,For Your Own Sake,NO DATA,NO DATA
tt10712928,Stars Fell on Alabama,"5,6",54
tt10719596,Venus,"5,7",NO DATA
tt10726148,Ninety Sunsets,"6,8",75
tt10728214,Songs for a Sloth,"5,8",NO DATA
tt10731768,Sweet Girl,"5,5",24
tt10731688,Breed,"6,8",NO DATA
tt10732462,Europa,"5,9",92
tt10735686,Toxikoma,"7,0",NO DATA
tt10738906,The Feast,"5,5",NO DATA
tt10739160,The Pond,"3,9",NO DATA
tt10738536,Délicieux,"7,0",7
tt10739666,Satyameva Jayate 2,"4,1",50
tt10738004,Dünyanin sonunun geldigi gün,NO DATA,NO DATA
tt10741542,Sherni,"6,8",100
tt10741708,Nasty Women,NO DATA,89
tt10749934,The Woodsman,NO DATA,NO DATA
tt10751150,Pardoned by Grace,"4,8",NO DATA
tt10753760,Alone Together,NO DATA,80
tt10755608,Jamun,"7,2",NO DATA
tt10757922,Chyby,"6,8",NO DATA
tt10758868,Midsummer Night's Scheme,NO DATA,NO DATA
tt10759042,A Fear of Moving Forward,NO DATA,63
tt10761694,Tadap,"5,1",20
tt10765448,C Section,"8,1",NO DATA
tt10763820,Night Teeth,"5,7",38
tt10771312,We Are Living Things,"5,2",87
tt10773626,The Pebble and the Boy,"5,9",36
tt10773194,My Dead Dad,"5,5",NO DATA
tt10791152,Supereroi,"6,7",NO DATA
tt10793984,Caged Birds,"9,5",NO DATA
tt10791784,Y+,NO DATA,NO DATA
tt10794866,Memoirs of a Fighter,NO DATA,NO DATA
tt10801496,Streamline,"5,8",76
tt10800070,Playing the Crease,"6,9",NO DATA
tt10801458,Gender Crisis,"8,4",NO DATA
tt10805906,Vex,"6,4",NO DATA
tt10810640,Olympic Dream,"4,8",NO DATA
tt10816448,Ranah 3 Warna,"6,7",NO DATA
tt10825610,Soul of a Beast,"5,4",NO DATA
tt10825786,Cross Lives,NO DATA,NO DATA
tt10832274,Swan Song,"7,0",92
tt10827792,Patchwork,"6,5",NO DATA
tt10826774,Disfluency,"8,6",NO DATA
tt10834108,Bengal Diaries,"9,9",NO DATA
tt10834736,Tsoy zhiv,NO DATA,76
tt10838610,Shadows,NO DATA,100
tt10840042,Another Girl,"4,3",48
tt10845680,A Good Morning,NO DATA,NO DATA
tt10849722,We All Think We're Special,"4,8",NO DATA
tt10850200,Elijah: Part 3,"7,0",NO DATA
tt10850034,Ming tian hui hao de,"3,8",NO DATA
tt10851100,Jeene Ki Umeed Tumse Hi,"8,8",NO DATA
tt10856166,Maria Chapdelaine,"6,9",82
tt10866220,Walking Over Water,NO DATA,88
tt10867178,Samapti,NO DATA,NO DATA
tt10869766,Trümmermädchen,"5,4",NO DATA
tt10868922,The Influencer,"3,7",67
tt10873536,Ninna Sanihake,"6,6",NO DATA
tt10873988,Detrás de la Lluvia,NO DATA,77
tt10883194,Cornered,"6,2",NO DATA
tt10893170,Bhoomi,"4,7",NO DATA
tt10895576,Mimi,"7,8",25
tt10895556,Rashmi Rocket,"7,3",44
tt10896398,Boogie,"5,2",42
tt10912628,Tusind Timer,"6,9",NO DATA
tt10916458,Good Grief It's Friday,"5,4",100
tt10913160,A State of Mind,"7,2",NO DATA
tt10917344,Life Goes On,NO DATA,96
tt10919362,Sweetheart,"6,4",100
tt10920562,Before El Finâ,"7,9",36
tt10919258,Evan Wood,"5,6",NO DATA
tt10919184,Poslije zime,"6,7",NO DATA
tt10919240,Malik,"8,0",90
tt10925852,A Mouthful of Air,"6,1",68
tt10928612,Tako da ne ostane ziva,"6,6",NO DATA
tt10927784,Rickshawala,"8,3",NO DATA
tt10934196,Juzni vetar 2: Ubrzanje,"6,3",6
tt10932638,MELANCOLíA,NO DATA,NO DATA
tt10934920,Sands of Arena,NO DATA,NO DATA
tt10936700,L'angelo dei muri,"6,1",NO DATA
tt10935152,Bryn Gets a Life,"8,8",NO DATA
tt10943248,Lo que sabemos,"6,4",5
tt10944760,Titane,"6,5",90
tt10944596,Here Today,"6,7",47
tt10945316,Les meilleures,"6,5",NO DATA
tt10944256,Wo de shao nian shi dai,NO DATA,76
tt10945158,Ils sont vivants,"5,7",NO DATA
tt10945274,Mystère,"6,3",NO DATA
tt10951288,Just Noise,"5,2",NO DATA
tt10953022,Tak nazyvaemaya lyubov. Krasnoe,NO DATA,NO DATA
tt10951504,Mía y Moi,"5,6",NO DATA
tt10951972,Arthur Rambo,"6,1",56
tt10954696,Time to Close,NO DATA,83
tt10955020,Smierc Zygielbojma,"5,9",NO DATA
tt10954652,Old,"5,8",50
tt10960102,E noi come stronzi rimanemmo a guardare,"6,4",3
tt10959824,Abalamban,NO DATA,NO DATA
tt10963118,Landlocked,"6,2",60
tt10962368,Things Heard & Seen,"5,3",38
tt10962838,The Big Rant,"7,0",64
tt10965976,Cette musique ne joue pour personne,"6,3",NO DATA
tt10965850,Bruno Reidal,"6,6",NO DATA
tt10973118,Netrikann,"5,9",NO DATA
tt10975604,O Menino que Matou Meus Pais,"6,1",NO DATA
