0,1,2,3
tt0965381,Milli Vanilli,NO DATA,NO DATA
tt10028196,Laal Singh Chaddha,"5,6",66
tt10047904,Mrak,"6,9",NO DATA
tt10049720,Charlie Hustle,NO DATA,NO DATA
tt10064134,The Reunion,"4,3",NO DATA
tt10083340,Gangubai Kathiawadi,"7,8",91
tt10092362,Pastor's Wife,NO DATA,NO DATA
tt10090058,Satria Dewa: Gatotkaca,"5,3",NO DATA
tt3704428,Elvis,"7,3",77
tt10141678,Fate of the Night,"4,5",NO DATA
tt10146532,Ojai,NO DATA,2
tt10150354,The Four Fathers,NO DATA,79
tt10156158,Vie Feroce,NO DATA,NO DATA
tt1016150,Im Westen nichts Neues,"7,8",90
tt10188844,Hello Jindagi,"7,9",NO DATA
tt10192406,Causeway,"6,6",85
tt10250868,Immenhof - Das große Versprechen,"5,6",NO DATA
tt10271696,Rat Park,NO DATA,28
tt10270204,La voluntaria,"6,2",NO DATA
tt10278448,The Island of Forgiveness,"7,1",7
tt10298810,Lightyear,"6,1",74
tt10304142,Amsterdam,"6,1",32
tt10304140,Untitled Disney Live Action Project,NO DATA,NO DATA
tt10323676,The Contractor,"5,8",44
tt10332372,Paki,NO DATA,94
tt10340562,Etharkkum Thunindhavan,"6,5",NO DATA
tt10345880,Slugger O'Toole,NO DATA,NO DATA
tt10354106,Stars at Noon,"5,5",63
tt10358566,Loren & Rose,"7,9",80
tt10360808,La vaca que cantó una canción hacia el futuro,"5,9",NO DATA
tt10373344,Fisherman's Friends: One and All,"6,4",38
tt10375094,Pada,"7,8",NO DATA
tt10379142,Hallowtide,NO DATA,NO DATA
tt10387560,La piel ajena,NO DATA,NO DATA
tt10393870,Jayeshbhai Jordaar,"6,0",80
tt10399628,A life like any other,"8,1",NO DATA
tt10399608,Cerdita,"6,2",91
tt10449310,Aylan Baby,NO DATA,NO DATA
tt10469740,Evil in Plain Sight,NO DATA,NO DATA
tt10478422,The Year of the Soul,NO DATA,NO DATA
tt10510256,Blasé L.A.,NO DATA,89
tt10512248,North Central,NO DATA,NO DATA
tt10514104,Hoodie,NO DATA,NO DATA
tt10518176,Padavettu,"6,9",NO DATA
tt10535522,On Sacred Ground,"5,6",NO DATA
tt10545696,Maigret,"5,9",91
tt10588504,Mind-Set,"6,8",7
tt10608624,Veyil,"6,1",NO DATA
tt10640346,Babylon,"7,1",57
tt10648938,Side Effects,NO DATA,67
tt10674504,Campo de Sangue,"5,0",50
tt10687220,Nikamma,"2,7",NO DATA
tt10692870,Slovo,"6,0",NO DATA
tt10701788,Rucker,"2,9",75
tt10701074,Ponniyin Selvan: Part One,"7,6",86
tt10698680,K.G.F: Chapter 2,"8,3",47
tt10699086,Bachchhan Paandey,"5,1",74
tt10726774,Il Boemo,"6,4",71
tt10731256,Don't Worry Darling,"6,3",38
tt10733228,Gehraiyaan,"5,8",62
tt10737918,Shin Ultraman,"6,4",93
tt10740944,Graves,"3,9",NO DATA
tt10743778,Abiding,"5,6",NO DATA
tt10749820,Persona,NO DATA,95
tt10749948,Serdtse parmy,"5,7",NO DATA
tt10751558,Immigrant,NO DATA,91
tt10767774,Making Friends as the World Ends,NO DATA,NO DATA
tt10788058,Come Out Fighting,"4,2",25
tt10789062,Octopus Pot,"5,4",NO DATA
tt10789216,Diary of a Spy,"5,0",57
tt10811166,The Kashmir Files,"8,6",40
tt10829654,Hope's Song,"7,4",96
tt10832880,A Strippers Prayer,NO DATA,89
tt10836576,Leonardo and the Love,NO DATA,NO DATA
tt10865174,EAMI,"6,1",100
tt10880774,Fuhgedd About It,NO DATA,NO DATA
tt10881156,Stay with Me,NO DATA,NO DATA
tt10904808,Krime Story,"3,6",NO DATA
tt10913280,Raspberry1508,NO DATA,NO DATA
tt10923334,Herseye Ragmen,"7,7",84
tt10920696,The Black Caesar,NO DATA,NO DATA
tt10931784,Nanny,"5,3",90
tt10935956,Kira & El Gin,"7,9",NO DATA
tt10937932,Back to Billy,NO DATA,94
tt10949122,El Houb,"7,0",100
tt10953232,Bristol Fashion,"6,7",NO DATA
tt10955318,Flaca,NO DATA,71
tt10984580,Utama,"7,2",96
tt10984980,La Vida en el Silencio,"7,9",NO DATA
tt10994712,Sri Asih,"6,5",NO DATA
tt10999998,Main Hoon Auto Wala,NO DATA,64
tt11011206,Suffocated,"6,8",NO DATA
tt11013696,The Land of Dreams,"6,1",63
tt11018264,Blaze,"6,0",NO DATA
tt11023732,Virata Parvam,"6,7",NO DATA
tt11040762,Alice,"5,5",30
tt11044144,Eagle Rock,NO DATA,NO DATA
tt11061084,The Mass Shooting Monologues,NO DATA,NO DATA
tt11069038,Suro,"6,5",NO DATA
