0,1,2,3
tt0087963,Quan jia fu,"6,7",39
tt0100275,La telenovela errante,"6,5",NO DATA
tt0137204,Joe Finds Grace,"8,5",NO DATA
tt0460890,The Only Living Boy in New York,"6,3",33
tt0491203,Tulip Fever,"6,2",10
tt0491175,Suburbicon,"5,8",28
tt0498381,Rings,"4,5",8
tt0825334,Caravaggio and My Mother the Pope,"8,5",9
tt0835802,Krystal,"5,5",13
tt0874268,The Dot Man,"7,5",8
tt10013288,The Promise,NO DATA,51
tt10017460,Egise Taara Juvvalu,"4,6",NO DATA
tt10017546,Ila Ayithe Ela,NO DATA,39
tt10025790,Machiwarla Budha,NO DATA,60
tt10034168,Ubuntu,"8,3",NO DATA
tt10034136,Tatva,NO DATA,NO DATA
tt10033760,Pahil Paul Jivanch,NO DATA,48
tt10036406,Mbretëria,"6,2",NO DATA
tt10042678,Barcley,NO DATA,NO DATA
tt10045134,Inside the Walls,"4,8",NO DATA
tt10048976,When Rumi meets Francis,NO DATA,NO DATA
tt10048408,La ola de crímenes,NO DATA,15
tt10076184,3 Is a Crowd,NO DATA,NO DATA
tt10077598,The Girl From Future,NO DATA,NO DATA
tt10079798,Bingo,NO DATA,85
tt10078676,49 Ngày 2,"4,8",NO DATA
tt10101974,One on One,"4,3",78
tt10102296,Undga,"8,7",NO DATA
tt10106368,Sem Raiz,NO DATA,39
tt10108286,Blestyashchey zhizni lepestok,NO DATA,NO DATA
tt10115300,Ruza,NO DATA,4
tt10117046,Zygote,"7,2",NO DATA
tt10121852,Huntash,NO DATA,NO DATA
tt10133528,Khayyum Bhai,NO DATA,NO DATA
tt10147214,Danza de Luna,NO DATA,NO DATA
tt10160716,Mobile Phone Control,NO DATA,39
tt10161888,Khopa,"6,4",NO DATA
tt10163206,Marathon Zindagi,NO DATA,NO DATA
tt10167826,A Mother's Story,NO DATA,69
tt10169754,E Ee,"6,6",60
tt10174300,Shyamchi Shala,NO DATA,NO DATA
tt10182846,The Ol' Amity Blues,NO DATA,NO DATA
tt10189426,Funny Young World,NO DATA,NO DATA
tt10195216,"Papa, Come Home",NO DATA,NO DATA
tt10218948,Aitebaar,NO DATA,NO DATA
tt10215836,The Perfect Mistress III.,NO DATA,NO DATA
tt10218800,Tu Mera Chaand,NO DATA,NO DATA
tt10224178,Le Blu,NO DATA,39
tt10230002,[S.O.S] Sói Trang,NO DATA,60
tt10269890,14 Tirmeh,"4,2",NO DATA
tt10285260,Zombe,NO DATA,NO DATA
tt10295272,Kinbaku: Tsuki no Shô,NO DATA,NO DATA
tt10314526,How Are You,"5,3",NO DATA
tt10353010,Rangeela (telugu),NO DATA,NO DATA
tt10399872,Cesare,NO DATA,89
tt10399946,Crima si pedeapsa,NO DATA,92
tt10405696,Terminal Behavior,NO DATA,NO DATA
tt10408220,Camping,NO DATA,NO DATA
tt10433062,O Pilla Nee Valla,NO DATA,NO DATA
tt10436206,Cent anys després,NO DATA,NO DATA
tt10443764,Only the Wind Knows,"5,4",NO DATA
tt10448578,GEN Hi8,NO DATA,NO DATA
tt10443780,The Preparation,"8,1",NO DATA
tt10453114,Youth Dinner,"6,6",NO DATA
tt10468098,A Stray Goat,"6,1",NO DATA
tt10472938,Seita,NO DATA,100
tt10499432,The Artist: Reborn,"6,1",NO DATA
tt10505054,The Eighth Day of the Week,"7,8",8
tt1051229,"Havana, Habana","6,4",22
tt10509092,Nuestro silencio,NO DATA,NO DATA
tt10515202,Omar Al Azrak,"2,5",NO DATA
tt10515888,Aisylu,NO DATA,NO DATA
tt10521028,Wives on Strike: The Revolution,"6,2",NO DATA
tt10520882,Atenas,"6,8",NO DATA
tt10520868,Undying Youth,NO DATA,NO DATA
tt10529494,I'm Rising,NO DATA,NO DATA
tt10533714,Roehampton Guerrillas (2011-2016),NO DATA,60
tt10540854,Uur Tsaigaasai (In the Dawn),NO DATA,NO DATA
tt10546234,Match,"3,5",100
tt10551082,Shattered Waves,"7,6",10
tt10561056,Father. Mother. Me.,NO DATA,NO DATA
tt10577878,Blood Brothers,NO DATA,NO DATA
