0,1,2,3
tt0011216,La fête espagnole,"6,9",52
tt0083060,Sha Ou,"6,6",89
tt0116991,Mariette in Ecstasy,"7,4",NO DATA
tt0339917,Wo men fu fu zhi jian,"5,9",83
tt0385887,Motherless Brooklyn,"6,8",64
tt0441881,Danger Close: The Battle of Long Tan,"6,8",71
tt0783640,The Last Full Measure,"6,8",60
tt0800325,The Dirt,"7,0",37
tt0810836,Dirt Music,"5,3",27
tt0858419,Bolden,"5,6",70
tt10001116,Mistero di un Impiegato,NO DATA,NO DATA
tt10003792,Adalat,NO DATA,NO DATA
tt10006156,Krishnam,NO DATA,NO DATA
tt10003990,Child of Wisdom,NO DATA,NO DATA
tt10006270,Jagtsæson,"4,9",1
tt10002654,Pattabhiraman,"6,4",NO DATA
tt10004074,Ali the Blind Boxer,NO DATA,NO DATA
tt10004574,Paradise,"4,7",67
tt10006276,He's My Daddy Too,NO DATA,NO DATA
tt10005864,Barof 2019,"6,5",NO DATA
tt10005378,"In Their Own Words, Billy the Kid & The Lincoln County War","5,2",44
tt10007268,Mesto!,"5,9",NO DATA
tt10010368,The Australian Dream,"8,0",100
tt10011320,Changing the Game,"6,4",100
tt10008784,Bull,"6,3",36
tt10011102,The Sholay Girl,"7,1",NO DATA
tt10009434,Family Obligations,"5,3",77
tt10011336,Lucky Grandma,"6,3",96
tt10009878,Encrypted: The Cyber Crime,"5,7",NO DATA
tt10015812,Death Whisper,"6,2",NO DATA
tt10015644,I Watched TV Show and Died from Blood,"7,8",NO DATA
tt10014838,Zabuti,"6,3",NO DATA
tt10015248,Kader Postasi,"6,7",NO DATA
tt10019402,Finals,"7,1",NO DATA
tt10016532,Ispade Rajavum Idhaya Raniyum,"6,4",NO DATA
tt10017454,The Purple Mist,"6,5",NO DATA
tt10017956,Gone Kesh,"6,8",NO DATA
tt10021754,Incursão,"8,2",NO DATA
tt10022858,Sucker for Love,NO DATA,NO DATA
tt10022974,Nemesis,"6,8",67
tt10023080,Nedunalvaadai,"7,0",NO DATA
tt10025196,Dracula,"5,7",NO DATA
tt10023506,Katha Karana Heena,NO DATA,42
tt10031940,Jack Lives Alone,NO DATA,NO DATA
tt10035478,Piola,"6,4",NO DATA
tt10033908,Lucky One,"5,6",NO DATA
tt10034272,Mukherjee Dar Bou,"7,9",NO DATA
tt10036992,Death of a Traveling Life Insurance Salesman,NO DATA,NO DATA
tt10041300,A fast passing angel,NO DATA,52
tt10037428,Los atardeceres rojos,NO DATA,NO DATA
tt10038080,Delta Byrd Sings,NO DATA,NO DATA
tt10037836,Killer's Whisper,NO DATA,NO DATA
tt10039014,Old Is Gold,"5,8",NO DATA
tt10038708,Flatmates,NO DATA,NO DATA
tt10037834,Mle Kyu,NO DATA,71
tt10039064,Muttayikkallanum Mammaliyum,NO DATA,NO DATA
