0,1,2,3
tt0297400,Snowblind,"7,0",NO DATA
tt0337926,Chatô: O Rei do Brasil,"5,9",NO DATA
tt0346045,Transeúntes,"6,6",6
tt0420293,The Stanford Prison Experiment,"6,8",84
tt0462335,High-Rise,"5,5",60
tt0787524,The Man Who Knew Infinity,"7,2",63
tt0790770,Miles Ahead,"6,4",74
tt0810819,The Danish Girl,"7,1",66
tt0977643,Chooriyan,"5,8",NO DATA
tt10007824,Dangebaaz,NO DATA,NO DATA
tt10047128,De hormigón armado,"6,4",NO DATA
tt10075438,Trên Dinh Bình Yên,NO DATA,75
tt10075508,My Nhân,"8,0",NO DATA
tt10081028,Nguoi Tro Vê,NO DATA,NO DATA
tt10092762,Aakhri Pal,NO DATA,NO DATA
tt10092508,Firak,"5,5",NO DATA
tt10098112,Bad Class,"7,4",NO DATA
tt10101904,Taste of Life,NO DATA,NO DATA
tt10107482,Darah Panas,"2,2",NO DATA
tt1014763,Child 44,"6,4",28
tt10167938,Jie di liang,NO DATA,61
tt10167868,A Place Where The Dream Begins,NO DATA,NO DATA
tt10168764,Pashbandh,NO DATA,NO DATA
tt10173962,Erau Kota Raja,NO DATA,NO DATA
tt1018765,Our Brand Is Crisis,"6,1",36
tt10210636,"Yeo-ja, nam-ja",NO DATA,NO DATA
tt10240726,Manatsu no yume,NO DATA,NO DATA
tt10256776,Tere Ishq Mein Qurbaan,NO DATA,NO DATA
tt10288256,Con mis propias manos,NO DATA,24
tt10300622,Trouble Down East,NO DATA,75
tt10299856,Quan neng jiong ba,"7,0",12
tt10307716,Double Date,NO DATA,NO DATA
tt10331574,SOS Talk,NO DATA,86
tt10352214,Magánterület,NO DATA,NO DATA
tt10356040,Dab+,NO DATA,NO DATA
tt10545212,El Cuarto,NO DATA,NO DATA
tt10556308,Heartbeat,NO DATA,NO DATA
tt10677102,Panchamukhi,NO DATA,NO DATA
tt10722542,Saari Raat,"5,4",NO DATA
tt10787402,Gryaz,NO DATA,NO DATA
tt10794496,Die Wilderin,NO DATA,68
tt10833146,Pratishodh,NO DATA,NO DATA
tt1083452,Eddie the Eagle,"7,3",81
tt10845528,Ahsham,NO DATA,NO DATA
tt10847722,Youngster: Nepali Film,NO DATA,NO DATA
tt10848188,Aziz Rouhou,"7,6",NO DATA
tt10852336,Hridoy Haran,NO DATA,86
tt10856420,Pro Petra i Pavla,"6,6",NO DATA
tt1090693,The Telephone Game,"5,5",NO DATA
tt10912640,Bogzarid Mitra Bekhabad,"2,5",NO DATA
tt10957752,Memórias da Boca,NO DATA,NO DATA
tt10970518,Ablepsia,NO DATA,NO DATA
tt10973970,Falling Apart,NO DATA,39
tt11011658,The Prince of Love,NO DATA,NO DATA
tt11012326,Daroga Chale Sasural,NO DATA,NO DATA
tt11012468,Saajan Ki Bahon Me,NO DATA,NO DATA
tt11012334,Dil Aur Deewar,NO DATA,NO DATA
tt11012352,Hero No. 1,NO DATA,NO DATA
tt11012490,Saiyan Jigarbaaz,NO DATA,NO DATA
tt11012390,Laagi Tohse Lagan,"1,6",NO DATA
tt11012302,Baaj Gayeel Danka,NO DATA,75
tt11012568,Aurat Khilona Nahi,NO DATA,NO DATA
tt11012222,Baagi Bhaile Sajna Hamar,NO DATA,NO DATA
tt11012374,Lagi Nahi Chhute Rama,NO DATA,NO DATA
tt11012438,Pandit Ji Batai Na Biyah Kab Hoi 2,NO DATA,NO DATA
tt11012366,Jaan Tere Liye,NO DATA,NO DATA
tt1105355,Good Ol' Boy,"6,7",73
tt11091804,Pyar Ke Bandhan,NO DATA,NO DATA
tt11102352,Ribenjiporuno LOVE IS DEAD,NO DATA,NO DATA
tt11107896,Situka,NO DATA,NO DATA
tt11110572,Dostali!,NO DATA,NO DATA
tt11120720,Siêu Quây Lên Chùa,NO DATA,NO DATA
tt11122188,Trên Dinh Núi Phía Tây,NO DATA,NO DATA
tt11137824,Du Long Zhi Zi Gao De Rong,NO DATA,86
tt11151648,Hai ou lao ren,NO DATA,NO DATA
tt11151640,Shi zhi shuang tian xiao jiao,NO DATA,80
tt11157430,Prashasan,NO DATA,NO DATA
tt11151642,Re gan mian de wei dao,NO DATA,NO DATA
tt11199300,Suamiku Encik Perfect 10!,"7,5",82
tt11202174,Juvana 2,"6,1",NO DATA
tt11212918,Duong Xuyên Rung,NO DATA,NO DATA
tt1125931,Tamales and Gumbo,"7,0",NO DATA
tt11295976,Nayayaam,NO DATA,NO DATA
