0,1,2,3
tt3967508,I Want to Dance,"5,0",NO DATA
tt3962984,The Black Prince,"5,8",7
tt3967856,Okja,"7,3",86
tt3969896,Hinterm Vorhang,NO DATA,NO DATA
tt3980212,El dulce sabor del limón,"6,3",NO DATA
tt3980372,Courageous Love,"4,3",NO DATA
tt3980704,E.C.O.,"5,7",NO DATA
tt3985430,Legionario,"5,1",NO DATA
tt3986820,The Endless,"6,5",92
tt3986332,Canvas,"6,3",NO DATA
tt3993874,"Future 86 or: Don't Think Twice, It's All Right",NO DATA,NO DATA
tt3992838,Conflict of Interest,"8,4",NO DATA
tt3996820,August in Berlin,"8,5",NO DATA
tt3996044,Intruders,NO DATA,30
tt4002136,Broken Memories,"6,6",27
tt4004842,The Last Train,"5,7",NO DATA
tt4009434,Hip hop Kiina,"7,7",NO DATA
tt4012424,O Filme da Minha Vida,"7,2",NO DATA
tt4022758,The Honor Farm,"3,7",92
tt4027908,Strange Games,NO DATA,NO DATA
tt4030600,The Bye Bye Man,"4,3",18
tt4034112,Alone,"7,0",NO DATA
tt4033204,Born Again Dead,"6,6",NO DATA
tt4038030,Ironwood,"6,4",NO DATA
tt4044278,The White Sistas,"8,6",NO DATA
tt4044896,Ayla,"3,2",12
tt4048342,The Passion of Paul Ross,"8,4",NO DATA
tt4054952,Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,"7,4",NO DATA
tt4054382,White Night,"7,2",NO DATA
tt4060498,The Broken Ones,"6,9",8
tt4061302,One Thing Left to Do,"7,2",NO DATA
tt4064220,When the Bough Breaks: A Documentary About Postpartum Depression,"8,3",NO DATA
tt4064912,Shine,"4,6",50
tt4065552,Tuntematon sotilas,"7,7",83
tt4067062,Fallen Stars,"5,6",57
tt4067012,I Am a Seagull,NO DATA,NO DATA
tt4073318,Pink Heat,"5,0",NO DATA
tt4073502,Le concierge,"6,1",NO DATA
tt4073682,Bugday,"6,1",NO DATA
tt4078238,Song for a Lazy Dog,NO DATA,NO DATA
tt4076154,Weigh Down,"8,3",NO DATA
tt4082402,The Invisible Worm,"7,8",NO DATA
tt4080956,A Prayer Before Dawn,"6,8",92
tt4079554,Ojalá vivas tiempos interesantes,"5,8",NO DATA
tt4084952,The General and Me,NO DATA,40
tt4085314,The Secret Life of Girls,"9,2",68
tt4103856,Blackbird Bye Bye,NO DATA,NO DATA
tt4106242,The French American,"8,6",NO DATA
tt4104950,4:00am,"6,0",6
tt4106376,Renegades,"5,5",11
tt4108666,The Neon Spectrum,"6,6",NO DATA
tt4109444,Fallen Blossoms,"6,5",NO DATA
tt4109632,A Million Happy Nows,"6,4",NO DATA
tt4111262,When She Showed Up,"6,9",NO DATA
tt4116488,Southern Tale,"7,2",44
tt4117876,Open Shadow: The Story of Teal Swan,"6,8",NO DATA
tt4117538,Disconnected,"5,9",NO DATA
tt4119054,Top Knot Detective,"6,5",NO DATA
tt4119208,Photon,"7,3",NO DATA
tt4121610,"Tulipani: Liefde, eer en een fiets","7,0",NO DATA
tt4122846,A Single Step,NO DATA,96
